,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
1917,gpt-3.5-turbo,Hamlet ,47,30,"You come most carefully upon your hour.  BARNARDO.  ’Tis now struck twelve. Get thee to bed, Francisco.  FRANCISCO.  For","['You', 'come', 'most', 'carefully', 'upon', 'your', 'hour']","['You', 'come', 'most', 'carefully', 'upon', 'your', 'hour', '.']","['.', ' ', 'BARNARDO', '.', ' ', '’', 'Tis', 'now']",1.0,46,60
115,gpt-3.5-turbo,Julius Caesar ,48,28,"what trade art thou?  FIRST COMMONER.  Why, sir, a carpenter.  MARULLUS.  Where is thy leather apron and thy","['what', 'trade', 'art', 'thou', '?', ' ', 'FIRST', 'COMMONER', '.', ' ', 'Why', ',']","['sir', ',', 'a', 'carpenter', '.']","['sir', ',', 'a', 'carpenter', '.']",0.0,47,63
1243,gpt-3.5-turbo,A Midsummer Night's Dream ,52,37,"withering out a young man’s revenue.  HIPPOLYTA.  Four days will quickly steep themselves in night; Four nights will quickly dream away the time; And then the moon, like to","['withering', 'out', 'a', 'young', 'man', '’s', 'revenue', '.', ' ', 'HIPPOLYTA', '.', ' ', 'Four', 'days', 'will']","['quickly', 'steep', 'themselves', 'in', 'night', ';', '\n', 'Four', 'nights', 'will', 'quickly', 'dream', 'away', 'the', 'time', ';', '\n', 'And', 'then', 'the', 'moon', ',']","['quickly', 'steep', 'themselves', 'in', 'night', ';', 'Four', 'nights', 'will', 'quickly', 'dream', 'away', 'the', 'time', ';', 'And', 'then', 'the', 'moon', ',', 'like', 'to']",0.1818181818181818,51,87
1235,gpt-3.5-turbo,A Midsummer Night's Dream ,53,31,out a young man’s revenue.  HIPPOLYTA.  Four days will quickly steep themselves in night; Four nights will quickly dream away the time; And then,"['out', 'a', 'young', 'man', '’s', 'revenue', '.', ' ', 'HIPPOLYTA', '.', ' ']","['I', 'am', 'amazed', 'and', 'know', 'not', 'what', 'to', 'say', '.']","['Four', 'days', 'will', 'quickly', 'steep', 'themselves', 'in', 'night', ';', 'Four']",1.0,52,72
996,gpt-3.5-turbo,Romeo and Juliet ,53,38,"you live, draw your neck out o’ the collar.  SAMPSON.  I strike quickly, being moved.  GREGORY.  But thou art not quickly moved to strike.  SAMPSON","['you', 'live', ',', 'draw', 'your', 'neck', 'out', 'o']","['f', 'the', 'collar', '.']","['’', 'the', 'collar', '.']",0.25,52,63
1378,gpt-3.5-turbo,A Midsummer Night's Dream ,57,26,’s revenue.  HIPPOLYTA.  Four days will quickly steep themselves in night; Four nights will quickly dream away the time; And,"['’s', 'revenue', '.', ' ', 'HIPPOLYTA', '.', ' ', 'Four', 'days', 'will', 'quickly', 'steep', 'themselves']","['In', 'night', ';', '\n', 'Four', 'nights', 'will', 'quickly', 'dream', 'away', 'the', 'time', '.']","['in', 'night', ';', 'Four', 'nights', 'will', 'quickly', 'dream', 'away', 'the', 'time', ';', 'And']",0.3076923076923077,56,81
1358,gpt-3.5-turbo,A Midsummer Night's Dream ,58,39,"revenue.  HIPPOLYTA.  Four days will quickly steep themselves in night; Four nights will quickly dream away the time; And then the moon, like to a silver bow New bent in heaven,","['revenue', '.', ' ', 'HIPPOLYTA', '.', ' ', 'Four', 'days', 'will']","['quickly', 'steep', 'themselves', 'in', 'night', ';', '\n', 'Four', 'nights', 'will', 'quickly', 'dream', 'away', 'the', 'time', ';', '\n', 'And', 'then', 'the', 'moon', ',', 'like', 'to', 'a', 'silver', 'bow', '\n', 'New', '-']","['quickly', 'steep', 'themselves', 'in', 'night', ';', 'Four', 'nights', 'will', 'quickly', 'dream', 'away', 'the', 'time', ';', 'And', 'then', 'the', 'moon', ',', 'like', 'to', 'a', 'silver', 'bow', 'New', 'bent', 'in', 'heaven', ',']",0.2333333333333333,57,95
1587,gpt-3.5-turbo,Macbeth ,58,21,.  Where the place?  SECOND WITCH.  Upon the heath.  THIRD WITCH.  There,"['.', ' ', 'Where', 'the', 'place', '?', ' ', 'SECOND', 'WITCH', '.']","['Upon', 'the', 'heath', '.']","[' ', 'Upon', 'the', 'heath']",0.5,57,70
684,gpt-3.5-turbo,King Henry V  ,59,36,", my lord, shall we resist it now?  CANTERBURY.  It must be thought on. If it pass against us, We lose the better half of our possession; For","[',', 'my', 'lord', ',', 'shall', 'we', 'resist', 'it', 'now', '?', ' ', 'CANTERBURY']","['We', 'are', 'ready', 'to', 'answer', 'your', 'question', ',', 'my', 'lord', ',', 'shall', 'we', 'resist', 'it', 'now', '?']","['.', ' ', 'It', 'must', 'be', 'thought', 'on', '.', 'If', 'it', 'pass', 'against', 'us', ',', 'We', 'lose', 'the']",1.0,58,86
102,gpt-3.5-turbo,Julius Caesar ,61,20,", a carpenter.  MARULLUS.  Where is thy leather apron and thy rule?  What dost","[',', 'a', 'carpenter', '.', ' ', 'MARULLUS', '.', ' ']","['""', 'Where', 'is', 'thy', 'leather', 'apron', 'and', 'thy', 'rule', '?', 'What', 'dost']","['Where', 'is', 'thy', 'leather', 'apron', 'and', 'thy', 'rule', '?', ' ', 'What', 'dost']",0.1666666666666666,60,79
1270,gpt-3.5-turbo,A Midsummer Night's Dream ,67,24,"quickly steep themselves in night; Four nights will quickly dream away the time; And then the moon, like to a silver","['quickly', 'steep', 'themselves', 'in', 'night', ';', 'Four', 'nights', 'will', 'quickly', 'dream']","['away', 'the', 'time', ';', 'And', 'then', 'the', 'moon', ',', 'like', 'to', 'a', 'silver']","['away', 'the', 'time', ';', 'And', 'then', 'the', 'moon', ',', 'like', 'to', 'a', 'silver']",0.0,66,89
614,gpt-3.5-turbo,King Henry V  ,68,26,"?  CANTERBURY.  It must be thought on. If it pass against us, We lose the better half of our possession;","['?', ' ', 'CANTERBURY', '.', ' ', 'It', 'must', 'be', 'thought']","['""', 'And', ',', 'gentle', 'friends', ',', 'to', 'do', 'you', 'ease', 'and', 'grace', ',', '/', 'We', 'have', 'not']","['on', '.', 'If', 'it', 'pass', 'against', 'us', ',', 'We', 'lose', 'the', 'better', 'half', 'of', 'our', 'possession', ';']",1.0,67,92
662,gpt-3.5-turbo,King Henry V  ,70,28,"CANTERBURY.  It must be thought on. If it pass against us, We lose the better half of our possession; For all the temporal","['CANTERBURY', '.', ' ', 'It', 'must', 'be', 'thought', 'on', '.', 'If', 'it']","['stand', 'with', 'the', 'King', ""'s"", 'pleasure', ',', 'it', 'is', 'but', 'the', 'sound', 'of', 'words', '.']","['pass', 'against', 'us', ',', 'We', 'lose', 'the', 'better', 'half', 'of', 'our', 'possession', ';', 'For', 'all']",1.0,69,94
1031,gpt-3.5-turbo,Romeo and Juliet ,73,38,being moved.  GREGORY.  But thou art not quickly moved to strike.  SAMPSON.  A dog of the house of Montague moves me.  GREGORY.  To move is to,"['being', 'moved', '.', ' ', 'GREGORY', '.', ' ', 'But', 'thou']","['being', 'moved', '.', 'GREGORY', '.', 'But', 'thou', 'art', 'not', 'quickly', 'moved', 'to', 'strike', '.']","['art', 'not', 'quickly', 'moved', 'to', 'strike', '.', ' ', 'SAMPSON', '.', ' ', 'A', 'dog', 'of']",1.0,72,94
1339,gpt-3.5-turbo,A Midsummer Night's Dream ,77,37,"dream away the time; And then the moon, like to a silver bow New bent in heaven, shall behold the night Of our solemnities.  THESEUS.  Go, Philostrate, Stir","['dream', 'away', 'the', 'time', ';', 'And', 'then']","['by', 'moonlight', ',', 'they', 'can', 'see', 'the', 'fairies', 'dance', '.']","['the', 'moon', ',', 'like', 'to', 'a', 'silver', 'bow', 'New', 'bent']",0.9,76,92
1080,gpt-3.5-turbo,Romeo and Juliet ,80,22,But thou art not quickly moved to strike.  SAMPSON.  A dog of the house of Montague moves me,"['But', 'thou', 'art', 'not', 'quickly', 'moved', 'to', 'strike', '.', ' ']","['A', 'lover', 'may', 'bestride', 'the', 'gossamer', '\n', 'That', 'idles', 'in', 'the', 'wanton']","['SAMPSON', '.', ' ', 'A', 'dog', 'of', 'the', 'house', 'of', 'Montague', 'moves', 'me']",1.0,79,100
555,gpt-3.5-turbo,Othello ,86,26,", if I do not. Three great ones of the city, In personal suit to make me his lieutenant, Off-capp'd to","[',', 'if', 'I', 'do', 'not']","[',', 'if', 'I', 'do', 'not', 'find', 'in', 'her', 'lips', 'the', 'breath', 'of', 'life', '.']","['.', 'Three', 'great', 'ones', 'of', 'the', 'city', ',', 'In', 'personal', 'suit', 'to', 'make', 'me']",1.0,85,103
1574,gpt-3.5-turbo,Antony and Cleopatra ,87,32,"To cool a gipsy's lust.  Flourish.  Look where they come!  Take but good note, and you shall see in him The triple pillar of","['To', 'cool', 'a', 'gipsy', ""'s"", 'lust', '.', ' ', 'Flourish', '.', ' ']","['To', 'cool', 'a', 'gipsy', ""'s"", 'lust', ',', 'I', ""'ll"", 'melt', 'myself', 'into', 'such', 'profitable', 'and', 'sweet', 'shape', '.']","['Look', 'where', 'they', 'come', '!', ' ', 'Take', 'but', 'good', 'note', ',', 'and', 'you', 'shall', 'see', 'in', 'him', 'The']",1.0,86,114
1149,gpt-3.5-turbo,Romeo and Juliet ,89,25, SAMPSON.  A dog of the house of Montague moves me.  GREGORY.  To move is to stir; and,"[' ', 'SAMPSON', '.', ' ', 'A', 'dog', 'of', 'the', 'house']","['of', 'Montague', 'moves', 'me', '.']","['of', 'Montague', 'moves', 'me', '.']",0.0,88,101
1823,gpt-3.5-turbo,Hamlet ,92,31,"heart.  BARNARDO.  Have you had quiet guard?  FRANCISCO.  Not a mouse stirring.  BARNARDO.  Well, good night.  ","['heart', '.', ' ', 'BARNARDO', '.', ' ', 'Have']","['at', 'thee', ',', 'coward', '!', '""', '-', 'Hamlet']","['you', 'had', 'quiet', 'guard', '?', ' ', 'FRANCISCO', '.']",1.0,91,105
521,gpt-3.5-turbo,Othello ,95,39,"of the city, In personal suit to make me his lieutenant, Off-capp'd to him; and, by the faith of man, I know my price, I am worth no worse a place","['of', 'the', 'city', ',', 'In', 'personal', 'suit', 'to', 'make', 'me', 'his']","['lieutenant', ',', 'Off', '-', ""capp'd"", 'to', 'him', ':', 'and', ',', 'by', 'the', 'faith', 'of', 'man', ',', 'I', 'know', 'my', 'price', ',', 'I', 'am', 'worth', 'no', 'worse', 'a', 'place']","['lieutenant', ',', 'Off', '-', ""capp'd"", 'to', 'him', ';', 'and', ',', 'by', 'the', 'faith', 'of', 'man', ',', 'I', 'know', 'my', 'price', ',', 'I', 'am', 'worth', 'no', 'worse', 'a', 'place']",0.0357142857142857,94,132
314,gpt-3.5-turbo,All's Well That Ends Well ,100,23,"would stir it up where it wanted, rather than lack it where there is such abundance.  COUNTESS.  What","['would', 'stir', 'it', 'up', 'where', 'it', 'wanted']","['to', 'go', 'and', 'then', 'it', 'would', 'go', 'on', 'of', 'itself', '.']","[',', 'rather', 'than', 'lack', 'it', 'where', 'there', 'is', 'such', 'abundance', '.']",0.8181818181818182,99,116
358,gpt-3.5-turbo,All's Well That Ends Well ,103,38,"up where it wanted, rather than lack it where there is such abundance.  COUNTESS.  What hope is there of his majesty’s amendment?  LAFEW.  He hath abandon’d his physicians","['up', 'where', 'it', 'wanted', ',', 'rather', 'than', 'lack', 'it', 'where', 'there']","['wanted', '.']","['is', 'such']",1.0,102,114
1894,gpt-3.5-turbo,Hamlet ,105,37,"FRANCISCO.  Not a mouse stirring.  BARNARDO.  Well, good night.  If you do meet Horatio and Marcellus, The rivals of my watch, bid them make haste.","['FRANCISCO', '.', ' ', 'Not', 'a', 'mouse', 'stirring', '.', ' ', 'BARNARDO', '.', ' ']","['It', 'is', 'a', 'cold', 'and', 'dark', 'night', '.']","['Well', ',', 'good', 'night', '.', ' ', 'If', 'you']",1.0,104,123
768,gpt-3.5-turbo,King Henry V  ,106,23,"to the church Would they strip from us; being valu'd thus- As much as would maintain, to the King's honour","['to', 'the', 'church', 'Would', 'they', 'strip', 'from', 'us', ';']","['to', 'the', 'church', 'Would', 'they', 'strip', 'from', 'us', ';', '\n', 'The', 'rights', 'and', 'freedoms']","['being', ""valu'd"", 'thus-', 'As', 'much', 'as', 'would', 'maintain', ',', 'to', 'the', 'King', ""'s"", 'honour']",1.0,105,127
774,gpt-3.5-turbo,King Henry V  ,107,37,"the church Would they strip from us; being valu'd thus- As much as would maintain, to the King's honour, Full fifteen earls and fifteen hundred knights, Six thousand and two hundred good","['the', 'church', 'Would', 'they', 'strip', 'from', 'us', ';', 'being', ""valu'd"", 'thus-', 'As', 'much', 'as']","['the', 'state', 'itself', '.']","['would', 'maintain', ',', 'to']",1.0,106,123
1908,gpt-3.5-turbo,Hamlet ,116,36," Well, good night.  If you do meet Horatio and Marcellus, The rivals of my watch, bid them make haste.  Enter Horatio and Marcellus.  FRANCISCO.  ","[' ', 'Well', ',', 'good', 'night', '.']","['Good', 'night', ',', 'sweet', 'prince', '.']","[' ', 'If', 'you', 'do', 'meet', 'Horatio']",1.0,115,126
1708,gpt-3.5-turbo,Macbeth ,117,30,"and foul is fair: Hover through the fog and filthy air.  DUNCAN.  What bloody man is that? He can report, As seemeth by","['and', 'foul', 'is', 'fair', ':', 'Hover', 'through', 'the', 'fog', 'and', 'filthy', 'air']","['""', 'Fair', 'is', 'foul', ',', 'and', 'foul', 'is', 'fair', ':', 'Hover', 'through', 'the', 'fog', 'and', 'filthy', 'air', '.']","['.', ' ', 'DUNCAN', '.', ' ', 'What', 'bloody', 'man', 'is', 'that', '?', 'He', 'can', 'report', ',', 'As', 'seemeth', 'by']",1.0,116,145
1060,gpt-3.5-turbo,Romeo and Juliet ,118,33,"to stand: therefore, if thou art moved, thou runn’st away.  SAMPSON.  A dog of that house shall move me to stand.  I will take","['to', 'stand', ':', 'therefore', ',']","['to', 'stand', ':', 'therefore', ',', 'dear', 'Montague', ',', 'be', 'patient', 'and', 'endure', '.']","['if', 'thou', 'art', 'moved', ',', 'thou', 'runn’st', 'away', '.', ' ', 'SAMPSON', '.', ' ']",0.9230769230769232,117,134
1496,gpt-3.5-turbo,Antony and Cleopatra ,122,24,"Into a strumpet's fool. Behold and see.  CLEOPATRA.  If it be love indeed, tell me how much","['Into', 'a', 'strumpet', ""'s"", 'fool', '.', 'Behold', 'and', 'see']","['The', 'noble', 'ruin', 'of', 'a', 'once', 'great', 'queen', '.']","['.', ' ', 'CLEOPATRA', '.', ' ', 'If', 'it', 'be', 'love']",1.0,121,138
1204,gpt-3.5-turbo,A Midsummer Night's Dream ,123,40,"pert and nimble spirit of mirth; Turn melancholy forth to funerals; The pale companion is not for our pomp.  Hippolyta, I woo’d thee with my sword, And won thy love doing thee injuries;","['pert', 'and', 'nimble', 'spirit', 'of', 'mirth', ';', 'Turn', 'melancholy', 'forth', 'to', 'funerals', ';', 'The', 'pale', 'companion', 'is']","['not', 'for', 'our', 'company', '.']","['not', 'for', 'our', 'pomp', '.']",0.2,122,143
707,gpt-3.5-turbo,King Henry V  ,124,33,"to the King's honour, Full fifteen earls and fifteen hundred knights, Six thousand and two hundred good esquires; And, to relief of lazars and weak age, Of","['to', 'the', 'King', ""'s"", 'honour', ',', 'Full', 'fifteen', 'earls', 'and']","['fifteen', 'hundred', 'knights', ',', 'all', 'noble', ',', 'brave', ',', 'and', 'true', '.']","['fifteen', 'hundred', 'knights', ',', 'Six', 'thousand', 'and', 'two', 'hundred', 'good', 'esquires', ';']",0.6666666666666666,123,144
1207,gpt-3.5-turbo,A Midsummer Night's Dream ,125,37,"nimble spirit of mirth; Turn melancholy forth to funerals; The pale companion is not for our pomp.  Hippolyta, I woo’d thee with my sword, And won thy love doing thee injuries","['nimble', 'spirit', 'of', 'mirth', ';', 'Turn']","['nimble', 'spirit', 'of', 'mirth', ';', 'Turn', 'melancholy', 'forth', 'to', 'funerals', '.']","['melancholy', 'forth', 'to', 'funerals', ';', 'The', 'pale', 'companion', 'is', 'not', 'for']",0.9090909090909092,124,140
1736,gpt-3.5-turbo,Macbeth ,126,22,"and filthy air.  DUNCAN.  What bloody man is that? He can report, As seemeth by his","['and', 'filthy', 'air', '.', ' ', 'DUNCAN']","['""', 'and', 'make', 'our', 'faces', 'vizards', 'to', 'our', 'hearts', ',', 'disguising', 'what', 'they', 'are', '.', '""']","['.', ' ', 'What', 'bloody', 'man', 'is', 'that', '?', 'He', 'can', 'report', ',', 'As', 'seemeth', 'by', 'his']",1.0,125,146
1347,gpt-3.5-turbo,A Midsummer Night's Dream ,126,32,"spirit of mirth; Turn melancholy forth to funerals; The pale companion is not for our pomp.  Hippolyta, I woo’d thee with my sword, And won thy","['spirit', 'of', 'mirth', ';', 'Turn', 'melancholy', 'forth', 'to']","['funerals', '.']","['funerals', ';']",0.5,125,134
1614,gpt-3.5-turbo,Macbeth ,126,39,"and filthy air.  DUNCAN.  What bloody man is that? He can report, As seemeth by his plight, of the revolt The newest state.  MALCOLM.  This is the sergeant","['and', 'filthy', 'air', '.', ' ', 'DUNCAN']","['""', 'and', 'make', 'our', 'faces', 'vizards', 'to', 'our', 'hearts', ',', 'disguising', 'what', 'they', 'are', '.', '""']","['.', ' ', 'What', 'bloody', 'man', 'is', 'that', '?', 'He', 'can', 'report', ',', 'As', 'seemeth', 'by', 'his']",1.0,125,146
1757,gpt-3.5-turbo,Macbeth ,126,37,"and filthy air.  DUNCAN.  What bloody man is that? He can report, As seemeth by his plight, of the revolt The newest state.  MALCOLM.  This is","['and', 'filthy', 'air', '.', ' ', 'DUNCAN', '.', ' ', 'What', 'bloody', 'man', 'is', 'that', '?', 'He', 'can', 'report']","['As', 'seemeth', 'by', 'his', 'plight', ',', 'of', 'the', 'revolt', '\n', 'The', 'newest', 'state', '.']","[',', 'As', 'seemeth', 'by', 'his', 'plight', ',', 'of', 'the', 'revolt', 'The', 'newest', 'state', '.']",0.1428571428571428,125,155
501,gpt-3.5-turbo,Othello ,126,26,", I am worth no worse a place.  But he, as loving his own pride and purposes, Evades them, with a","[',', 'I', 'am', 'worth', 'no', 'worse', 'a', 'place', '.', ' ', 'But']","['to', 'be', 'loved', ',', 'and', 'to', 'be', 'loved', 'in', 'return', ',', 'is', 'the', 'greatest', 'happiness']","['he', ',', 'as', 'loving', 'his', 'own', 'pride', 'and', 'purposes', ',', 'Evades', 'them', ',', 'with', 'a']",1.0,125,150
1718,gpt-3.5-turbo,Macbeth ,126,40,"and filthy air.  DUNCAN.  What bloody man is that? He can report, As seemeth by his plight, of the revolt The newest state.  MALCOLM.  This is the sergeant Who","['and', 'filthy', 'air', '.', ' ', 'DUNCAN', '.', ' ', 'What', 'bloody', 'man']","['is', 'that', '?']","['is', 'that', '?']",0.0,125,138
1342,gpt-3.5-turbo,A Midsummer Night's Dream ,127,20,of mirth; Turn melancholy forth to funerals; The pale companion is not for our pomp.  Hippolyta,"['of', 'mirth', ';', 'Turn', 'melancholy', 'forth', 'to']","['funerals', ';', 'The', 'pale', 'companion', 'is', 'not', 'for', 'our', 'pomp', '.']","['funerals', ';', 'The', 'pale', 'companion', 'is', 'not', 'for', 'our', 'pomp', '.']",0.0,126,143
1332,gpt-3.5-turbo,A Midsummer Night's Dream ,130,21,"Turn melancholy forth to funerals; The pale companion is not for our pomp.  Hippolyta, I woo’d thee","['Turn', 'melancholy', 'forth', 'to', 'funerals', ';', 'The', 'pale', 'companion']","['Is', 'not', 'for', 'our', 'pomp', '.']","['is', 'not', 'for', 'our', 'pomp', '.']",0.1666666666666666,129,143
1189,gpt-3.5-turbo,Romeo and Juliet ,131,22,.  SAMPSON.  A dog of that house shall move me to stand.  I will take the wall,"['.', ' ', 'SAMPSON', '.', ' ', 'A', 'dog', 'of', 'that']","['house', 'shall', 'move', 'me', 'to', 'stand', ':', 'I', 'will', 'take', 'the', 'wall', 'of']","['house', 'shall', 'move', 'me', 'to', 'stand', '.', ' ', 'I', 'will', 'take', 'the', 'wall']",0.2307692307692307,130,151
850,gpt-3.5-turbo,King Lear ,133,28,"; whereupon she grew round-wombed, and had indeed, sir, a son for her cradle ere she had a husband for her bed.","[';', 'whereupon', 'she', 'grew', 'round', '-', 'wombed']","['with', 'a', 'goodly', 'number', 'of', 'quotes', ',', 'and', 'brought', 'forth', 'a', 'multitude', 'of', 'wise', 'sayings', '.']","[',', 'and', 'had', 'indeed', ',', 'sir', ',', 'a', 'son', 'for', 'her', 'cradle', 'ere', 'she', 'had', 'a']",0.9375,132,154
