,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
1612,gpt-3.5-turbo,Macbeth ,31,31,". That will be ere the set of sun. Where the place? Upon the heath. There to meet with Macbeth. I come, Graymalkin! Paddock calls","['.', 'That', 'will', 'be', 'ere']","['.', 'That', 'will', 'be', 'ere', 'the', 'set', 'of', 'sun', '.']","['the', 'set', 'of', 'sun', '.', 'Where', 'the', 'place', '?', 'Upon']",1.0,30,44
272,gpt-3.5-turbo,All's Well That Ends Well ,37,38,"command, to whom I am now in ward, evermore in subjection. You shall find of the king a husband, madam; you, sir, a father. He that so generally is at","['command', ',', 'to', 'whom', 'I', 'am', 'now', 'in', 'ward', ',', 'evermore', 'in', 'subjection', '.']","['""', 'Love', 'all', ',', 'trust', 'a', 'few', ',', 'do', 'wrong', 'to', 'none', '.', '""']","['You', 'shall', 'find', 'of', 'the', 'king', 'a', 'husband', ',', 'madam', ';', 'you', ',', 'sir']",0.9285714285714286,36,63
1698,gpt-3.5-turbo,Macbeth ,40,31,". Where the place? Upon the heath. There to meet with Macbeth. I come, Graymalkin! Paddock calls. Anon. Fair is foul, and foul","['.', 'Where', 'the', 'place', '?', 'Upon', 'the', 'heath', '.', 'There', 'to', 'meet', 'with']","['Macbeth', '.']","['Macbeth', '.']",0.0,39,53
1238,gpt-3.5-turbo,A Midsummer Night's Dream ,41,28,"step-dame or a dowager, Long withering out a young man’s revenue. Four days will quickly steep themselves in night; Four nights will","['step', '-', 'dame', 'or', 'a', 'dowager', ',', 'Long', 'withering', 'out', 'a', 'young']","['man', ""'s"", 'revenue', '.']","['man', '’s', 'revenue', '.']",0.25,40,55
533,gpt-3.5-turbo,Othello ,44,29," If ever I did dream of such a matter, Abhor me. Thou told'st me thou didst hold him in thy hate. Despise me, if","[' ', 'If', 'ever', 'I', 'did', 'dream', 'of', 'such', 'a', 'matter', ',', 'Abhor', 'me', '.']","['If', 'ever', 'I', 'did', 'dream', 'of', 'such', 'a', 'matter', ',', 'Abhor', 'me', '.']","['Thou', ""told'st"", 'me', 'thou', 'didst', 'hold', 'him', 'in', 'thy', 'hate', '.', 'Despise', 'me']",1.0,43,69
651,gpt-3.5-turbo,King Henry V  ,46,27,"of farther question. But how, my lord, shall we resist it now? It must be thought on. If it pass against us","['of', 'farther', 'question', '.', 'But', 'how', ',', 'my']","['lords', ',', 'shall', 'we', 'resist', 'so', 'great', 'a', 'power', '?']","['lord', ',', 'shall', 'we', 'resist', 'it', 'now', '?', 'It', 'must']",0.6,45,62
736,gpt-3.5-turbo,King Henry V  ,52,38,", my lord, shall we resist it now? It must be thought on. If it pass against us, We lose the better half of our possession; For all the temporal lands which men","[',', 'my', 'lord', ',', 'shall']","['we', 'be', 'shamed', 'in', 'letting', 'this', 'vile', 'traitor', 'escape', '?']","['we', 'resist', 'it', 'now', '?', 'It', 'must', 'be', 'thought', 'on']",0.9,51,65
1596,gpt-3.5-turbo,Macbeth ,53,31,"Macbeth. I come, Graymalkin! Paddock calls. Anon. Fair is foul, and foul is fair: Hover through the fog and filthy air. What bloody","['Macbeth', '.', 'I', 'come', ',', 'Graymalkin', '!', 'Paddock', 'calls', '.', 'Anon', '.', 'Fair', 'is']","['foul', ',', 'and', 'foul', 'is', 'fair', '.']","['foul', ',', 'and', 'foul', 'is', 'fair', ':']",0.1428571428571428,52,72
927,gpt-3.5-turbo,King Lear ,61,40,"Is not this your son, my lord? His breeding, sir, hath been at my charge: I have so often blush’d to acknowledge him that now I am braz’d to’t. I cannot conceive you","['Is', 'not', 'this', 'your', 'son', ',', 'my', 'lord', '?', 'His', 'breeding', ',', 'sir', ',', 'hath', 'been', 'at', 'my', 'charge']","['I', 'have', 'so', 'often', 'blushed', 'to', 'acknowledge', 'him', 'that', 'now', 'I', 'am', 'brazed', 'to', 'it', '.']","[':', 'I', 'have', 'so', 'often', 'blush’d', 'to', 'acknowledge', 'him', 'that', 'now', 'I', 'am', 'braz’d', 'to’t', '.']",0.3125,60,94
1132,gpt-3.5-turbo,Romeo and Juliet ,61,26,quickly moved to strike. A dog of the house of Montague moves me. To move is to stir; and to be valiant is,"['quickly', 'moved', 'to', 'strike', '.', 'A', 'dog', 'of']","['that', 'house', 'shall', 'move', 'me', 'to', 'stand', '.', 'I', 'will', 'take', 'the', 'wall', 'of', 'any', 'man', 'or', 'maid']","['the', 'house', 'of', 'Montague', 'moves', 'me', '.', 'To', 'move', 'is', 'to', 'stir', ';', 'and', 'to', 'be', 'valiant', 'is']",0.9444444444444444,60,85
122,gpt-3.5-turbo,Julius Caesar ,68,33,"dost thou with thy best apparel on?  You, sir, what trade are you? Truly, sir, in respect of a fine workman, I am but,","['dost', 'thou', 'with', 'thy', 'best', 'apparel', 'on', '?', ' ', 'You', ',', 'sir', ',', 'what']","['dost', 'thou', 'with', 'thy', 'best', 'apparel', 'on', '?', 'You', ',', 'sir', ',', 'what', 'trade', 'are', 'you', '?']","['trade', 'are', 'you', '?', 'Truly', ',', 'sir', ',', 'in', 'respect', 'of', 'a', 'fine', 'workman', ',', 'I', 'am']",1.0,67,97
1686,gpt-3.5-turbo,Macbeth ,69,39,"and foul is fair: Hover through the fog and filthy air. What bloody man is that? He can report, As seemeth by his plight, of the revolt The newest state. This is the","['and', 'foul', 'is', 'fair', ':', 'Hover', 'through', 'the', 'fog', 'and']","['filthy', 'air', '.']","['filthy', 'air', '.']",0.0,68,80
18,gpt-3.5-turbo,Julius Caesar ,76,37," You, sir, what trade are you? Truly, sir, in respect of a fine workman, I am but, as you would say, a cobbler. But what trade art","[' ', 'You', ',', 'sir', ',', 'what', 'trade', 'are', 'you', '?', 'Truly']","['You', ',', 'sir', ',', 'what', 'trade', 'are', 'you', '?', 'Truly', ',', '""', 'I', 'am', 'as', 'constant', 'as', 'the', 'northern', 'star', '.', '""']","[',', 'sir', ',', 'in', 'respect', 'of', 'a', 'fine', 'workman', ',', 'I', 'am', 'but', ',', 'as', 'you', 'would', 'say', ',', 'a', 'cobbler', '.']",0.7727272727272727,75,107
1261,gpt-3.5-turbo,A Midsummer Night's Dream ,85,34,"New bent in heaven, shall behold the night Of our solemnities. Go, Philostrate, Stir up the Athenian youth to merriments; Awake the pert and nimble spirit of mirth;","['New', 'bent', 'in', 'heaven', ',', 'shall', 'behold', 'the', 'night', 'Of', 'our', 'solemnities', '.', 'Go']","['one', ',', 'with', 'true', 'love', ""'s"", 'light', ',', 'to', 'guide', 'us', 'through', 'the', 'forest', 'of', 'dreams', '.']","[',', 'Philostrate', ',', 'Stir', 'up', 'the', 'Athenian', 'youth', 'to', 'merriments', ';', 'Awake', 'the', 'pert', 'and', 'nimble', 'spirit']",0.8823529411764706,84,114
1481,gpt-3.5-turbo,Antony and Cleopatra ,96,31,"where they come!  Take but good note, and you shall see in him The triple pillar of the world transform'd Into a strumpet's fool. Behold and","['where', 'they', 'come', '!', ' ', 'Take', 'but', 'good', 'note', ',', 'and', 'you', 'shall', 'see']","['in', 'Caesar', ""'s"", 'triumph', '.']","['in', 'him', 'The', 'triple', 'pillar']",0.8,95,113
268,gpt-3.5-turbo,All's Well That Ends Well ,97,29,", rather than lack it where there is such abundance. What hope is there of his majesty’s amendment? He hath abandon’d his physicians, madam;","[',', 'rather', 'than', 'lack', 'it', 'where', 'there', 'is', 'such']","['plenty', '.']","['abundance', '.']",0.5,96,106
1266,gpt-3.5-turbo,A Midsummer Night's Dream ,98,37,"Go, Philostrate, Stir up the Athenian youth to merriments; Awake the pert and nimble spirit of mirth; Turn melancholy forth to funerals; The pale companion is not for our pomp.  ","['Go', ',', 'Philostrate', ',', 'Stir', 'up', 'the', 'Athenian', 'youth', 'to', 'merriments', ';', 'Awake']","['the', 'pert', 'and', 'nimble', 'spirit', 'of', 'mirth', ',', 'turn', 'melancholy', 'forth', 'to', 'funerals', '.']","['the', 'pert', 'and', 'nimble', 'spirit', 'of', 'mirth', ';', 'Turn', 'melancholy', 'forth', 'to', 'funerals', ';']",0.2142857142857142,97,123
1829,gpt-3.5-turbo,Hamlet ,100,28,"Enter Horatio and Marcellus. I think I hear them. Stand, ho! Who is there? Friends to this ground. And liegemen to the","['Enter', 'Horatio', 'and', 'Marcellus', '.']","['""', 'Enter', 'Horatio', 'and', 'Marcellus', ',', 'two', 'faithful', 'friends', 'who', 'stand', 'by', 'Hamlet', ""'s"", 'side', 'through', 'thick', 'and', 'thin', '.', '""']","['I', 'think', 'I', 'hear', 'them', '.', 'Stand', ',', 'ho', '!', 'Who', 'is', 'there', '?', 'Friends', 'to', 'this', 'ground', '.', 'And', 'liegemen']",1.0,99,124
690,gpt-3.5-turbo,King Henry V  ,107,30,"As much as would maintain, to the King's honour, Full fifteen earls and fifteen hundred knights, Six thousand and two hundred good esquires; And,","['As', 'much', 'as', 'would', 'maintain', ',', 'to', 'the', 'King', ""'s"", 'honour']","['And', 'glory', 'of', 'this', 'land', ',', 'my', 'noble', 'Lord', '.']","[',', 'Full', 'fifteen', 'earls', 'and', 'fifteen', 'hundred', 'knights', ',', 'Six']",1.0,106,126
985,gpt-3.5-turbo,King Lear ,116,24,"wombed, and had indeed, sir, a son for her cradle ere she had a husband for her bed. Do you","['wombed', ',', 'and', 'had', 'indeed', ',', 'sir', ',', 'a']","['wombed', ',', 'and', 'had', 'indeed', ',', 'sir', ',', 'a', 'son', 'for', 'her', 'cradle', 'ere', 'she']","['son', 'for', 'her', 'cradle', 'ere', 'she', 'had', 'a', 'husband', 'for', 'her', 'bed', '.', 'Do', 'you']",0.8666666666666667,115,138
1357,gpt-3.5-turbo,A Midsummer Night's Dream ,120,24,"melancholy forth to funerals; The pale companion is not for our pomp.  Hippolyta, I woo’d thee with my sword,","['melancholy', 'forth', 'to', 'funerals', ';', 'The', 'pale', 'companion', 'is']","['not', 'for', 'our', 'pomp', ',', 'but', 'for', 'our', 'sport', '.']","['not', 'for', 'our', 'pomp', '.', ' ', 'Hippolyta', ',', 'I', 'woo’d']",0.6,119,137
354,gpt-3.5-turbo,All's Well That Ends Well ,123,38,", madam; under whose practices he hath persecuted time with hope, and finds no other advantage in the process but only the losing of hope by time. This young gentlewoman had a father—O","[',', 'madam', ';', 'under', 'whose', 'practices', 'he', 'hath']","['been', 'perfumed', '.']","['persecuted', 'time', 'with']",1.0,122,132
536,gpt-3.5-turbo,Othello ,123,27,", as loving his own pride and purposes, Evades them, with a bumbast circumstance Horribly stuff'd with epithets of war, And, in conclusion","[',', 'as', 'loving', 'his', 'own', 'pride']","['more', 'than', 'he', 'loves', 'his', 'wife', '.']","['and', 'purposes', ',', 'Evades', 'them', ',', 'with']",1.0,122,134
385,gpt-3.5-turbo,All's Well That Ends Well ,127,25,"whose practices he hath persecuted time with hope, and finds no other advantage in the process but only the losing of hope by time","['whose', 'practices', 'he', 'hath', 'persecuted']","['whose', 'practices', 'he', 'hath', 'persecuted', 'with', 'evil', 'tidings', ',', 'and', 'hath', 'in', 'just', 'cause', 'deserved', 'to', 'feel', 'the', 'pain', 'of']","['time', 'with', 'hope', ',', 'and', 'finds', 'no', 'other', 'advantage', 'in', 'the', 'process', 'but', 'only', 'the', 'losing', 'of', 'hope', 'by', 'time']",1.0,126,150
1719,gpt-3.5-turbo,Macbeth ,133,37,"knowledge of the broil As thou didst leave it. Doubtful it stood; As two spent swimmers that do cling together And choke their art. The merciless Macdonwald (Worthy to be a rebel,","['knowledge', 'of', 'the', 'broil', 'As', 'thou', 'didst']","['command', '.']","['leave', 'it']",1.0,132,140
1224,gpt-3.5-turbo,A Midsummer Night's Dream ,139,25,"thee with my sword, And won thy love doing thee injuries; But I will wed thee in another key, With pomp","['thee', 'with', 'my', 'sword', ',', 'And', 'won', 'thy']","['love', 'doing', 'thee', 'injuries', '.']","['love', 'doing', 'thee', 'injuries', ';']",0.2,138,150
678,gpt-3.5-turbo,King Henry V  ,139,30,"of lazars and weak age, Of indigent faint souls, past corporal toil, A hundred alms-houses right well supplied; And to the coffers of the","['of', 'lazars', 'and', 'weak', 'age', ',', 'Of', 'indigent', 'faint', 'souls', ',', 'past', 'corporal', 'toil']","['But', 'yet', ',', 'my', 'heart', ',', 'thy', 'sovereign', ""'s"", 'word', 'obey']","[',', 'A', 'hundred', 'alms', '-', 'houses', 'right', 'well', 'supplied', ';', 'And']",1.0,138,162
1537,gpt-3.5-turbo,Antony and Cleopatra ,140,37,"There's beggary in the love that can be reckon'd. I'll set a bourn how far to be belov'd. Then must thou needs find out new heaven, new earth. News, my","['There', ""'s"", 'beggary', 'in', 'the', 'love', 'that', 'can', 'be', ""reckon'd"", '.', 'I']","['account', 'wealth', 'by', 'the', 'depth', 'of', 'passion', 'it', 'ignites', '.']","[""'ll"", 'set', 'a', 'bourn', 'how', 'far', 'to', 'be', ""belov'd"", '.']",0.9,139,160
683,gpt-3.5-turbo,King Henry V  ,140,32,"lazars and weak age, Of indigent faint souls, past corporal toil, A hundred alms-houses right well supplied; And to the coffers of the King, beside","['lazars', 'and', 'weak', 'age', ',', 'Of', 'indigent', 'faint']","['hearts', ',', 'past', 'corporal', 'toil', ',', '\n', 'Are', 'charged', 'and', 'heavy', '.']","['souls', ',', 'past', 'corporal', 'toil', ',', 'A', 'hundred', 'alms', '-', 'houses', 'right']",0.5833333333333334,139,158
263,gpt-3.5-turbo,All's Well That Ends Well ,141,37,"in the process but only the losing of hope by time. This young gentlewoman had a father—O that “had!”, how sad a passage ’tis!—whose skill was almost as great","['in', 'the', 'process', 'but', 'only', 'the', 'losing', 'of', 'hope', 'by', 'time']","['""', 'All', ""'s"", 'well', 'that', 'ends', 'well', ';', 'still', 'the', 'fine', ""'s"", 'the', 'crown', ';', ""Whate'er"", 'the', 'course', ',', 'the', 'end', 'is', 'the', 'renown', '.', '""']","['.', 'This', 'young', 'gentlewoman', 'had', 'a', 'father', '—', 'O', 'that', '“', 'had', '!', '”', ',', 'how', 'sad', 'a', 'passage', '’', 'tis!—whose', 'skill', 'was', 'almost', 'as', 'great']",1.0,140,176
430,gpt-3.5-turbo,Othello ,142,21,"epithets of war, And, in conclusion, Nonsuits my mediators; for, ""Certes,"" says he","['epithets', 'of', 'war', ',', 'And']","['out', 'of', 'her', 'own', 'goodness', 'make', 'the', 'net', 'That', 'shall', 'enmesh', 'them', 'all', '.']","[',', 'in', 'conclusion', ',', 'Nonsuits', 'my', 'mediators', ';', 'for', ',', '""', 'Certes', ',', '""']",1.0,141,159
1286,gpt-3.5-turbo,A Midsummer Night's Dream ,145,22,"won thy love doing thee injuries; But I will wed thee in another key, With pomp, with triumph","['won', 'thy', 'love', 'doing', 'thee', 'injuries', ';', 'But', 'I', 'will']","['mend', 'them', 'all', ',', 'and', 'make', 'amends', '.']","['we', 'd', 'thee', 'in', 'another', 'key', ',', 'With']",1.0,144,161
963,gpt-3.5-turbo,King Lear ,146,38,"not wish the fault undone, the issue of it being so proper. But I have a son, sir, by order of law, some year elder than this, who yet is no dearer","['not', 'wish', 'the', 'fault', 'undone', ',', 'the', 'issue', 'of', 'it', 'being', 'so', 'proper']","['is', 'not', 'within', 'the', 'compass', 'of', 'my', 'thoughts', '.']","['.', 'But', 'I', 'have', 'a', 'son', ',', 'sir', ',']",1.0,145,166
872,gpt-3.5-turbo,King Lear ,149,34,"fault undone, the issue of it being so proper. But I have a son, sir, by order of law, some year elder than this, who yet is no","['fault', 'undone', ',', 'the', 'issue', 'of', 'it', 'being']","['""', 'so', 'pat', ',', 'so', 'apt', ',', 'so', 'evident', ',', 'that', 'it', '""']","['so', 'proper', '.', 'But', 'I', 'have', 'a', 'son', ',', 'sir', ',', 'by', 'order']",0.9230769230769232,148,168
1102,gpt-3.5-turbo,Romeo and Juliet ,151,40,"vessels, are ever thrust to the wall: therefore I will push Montague’s men from the wall, and thrust his maids to the wall. The quarrel is between our masters and us their men. ’","['vessels', ',', 'are', 'ever', 'thrust', 'to', 'the', 'wall', ':']","['And', 'therefore', 'women', ',', 'being', 'the', 'weaker', 'vessels', ',', 'are', 'ever', 'thrust', 'to', 'the', 'wall', ':', 'therefore', 'I', 'will', 'push', 'Montague', ""'s"", 'men', 'from', 'the', 'wall', ',', 'and', 'thrust', 'his', 'maids']","['therefore', 'I', 'will', 'push', 'Montague', '’s', 'men', 'from', 'the', 'wall', ',', 'and', 'thrust', 'his', 'maids', 'to', 'the', 'wall', '.', 'The', 'quarrel', 'is', 'between', 'our', 'masters', 'and', 'us', 'their', 'men', '.', '’']",0.967741935483871,150,189
4,gpt-3.5-turbo,Julius Caesar ,151,25,", thou knave? Thou naughty knave, what trade? Nay, I beseech you, sir, be not out with me;","[',', 'thou', 'knave', '?', 'Thou', 'naughty', 'knave', ',', 'what']","['trade', '?']","['trade', '?']",0.0,150,160
1131,gpt-3.5-turbo,Romeo and Juliet ,152,34,", are ever thrust to the wall: therefore I will push Montague’s men from the wall, and thrust his maids to the wall. The quarrel is between our masters and","[',', 'are', 'ever', 'thrust', 'to', 'the', 'wall', ':', 'therefore', 'I', 'will', 'push', 'Montague', '’s', 'men', 'from', 'the']","['wall', ',', 'and', 'thrust', 'his', 'maids', 'to', 'the', 'wall', '.']","['wall', ',', 'and', 'thrust', 'his', 'maids', 'to', 'the', 'wall', '.']",0.0,151,177
1239,gpt-3.5-turbo,A Midsummer Night's Dream ,154,39,"will wed thee in another key, With pomp, with triumph, and with revelling. Happy be Theseus, our renownèd Duke! Thanks, good Egeus. What’s the news with thee? Full","['will', 'we', 'd', 'thee', 'in', 'another', 'key', ',', 'With', 'pomp', ',']","['with', 'triumph', ',', 'and', 'with', 'reveling', '.']","['with', 'triumph', ',', 'and', 'with', 'revelling', '.']",0.1428571428571428,153,170
1624,gpt-3.5-turbo,Macbeth ,154,28,"together And choke their art. The merciless Macdonwald (Worthy to be a rebel, for to that The multiplying villainies of nature Do swarm upon him","['together', 'And', 'choke', 'their', 'art', '.']","['""', 'Double', ',', 'double', 'toil', 'and', 'trouble', ';', 'Fire', 'burn', 'and', 'cauldron', 'bubble', '.', '""']","['The', 'merciless', 'Macdonwald', '(', 'Worthy', 'to', 'be', 'a', 'rebel', ',', 'for', 'to', 'that', 'The', 'multiplying']",1.0,153,173
464,gpt-3.5-turbo,Othello ,155,31,"for, ""Certes,"" says he, ""I have already chose my officer."" And what was he?  Forsooth, a great arithmetician, One","['for', ',', '""', 'Certes', ',', '""', 'says', 'he', ',', '""', 'I', 'have', 'already', 'chose', 'my']","['officer', '.', '""']","['officer', '.', '""']",0.0,154,171
1440,gpt-3.5-turbo,Antony and Cleopatra ,156,23,"how far to be belov'd. Then must thou needs find out new heaven, new earth. News, my good lord","['how', 'far', 'to', 'be', ""belov'd"", '.', 'Then', 'must', 'thou', 'needs', 'find']","['out', 'new', 'heaven', ',', 'new', 'earth', '.']","['out', 'new', 'heaven', ',', 'new', 'earth', '.']",0.0,155,172
940,gpt-3.5-turbo,King Lear ,161,37,"I have a son, sir, by order of law, some year elder than this, who yet is no dearer in my account: though this knave came something saucily to the world before","['I', 'have', 'a', 'son', ',', 'sir', ',', 'by', 'order', 'of']","['law', ',', 'some', 'year', 'elder', 'than', 'this', ',', 'who', 'yet', 'is', 'no', 'dearer', 'in', 'my', 'account', '.']","['law', ',', 'some', 'year', 'elder', 'than', 'this', ',', 'who', 'yet', 'is', 'no', 'dearer', 'in', 'my', 'account', ':']",0.0588235294117647,160,186
1449,gpt-3.5-turbo,Antony and Cleopatra ,163,23,"must thou needs find out new heaven, new earth. News, my good lord, from Rome. Grates me the","['must', 'thou', 'needs', 'find', 'out', 'new', 'heaven', ',']","['new', 'earth', '?']","['new', 'earth', '.']",0.3333333333333333,162,172
717,gpt-3.5-turbo,King Henry V  ,165,35,"the coffers of the King, beside, A thousand pounds by th' year: thus runs the bill. This would drink deep. 'T would drink the cup and all.","['the', 'coffers', 'of', 'the', 'King', ',', 'beside', ',']","['the', 'expense', 'of', 'spirit', 'in', 'a', 'waste', 'of', 'shame']","['A', 'thousand', 'pounds', 'by', 'th', ""'"", 'year', ':', 'thus']",1.0,164,180
1641,gpt-3.5-turbo,Macbeth ,170,30,"for to that The multiplying villainies of nature Do swarm upon him) from the Western Isles Of kerns and gallowglasses is supplied; And Fortune, on his damned","['for', 'to', 'that', 'The', 'multiplying', 'villainies', 'of', 'nature', 'Do', 'swarm']","['and', 'breed', 'in', 'her', ';', 'that', 'she', 'is', 'so', 'fertile', ',', 'she', 'can', 'create', 'a', 'whole', 'army', 'of', 'evil', 'deeds']","['upon', 'him', ')', 'from', 'the', 'Western', 'Isles', 'Of', 'kerns', 'and', 'gallowglasses', 'is', 'supplied', ';', 'And', 'Fortune', ',', 'on', 'his', 'damned']",1.0,169,198
1967,gpt-3.5-turbo,Hamlet ,171,40,"piece of him. Welcome, Horatio. Welcome, good Marcellus. What, has this thing appear’d again tonight? I have seen nothing. Horatio says ’tis but our fantasy, And will not let belief","['piece', 'of', 'him', '.', 'Welcome', ',', 'Horatio', '.', 'Welcome', ',']","['Horatio', '.', 'Welcome', ',', 'good', 'Marcellus', '.']","['good', 'Marcellus', '.', 'What', ',', 'has', 'this']",0.8571428571428571,170,186
62,gpt-3.5-turbo,Julius Caesar ,175,35,"; yet, if you be out, sir, I can mend you. What mean'st thou by that? Mend me, thou saucy fellow! Why, sir, cobble you.","[';', 'yet', ',', 'if', 'you', 'be']","['not', 'immortal', ',', 'look', 'about', 'you', ':', 'security', 'gives', 'way', 'to', 'conspiracy', '.']","['out', ',', 'sir', ',', 'I', 'can', 'mend', 'you', '.', 'What', ""mean'st"", 'thou', 'by']",1.0,174,192
1354,gpt-3.5-turbo,A Midsummer Night's Dream ,182,29,"good Egeus. What’s the news with thee? Full of vexation come I, with complaint Against my child, my daughter Hermia.  Stand forth","['good', 'Egeus', '.', 'What', '’s', 'the', 'news', 'with', 'thee', '?', 'Full', 'of', 'vexation', 'come']","['I', 'am', ',', 'with', 'complaint', 'against', 'my', 'child', ',', 'my', 'daughter', 'Hermia', '.']","['I', ',', 'with', 'complaint', 'Against', 'my', 'child', ',', 'my', 'daughter', 'Hermia', '.', ' ']",0.2307692307692307,181,207
1747,gpt-3.5-turbo,Macbeth ,183,36,"from the Western Isles Of kerns and gallowglasses is supplied; And Fortune, on his damned quarrel smiling, Show’d like a rebel’s whore. But all’s too weak; For brave Macbeth","['from', 'the', 'Western', 'Isles', 'Of', 'kerns', 'and', 'gallowglasses', 'is', 'supplied', ';', 'And', 'Fortune', ',']","['on', 'his', 'damned', 'quarrel', 'smiling', ',', 'showed', 'like', 'a', 'rebel', ""'s"", 'whore', '.']","['on', 'his', 'damned', 'quarrel', 'smiling', ',', 'Show’d', 'like', 'a', 'rebel', '’s', 'whore', '.']",0.1538461538461538,182,208
