,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
572,gpt-3.5-turbo,Othello,32,26,"thine, shouldst know of this.
IAGO. 
'Sblood, but you will not hear me.
If ever I did","['thine', ',', 'shouldst', 'know', 'of', 'this', '.']","['""', 'O', ',', 'beware', ',', 'my', 'lord', ',', 'of', 'jealousy', ';', '\n', 'It', 'is', 'the', 'green', '-', ""ey'd"", 'monster']","['\n', 'IAGO', '.', '\n', ""'"", 'Sblood', ',', 'but', 'you', 'will', 'not', 'hear', 'me', '.', '\n', 'If', 'ever', 'I', 'did']",1.0,31,56
70,gpt-3.5-turbo,Julius Caesar,36,39,"
Upon a laboring day without the sign
Of your profession? Speak, what trade art thou?
FIRST COMMONER. 
Why, sir, a carpenter.
MARULLUS. 
Where is thy","['\n', 'Upon', 'a', 'laboring', 'day', 'without', 'the', 'sign', '\n', 'Of', 'your', 'profession', '?', 'Speak', ',', 'what', 'trade', 'art', 'thou']","['That', 'by', 'thy', 'wisdom', 'makest', 'a', 'prince', 'of', 'a', 'shepherd', '.']","['?', '\n', 'FIRST', 'COMMONER', '.', '\n', 'Why', ',', 'sir', ',', 'a']",1.0,35,64
1374,gpt-3.5-turbo,A Midsummer Night's Dream,37,32,"wanes! She lingers my desires,
Like to a step-dame or a dowager,
Long withering out a young man’s revenue.
HIPPOLYTA.
","['wanes', '!', 'She', 'lingers', 'my', 'desires', ',', '\n', 'Like']","['a', 'fevered', 'dream', 'that', 'never', 'tires', '.']","['to', 'a', 'step', '-', 'dame', 'or', 'a']",1.0,36,51
1316,gpt-3.5-turbo,A Midsummer Night's Dream,39,25,"She lingers my desires,
Like to a step-dame or a dowager,
Long withering out a young man’s revenue","['She', 'lingers', 'my', 'desires', ',', '\n', 'Like', 'to', 'a', 'step', '-', 'dame']","['and', 'a', 'dowager', ',', 'long', 'withering', 'out', 'a', 'young', 'man', ""'s"", 'revenue', '.']","['or', 'a', 'dowager', ',', '\n', 'Long', 'withering', 'out', 'a', 'young', 'man', '’s', 'revenue']",0.3846153846153846,38,62
630,gpt-3.5-turbo,King Henry V ,39,29,"pass'd
But that the scambling and unquiet time
Did push it out of farther question.
ELY. 
But how, my lord, shall","[""pass'd"", '\n', 'But', 'that', 'the', 'scambling', 'and']","['unquiet', 'time', '\n', 'Did', 'push', 'it', 'out', 'of', 'further', 'question', '.']","['unquiet', 'time', '\n', 'Did', 'push', 'it', 'out', 'of', 'farther', 'question', '.']",0.0909090909090909,38,55
474,gpt-3.5-turbo,Othello,44,36,"Sblood, but you will not hear me.
If ever I did dream of such a matter,
Abhor me.
RODERIGO. 
Thou told'st me thou didst hold him in","['Sblood', ',', 'but', 'you', 'will', 'not', 'hear', 'me', '.', '\n', 'If', 'ever', 'I', 'did', 'dream']","['of', 'such', 'a', 'matter', ',', 'Abhor', 'me', '.']","['of', 'such', 'a', 'matter', ',', '\n', 'Abhor', 'me']",0.25,43,65
965,gpt-3.5-turbo,King Lear,52,32,"for qualities are so
weighed that curiosity in neither can make choice of either’s moiety.
KENT.
Is not this your son, my lord?
","['for', 'qualities', 'are', 'so', '\n', 'weighed', 'that', 'curiosity', 'in', 'neither', 'can', 'make', 'choice', 'of', 'either']","['for', 'qualities', 'are', 'so', 'weighed', 'that', 'curiosity', 'in', 'neither', 'can', 'make', 'choice', 'of', 'either', '.']","['’s', 'moiety', '.', '\n', 'KENT', '.', '\n', 'Is', 'not', 'this', 'your', 'son', ',', 'my', 'lord']",1.0,51,80
1814,gpt-3.5-turbo,Hamlet,55,39,"
BARNARDO.
’Tis now struck twelve. Get thee to bed, Francisco.
FRANCISCO.
For this relief much thanks. ’Tis bitter cold,
And I am sick at heart","['\n', 'BARNARDO', '.', '\n', '’', 'Tis', 'now', 'struck', 'twelve', '.', 'Get', 'thee', 'to', 'bed', ',']","['Francisco', '.', 'For', 'this', 'relief', 'much', 'thanks', ';', ""'"", 'tis', 'bitter', 'cold', ',', '\n', 'And', 'I', 'am', 'sick', 'at', 'heart', '.']","['Francisco', '.', '\n', 'FRANCISCO', '.', '\n', 'For', 'this', 'relief', 'much', 'thanks', '.', '’', 'Tis', 'bitter', 'cold', ',', '\n', 'And', 'I', 'am']",0.5238095238095238,54,89
1293,gpt-3.5-turbo,A Midsummer Night's Dream,63,39,"revenue.
HIPPOLYTA.
Four days will quickly steep themselves in night;
Four nights will quickly dream away the time;
And then the moon, like to a silver bow
New bent","['revenue', '.', '\n', 'HIPPOLYTA', '.', '\n', 'Four', 'days', 'will', 'quickly', 'steep']","['themselves', 'in', 'night', ';', '\n', 'Four', 'nights', 'will', 'quickly', 'dream', 'away', 'the', 'time', ';', '\n', 'And', 'then', 'the', 'moon', ',', 'like', 'to', 'a', 'silver', 'bow', '\n', 'New', '-']","['themselves', 'in', 'night', ';', '\n', 'Four', 'nights', 'will', 'quickly', 'dream', 'away', 'the', 'time', ';', '\n', 'And', 'then', 'the', 'moon', ',', 'like', 'to', 'a', 'silver', 'bow', '\n', 'New', 'bent']",0.0357142857142857,62,100
1933,gpt-3.5-turbo,Hamlet,72,39,"
FRANCISCO.
For this relief much thanks. ’Tis bitter cold,
And I am sick at heart.
BARNARDO.
Have you had quiet guard?
FRANCISCO.
Not a","['\n', 'FRANCISCO', '.', '\n', 'For', 'this', 'relief', 'much', 'thanks', '.', '’', 'Tis', 'bitter', 'cold', ',', '\n']","['And', 'I', 'am', 'sick', 'at', 'heart', '.']","['And', 'I', 'am', 'sick', 'at', 'heart', '.']",0.0,71,93
1705,gpt-3.5-turbo,Macbeth,72,29,"heath.
THIRD WITCH.
There to meet with Macbeth.
FIRST WITCH.
I come, Graymalkin!
SECOND WITCH.
Paddock","['heath', '.', '\n', 'THIRD', 'WITCH', '.', '\n', 'There', 'to', 'meet']","['Macbeth', '.']","['with', 'Macbeth']",1.0,71,82
1011,gpt-3.5-turbo,Romeo and Juliet,78,36,".
But thou art not quickly moved to strike.
SAMPSON.
A dog of the house of Montague moves me.
GREGORY.
To move is to stir; and","['.', '\n', 'But', 'thou', 'art', 'not', 'quickly', 'moved', 'to', 'strike', '.', '\n', 'SAMPSON', '.', '\n']","['A', 'dog', 'of', 'the', 'house', 'of', 'Montague', 'moves', 'me', '.']","['A', 'dog', 'of', 'the', 'house', 'of', 'Montague', 'moves', 'me', '.']",0.0,77,101
1056,gpt-3.5-turbo,Romeo and Juliet,78,34,".
But thou art not quickly moved to strike.
SAMPSON.
A dog of the house of Montague moves me.
GREGORY.
To move is to stir","['.', '\n', 'But', 'thou', 'art', 'not', 'quickly', 'moved', 'to', 'strike', '.']","['But', 'love', 'is', 'a', 'smoke', 'made', 'with', 'the', 'fume', 'of', 'sighs', '.']","['\n', 'SAMPSON', '.', '\n', 'A', 'dog', 'of', 'the', 'house', 'of', 'Montague', 'moves']",0.8333333333333334,77,99
1964,gpt-3.5-turbo,Hamlet,84,26,"bitter cold,
And I am sick at heart.
BARNARDO.
Have you had quiet guard?
FRANCISCO.
Not","['bitter', 'cold', ',', '\n', 'And', 'I']","['am', 'sick', 'at', 'heart', '.']","['am', 'sick', 'at', 'heart', '.']",0.0,83,93
762,gpt-3.5-turbo,King Henry V ,86,40,"against us,
We lose the better half of our possession;
For all the temporal lands which men devout
By testament have given to the church
Would they strip from us; being valu'd thus-","['against', 'us', ',', '\n', 'We', 'lose', 'the', 'better', 'half', 'of', 'our', 'possession', ';', '\n']","['If', 'we', 'lose', 'the', 'field', 'in', 'France', ',', '\n', 'We', 'lose', 'the', 'name', 'of', 'action', '.']","['For', 'all', 'the', 'temporal', 'lands', 'which', 'men', 'devout', '\n', 'By', 'testament', 'have', 'given', 'to', 'the', 'church']",0.9375,85,114
1727,gpt-3.5-turbo,Macbeth,86,27,"FIRST WITCH.
I come, Graymalkin!
SECOND WITCH.
Paddock calls.
THIRD WITCH.
Anon.
ALL.","['FIRST', 'WITCH', '.', '\n', 'I', 'come', ',', 'Graymalkin', '!', '\n']","['SECOND', 'WITCH', '.', '\n', 'Paddock', 'calls', '.', '\n']","['SECOND', 'WITCH', '.', '\n', 'Paddock', 'calls', '.', '\n']",0.0,85,102
319,gpt-3.5-turbo,All's Well That Ends Well,92,28,"must of necessity hold his
virtue to you, whose worthiness would stir it up where it wanted,
rather than lack it where there is","['must', 'of', 'necessity', 'hold', 'his', '\n', 'virtue', 'to', 'you', ',', 'whose', 'worthiness', 'would', 'stir']","['the', 'hearts', 'of', 'gods', 'and', 'mortals', 'alike', '.']","['it', 'up', 'where', 'it', 'wanted', ',', '\n', 'rather']",1.0,91,112
1527,gpt-3.5-turbo,Antony and Cleopatra,93,24,"the fan
To cool a gipsy's lust.
Flourish. 
Look where they come!
Take but good note","['the', 'fan', '\n', 'To', 'cool', 'a']","['gypsy', ""'s"", 'lustful', 'fire', '.']","['gipsy', ""'s"", 'lust', '.', '\n']",0.8,92,102
596,gpt-3.5-turbo,Othello,95,33,"Three great ones of the city,
In personal suit to make me his lieutenant,
Off-capp'd to him; and, by the faith of man,
","['Three', 'great', 'ones', 'of', 'the', 'city', ',', '\n', 'In', 'personal', 'suit', 'to']","['make', 'me', 'his', 'lieutenant', ',', '\n', 'Off', '-', ""capp'd"", 'to', 'him', ':', 'and', ',', 'by', 'the', 'faith', 'of', 'man', ',', '\n']","['make', 'me', 'his', 'lieutenant', ',', '\n', 'Off', '-', ""capp'd"", 'to', 'him', ';', 'and', ',', 'by', 'the', 'faith', 'of', 'man', ',', '\n']",0.0476190476190476,94,126
1465,gpt-3.5-turbo,Antony and Cleopatra,95,39,"
To cool a gipsy's lust.
Flourish. 
Look where they come!
Take but good note, and you shall see in him
The triple pillar of the world transform'd
Into","['\n', 'To', 'cool', 'a', 'gipsy', ""'s"", 'lust', '.', '\n', 'Flourish', '.', '\n', 'Look', 'where', 'they']","['come', ':', '\n', 'Some', 'of', 'Caesar', ""'s"", 'greatness', 'is', '\n', 'expected', '.']","['come', '!', '\n', 'Take', 'but', 'good', 'note', ',', 'and', 'you', 'shall', 'see']",0.8333333333333334,94,120
1329,gpt-3.5-turbo,A Midsummer Night's Dream,98,25,"bow
New bent in heaven, shall behold the night
Of our solemnities.
THESEUS.
Go, Philostrate,
","['bow', '\n', 'New', 'bent', 'in', 'heaven', ',', 'shall', 'behold']","['The', 'night', 'of', 'our', 'solemnities', '.']","['the', 'night', '\n', 'Of', 'our', 'solemnities']",0.6666666666666666,97,111
564,gpt-3.5-turbo,Othello,98,40,"of the city,
In personal suit to make me his lieutenant,
Off-capp'd to him; and, by the faith of man,
I know my price, I am worth no worse","['of', 'the', 'city', ',', '\n', 'In', 'personal', 'suit', 'to', 'make', 'me', 'his', 'lieutenant', ',', '\n', 'Off']","['me', 'his', 'lieutenant', ',', '\n', 'Off', '-', ""capp'd"", 'to', 'him', ':', 'and', ',', 'by', 'the', 'faith', 'of', 'man', ',', '\n', 'I', 'know', 'my', 'price']","['-', ""capp'd"", 'to', 'him', ';', 'and', ',', 'by', 'the', 'faith', 'of', 'man', ',', '\n', 'I', 'know', 'my', 'price', ',', 'I', 'am', 'worth', 'no', 'worse']",0.5416666666666666,97,136
1239,gpt-3.5-turbo,A Midsummer Night's Dream,99,34,"
New bent in heaven, shall behold the night
Of our solemnities.
THESEUS.
Go, Philostrate,
Stir up the Athenian youth to merriments;
Awake","['\n', 'New', 'bent', 'in', 'heaven', ',']","['New', 'company', 'in', 'earth', ',', 'new', 'pomp', 'in', 'hell', '.']","['shall', 'behold', 'the', 'night', '\n', 'Of', 'our', 'solemnities', '.', '\n']",1.0,98,113
1425,gpt-3.5-turbo,Antony and Cleopatra,102,30,".
Flourish. 
Look where they come!
Take but good note, and you shall see in him
The triple pillar of the world transform'd","['.', '\n', 'Flourish', '.', '\n', 'Look', 'where', 'they', 'come']","['!', '\n', 'The', 'triple', 'pillar', 'of', 'the', 'world', 'transformed', '\n', 'Into', 'a', 'strumpet', ""'s"", 'fool', '.']","['!', '\n', 'Take', 'but', 'good', 'note', ',', 'and', 'you', 'shall', 'see', 'in', 'him', '\n', 'The', 'triple']",0.875,101,125
1573,gpt-3.5-turbo,Antony and Cleopatra,102,35,".
Flourish. 
Look where they come!
Take but good note, and you shall see in him
The triple pillar of the world transform'd
Into a strumpet's","['.', '\n', 'Flourish', '.', '\n', 'Look', 'where', 'they', 'come', '!', '\n', 'Take', 'but']","['the', 'angle', 'away', ',', '\n', 'And', 'mark', 'what', 'manner', 'of', 'men', 'they', 'are', '.']","['good', 'note', ',', 'and', 'you', 'shall', 'see', 'in', 'him', '\n', 'The', 'triple', 'pillar', 'of']",1.0,101,127
963,gpt-3.5-turbo,King Lear,104,37,"to acknowledge him that now I am braz’d to’t.
KENT.
I cannot conceive you.
GLOUCESTER.
Sir, this young fellow’s mother could; whereupon she grew
","['to', 'acknowledge', 'him', 'that', 'now', 'I', 'am']","['old', 'as', 'I', 'am', ',', 'and', 'look', 'upon', 'him', 'that', 'now', 'is', 'as', 'old', 'as', 'I', 'am', ',', 'to', 'be', 'right', 'proud', 'of', 'him', '.']","['braz’d', 'to’t', '.', '\n', 'KENT', '.', '\n', 'I', 'can', 'not', 'conceive', 'you', '.', '\n', 'GLOUCESTER', '.', '\n', 'Sir', ',', 'this', 'young', 'fellow', '’s', 'mother', 'could']",1.0,103,134
728,gpt-3.5-turbo,King Henry V ,112,40,"given to the church
Would they strip from us; being valu'd thus-
As much as would maintain, to the King's honour,
Full fifteen earls and fifteen hundred knights,
Six thousand and","['given', 'to', 'the', 'church', '\n', 'Would', 'they', 'strip', 'from']","['us', 'our', 'rich', 'heritage', 'and', 'leave', 'us', 'bare', ',', '\n', 'But', 'we', 'shall', 'stand', 'strong', ',', 'united', 'and', 'fair', '.']","['us', ';', 'being', ""valu'd"", 'thus-', '\n', 'As', 'much', 'as', 'would', 'maintain', ',', 'to', 'the', 'King', ""'s"", 'honour', ',', '\n', 'Full']",0.95,111,139
1351,gpt-3.5-turbo,A Midsummer Night's Dream,119,39,", Philostrate,
Stir up the Athenian youth to merriments;
Awake the pert and nimble spirit of mirth;
Turn melancholy forth to funerals;
The pale companion is not for our pomp.","[',', 'Philostrate', ',', '\n', 'Stir', 'up', 'the', 'Athenian', 'youth']","['to', 'merriments', ';', '\n', 'Awake', 'the', 'pert', 'and', 'nimble', 'spirit', 'of', 'mirth', ',', '\n', 'Turn', 'melancholy', 'forth', 'to', 'funerals', ';', '\n', 'The', 'pale', 'companion', 'is', 'not', 'for', 'our', 'pomp', '.']","['to', 'merriments', ';', '\n', 'Awake', 'the', 'pert', 'and', 'nimble', 'spirit', 'of', 'mirth', ';', '\n', 'Turn', 'melancholy', 'forth', 'to', 'funerals', ';', '\n', 'The', 'pale', 'companion', 'is', 'not', 'for', 'our', 'pomp', '.']",0.0333333333333333,118,156
1109,gpt-3.5-turbo,Romeo and Juliet,121,27,"therefore, if thou
art moved, thou runn’st away.
SAMPSON.
A dog of that house shall move me to stand.","['therefore', ',', 'if', 'thou', '\n', 'art', 'moved', ',', 'thou', 'runn’st', 'away', '.']","['""', 'therefore', ',', 'if', 'thou', 'art', 'moved', ',', 'thou', 'runn’st', 'away', ',', '\n', 'But', 'be']","['\n', 'SAMPSON', '.', '\n', 'A', 'dog', 'of', 'that', 'house', 'shall', 'move', 'me', 'to', 'stand', '.']",1.0,120,146
802,gpt-3.5-turbo,King Lear,124,26,"
GLOUCESTER.
Sir, this young fellow’s mother could; whereupon she grew
round-wombed, and had indeed, sir","['\n', 'GLOUCESTER', '.', '\n', 'Sir']","['I', 'am', 'too', 'old', 'to', 'learn', '.']","[',', 'this', 'young', 'fellow', '’s', 'mother', 'could']",1.0,123,134
1591,gpt-3.5-turbo,Antony and Cleopatra,132,21,"
Into a strumpet's fool. Behold and see.
CLEOPATRA. 
If it be love indeed,","['\n', 'Into', 'a', 'strumpet', ""'s"", 'fool', '.', 'Behold', 'and', 'see']","['The', 'triple', 'pillar', 'of', 'the', 'world', 'transformed']","['.', '\n', 'CLEOPATRA', '.', '\n', 'If', 'it']",1.0,131,147
1967,gpt-3.5-turbo,Hamlet,133,21,"The rivals of my watch, bid them make haste.
Enter Horatio and Marcellus.
FRANCISCO.
","['The', 'rivals', 'of', 'my', 'watch', ',']","['are', 'all', 'dead', '.']","['bid', 'them', 'make', 'haste']",1.0,132,141
1680,gpt-3.5-turbo,Macbeth,133,39,"DUNCAN.
What bloody man is that? He can report,
As seemeth by his plight, of the revolt
The newest state.
MALCOLM.
This is the sergeant
Who,","['DUNCAN', '.', '\n', 'What', 'bloody', 'man', 'is', 'that']","['which', 'quotes', 'the', 'heart', 'thus', 'goads', 'me', 'on', '?']","['?', 'He', 'can', 'report', ',', '\n', 'As', 'seemeth', 'by']",1.0,132,148
290,gpt-3.5-turbo,All's Well That Ends Well,134,40,"’s amendment?
LAFEW.
He hath abandon’d his physicians, madam; under whose practices he hath
persecuted time with hope, and finds no other advantage in the process
but only the losing of","['’s', 'amendment', '?', '\n', 'LAFEW', '.', '\n', 'He', 'hath', 'abandon’d', 'his', 'physicians', ',', 'madam', ';', 'under', 'whose', 'practices', 'he']","['perished', '.']","['hath', '\n']",1.0,133,153
258,gpt-3.5-turbo,All's Well That Ends Well,137,23,"
LAFEW.
He hath abandon’d his physicians, madam; under whose practices he hath
persecuted time with hope,","['\n', 'LAFEW', '.', '\n', 'He', 'hath']","['a', 'heart', 'as', 'sound', 'as', 'a', 'bell', ',', 'and', 'his', 'tongue', 'is', 'the', 'clapper', ';', 'for', 'what']","['abandon’d', 'his', 'physicians', ',', 'madam', ';', 'under', 'whose', 'practices', 'he', 'hath', '\n', 'persecuted', 'time', 'with', 'hope', ',']",1.0,136,158
785,gpt-3.5-turbo,King Henry V ,142,38,"earls and fifteen hundred knights,
Six thousand and two hundred good esquires;
And, to relief of lazars and weak age,
Of indigent faint souls, past corporal toil,
A","['earls', 'and', 'fifteen', 'hundred', 'knights', ',', '\n', 'Six', 'thousand', 'and', 'two', 'hundred']","['bowmen', 'and', 'foot', 'soldiers', '.']","['good', 'esquires', ';', '\n', 'And']",1.0,141,157
1330,gpt-3.5-turbo,A Midsummer Night's Dream,145,40,"to funerals;
The pale companion is not for our pomp.
Hippolyta, I woo’d thee with my sword,
And won thy love doing thee injuries;
But I will wed thee in","['to', 'funerals', ';', '\n', 'The', 'pale', 'companion', 'is', 'not', 'for', 'our', 'pomp', '.', '\n', 'Hippolyta', ',', 'I', 'woo’d', 'thee', 'with']","['my', 'sword', ',', '\n', 'And', 'won', 'thy', 'love', 'doing', 'thee', 'injuries', '.']","['my', 'sword', ',', '\n', 'And', 'won', 'thy', 'love', 'doing', 'thee', 'injuries', ';']",0.0833333333333333,144,175
107,gpt-3.5-turbo,Julius Caesar,148,34,"
A trade, sir, that, I hope, I may use with a
safe
conscience, which is indeed, sir, a mender of bad soles.
","['\n', 'A', 'trade', ',', 'sir', ',', 'that', ',', 'I', 'hope']","['may', 'usefully', 'be', 'pursued', 'by', 'all', 'who', 'live', 'in', 'a', 'free', 'country', '.']","[',', 'I', 'may', 'use', 'with', 'a', '\n', 'safe', '\n', 'conscience', ',', 'which', 'is']",1.0,147,169
1584,gpt-3.5-turbo,Antony and Cleopatra,156,25,"much.
ANTONY. 
There's beggary in the love that can be reckon'd.
CLEOPATRA. 
I'll set a","['much', '.', '\n', 'ANTONY', '.', '\n', 'There', ""'s"", 'beggary', 'in', 'the']","['wanting', 'of', 'a', 'heart', '.']","['love', 'that', 'can', 'be', ""reckon'd""]",1.0,155,170
902,gpt-3.5-turbo,King Lear,164,38,"bed. Do you smell a fault?
KENT.
I cannot wish the fault undone, the issue of it being so proper.
GLOUCESTER.
But I have a son,","['bed', '.', 'Do', 'you', 'smell', 'a', 'fault', '?', '\n', 'KENT', '.', '\n', 'I', 'can', 'not']","['tell', 'what', 'the', 'smell', 'is', ',', 'but', 'it', 'seems', 'there', 'is', 'something', 'wrong', '.']","['wish', 'the', 'fault', 'undone', ',', 'the', 'issue', 'of', 'it', 'being', 'so', 'proper', '.', '\n']",0.8571428571428571,163,191
1235,gpt-3.5-turbo,A Midsummer Night's Dream,173,26,"doing thee injuries;
But I will wed thee in another key,
With pomp, with triumph, and with revelling.","['doing', 'thee', 'injuries', ';', '\n', 'But', 'I', 'will', 'we', 'd']","['thee', 'in', 'another', 'key', ',', '\n', 'With', 'pomp', ',', 'with', 'triumph', ',', 'and', 'with', 'reveling', '.']","['thee', 'in', 'another', 'key', ',', '\n', 'With', 'pomp', ',', 'with', 'triumph', ',', 'and', 'with', 'revelling', '.']",0.0625,172,197
1635,gpt-3.5-turbo,Macbeth,176,22,"hardy soldier, fought
’Gainst my captivity.—Hail, brave friend!
Say to the King the knowledge of the","['hardy', 'soldier', ',', 'fought', '\n']","['till', 'his', 'last', 'breath', ',', 'never', 'distraught', '.']","['’', 'Gainst', 'my', 'captivity.—Hail', ',', 'brave', 'friend', '!']",0.875,175,187
