,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
654,gpt-3.5-turbo,"Great Expectations
by Charles Dickens",34,40,"Pip. So, I called myself Pip, and came to be called Pip.
I give Pirrip as my father’s family name, on the authority of his
tombstone and my sister,—Mrs. Joe Gargery","['Pip', '.', 'So', ',', 'I', 'called', 'myself', 'Pip', ',', 'and', 'came']","['to', 'be', 'called', 'Pip', '.']","['to', 'be', 'called', 'Pip', '.']",0.0,33,48
1768,gpt-3.5-turbo,"The Great Gatsby
by F. Scott Fitzgerald
                   
I
In my younger and more vulnerable years my father gave me some advice
that I’ve been turning over in my mind ever since.
“Whenever you feel like criticizing anyone,” he told me, “just
remember that all the people in this world haven’t had the advantages
that you’ve had.”
He didn’t say any more, but we’ve always been unusually communicative
in a reserved way, and I understood that he meant a great deal more
than that. In consequence, I’m inclined to reserve all judgements, a
habit that has opened up many curious natures to me and also made me
the victim of not a few veteran bores. The abnormal mind is quick to
detect and attach itself to this quality when it appears in a normal
person, and so it came about that in college I was unjustly accused of
being a politician, because I was privy to the secret griefs of wild,
unknown men. Most of the confidences were unsought—frequently I have
feigned sleep, preoccupation, or a hostile levity when I realized by
some unmistakable sign that an intimate revelation was quivering on
the horizon; for the intimate revelations of young men, or at least
the terms in which they express them, are usually plagiaristic and
marred by obvious suppressions. Reserving judgements is a matter of
infinite hope. I am still a little afraid of missing something if I
forget that, as my father snobbishly suggested, and I snobbishly
repeat, a sense of the fundamental decencies is parcelled out
unequally at birth.",34,23,"wet marshes, but after a certain point I don’t care what it’s founded
on. When I came back","['wet', 'marshes', ',', 'but', 'after']","['all', ',', 'we', 'are', 'all', 'human', 'beings', ',', 'and', 'we', 'all', 'have', 'our', 'own', 'struggles', 'and', 'challenges', '.']","['a', 'certain', 'point', 'I', 'do', 'n’t', 'care', 'what', 'it', '’s', 'founded', '\n', 'on', '.', 'When', 'I', 'came', 'back']",1.0,33,55
498,gpt-3.5-turbo,"JANE EYRE
by Charlotte Brontë",40,28,", when there was no company, dined early)
the cold winter wind had brought with it clouds so sombre, and a rain
so","[',', 'when', 'there', 'was', 'no', 'company', ',']","['I', 'used', 'to', 'spend', 'hours', 'reading', 'by', 'myself', '.']","['dined', 'early', ')', '\n', 'the', 'cold', 'winter', 'wind', 'had']",1.0,39,54
1194,gpt-3.5-turbo,"Gentlemen Prefer Blondes: The Illuminating Diary of a Professional Lady
By Anita Loos",41,20,"thoughts it would make a book. This almost made me smile as what it
would really make would","['thoughts', 'it', 'would', 'make', 'a', 'book', '.', 'This', 'almost']","['thoughts', 'it', 'would', 'make', 'a', 'book', '.', 'This', 'almost', 'sounds', 'like']","['made', 'me', 'smile', 'as', 'what', 'it', '\n', 'would', 'really', 'make', 'would']",1.0,40,59
1155,gpt-3.5-turbo,"Wuthering Heights
by Emily Brontë",47,23,"have fixed on a
situation so completely removed from the stir of society. A perfect
misanthropist’s Heaven—and","['have', 'fixed', 'on', 'a', '\n', 'situation', 'so', 'completely', 'removed', 'from']","['the', 'stir', 'of', 'society', ',', 'that', 'it', '\n', 'has', 'been', 'altogether', 'beyond', 'my']","['the', 'stir', 'of', 'society', '.', 'A', 'perfect', '\n', 'misanthropist', '’s', 'Heaven', '—', 'and']",0.6153846153846154,46,68
1609,gpt-3.5-turbo,"The Great Gatsby
by F. Scott Fitzgerald
                   
I
In my younger and more vulnerable years my father gave me some advice
that I’ve been turning over in my mind ever since.
“Whenever you feel like criticizing anyone,” he told me, “just
remember that all the people in this world haven’t had the advantages
that you’ve had.”
He didn’t say any more, but we’ve always been unusually communicative
in a reserved way, and I understood that he meant a great deal more
than that. In consequence, I’m inclined to reserve all judgements, a
habit that has opened up many curious natures to me and also made me
the victim of not a few veteran bores. The abnormal mind is quick to
detect and attach itself to this quality when it appears in a normal
person, and so it came about that in college I was unjustly accused of
being a politician, because I was privy to the secret griefs of wild,
unknown men. Most of the confidences were unsought—frequently I have
feigned sleep, preoccupation, or a hostile levity when I realized by
some unmistakable sign that an intimate revelation was quivering on
the horizon; for the intimate revelations of young men, or at least
the terms in which they express them, are usually plagiaristic and
marred by obvious suppressions. Reserving judgements is a matter of
infinite hope. I am still a little afraid of missing something if I
forget that, as my father snobbishly suggested, and I snobbishly
repeat, a sense of the fundamental decencies is parcelled out
unequally at birth.",49,33,"founded
on. When I came back from the East last autumn I felt that I wanted
the world to be in uniform and at a sort of moral attention forever","['founded', '\n', 'on', '.', 'When', 'I', 'came', 'back', 'from']","['founded', 'on', '.', 'When', 'I', 'came', 'back', 'from', 'New', 'York', ',', 'I', 'was', 'disgusted', 'by', 'the', 'hollowness', 'and', 'superficiality', 'of', 'the', 'people', 'I', 'encountered']","['the', 'East', 'last', 'autumn', 'I', 'felt', 'that', 'I', 'wanted', '\n', 'the', 'world', 'to', 'be', 'in', 'uniform', 'and', 'at', 'a', 'sort', 'of', 'moral', 'attention', 'forever']",0.9583333333333334,48,80
290,gpt-3.5-turbo,"A Room With A View
By E. M. Forster",55,35,"and a long way apart. Oh, Lucy!”
“And a Cockney, besides!” said Lucy, who had been further saddened by
the Signora’s unexpected accent","['and', 'a', 'long', 'way', 'apart', '.', 'Oh', ',', 'Lucy', '!', '”', '\n', '“', 'And', 'a']","['long', 'way', 'apart', '.', 'Oh', ',', 'Lucy', '!', 'How', 'can', 'we', 'ever', 'hope', 'to', 'understand', 'one', 'another', ',', 'when', 'we']","['Cockney', ',', 'besides', '!', '”', 'said', 'Lucy', ',', 'who', 'had', 'been', 'further', 'saddened', 'by', '\n', 'the', 'Signora', '’s', 'unexpected', 'accent']",0.95,54,88
1764,gpt-3.5-turbo,"The Great Gatsby
by F. Scott Fitzgerald
                   
I
In my younger and more vulnerable years my father gave me some advice
that I’ve been turning over in my mind ever since.
“Whenever you feel like criticizing anyone,” he told me, “just
remember that all the people in this world haven’t had the advantages
that you’ve had.”
He didn’t say any more, but we’ve always been unusually communicative
in a reserved way, and I understood that he meant a great deal more
than that. In consequence, I’m inclined to reserve all judgements, a
habit that has opened up many curious natures to me and also made me
the victim of not a few veteran bores. The abnormal mind is quick to
detect and attach itself to this quality when it appears in a normal
person, and so it came about that in college I was unjustly accused of
being a politician, because I was privy to the secret griefs of wild,
unknown men. Most of the confidences were unsought—frequently I have
feigned sleep, preoccupation, or a hostile levity when I realized by
some unmistakable sign that an intimate revelation was quivering on
the horizon; for the intimate revelations of young men, or at least
the terms in which they express them, are usually plagiaristic and
marred by obvious suppressions. Reserving judgements is a matter of
infinite hope. I am still a little afraid of missing something if I
forget that, as my father snobbishly suggested, and I snobbishly
repeat, a sense of the fundamental decencies is parcelled out
unequally at birth.",62,27,"I felt that I wanted
the world to be in uniform and at a sort of moral attention forever; I
wanted no more riotous","['I', 'felt', 'that', 'I', 'wanted', '\n', 'the']","['I', 'felt', 'that', 'I', 'wanted', 'the', 'world', 'to', 'be', 'in', 'uniform', 'and', 'at', 'a', 'sort', 'of', 'moral', 'attention', 'forever', ';']","['world', 'to', 'be', 'in', 'uniform', 'and', 'at', 'a', 'sort', 'of', 'moral', 'attention', 'forever', ';', 'I', '\n', 'wanted', 'no', 'more', 'riotous']",0.6,61,87
663,gpt-3.5-turbo,"Great Expectations
by Charles Dickens",62,38,"the authority of his
tombstone and my sister,—Mrs. Joe Gargery, who married the blacksmith.
As I never saw my father or my mother, and never saw any likeness of
either of","['the', 'authority', 'of', 'his', '\n', 'tombstone', 'and', 'my', 'sister,—Mrs']","['Joe', 'Gargery', ',', 'who', 'married', 'the', 'blacksmith', '.']","['.', 'Joe', 'Gargery', ',', 'who', 'married', 'the', 'blacksmith']",0.25,61,77
1632,gpt-3.5-turbo,"The Great Gatsby
by F. Scott Fitzgerald
                   
I
In my younger and more vulnerable years my father gave me some advice
that I’ve been turning over in my mind ever since.
“Whenever you feel like criticizing anyone,” he told me, “just
remember that all the people in this world haven’t had the advantages
that you’ve had.”
He didn’t say any more, but we’ve always been unusually communicative
in a reserved way, and I understood that he meant a great deal more
than that. In consequence, I’m inclined to reserve all judgements, a
habit that has opened up many curious natures to me and also made me
the victim of not a few veteran bores. The abnormal mind is quick to
detect and attach itself to this quality when it appears in a normal
person, and so it came about that in college I was unjustly accused of
being a politician, because I was privy to the secret griefs of wild,
unknown men. Most of the confidences were unsought—frequently I have
feigned sleep, preoccupation, or a hostile levity when I realized by
some unmistakable sign that an intimate revelation was quivering on
the horizon; for the intimate revelations of young men, or at least
the terms in which they express them, are usually plagiaristic and
marred by obvious suppressions. Reserving judgements is a matter of
infinite hope. I am still a little afraid of missing something if I
forget that, as my father snobbishly suggested, and I snobbishly
repeat, a sense of the fundamental decencies is parcelled out
unequally at birth.",65,21,"I wanted
the world to be in uniform and at a sort of moral attention forever; I
wanted","['I', 'wanted', '\n', 'the', 'world']","['I', 'wanted', 'the', 'world', 'to', 'be', 'in', 'uniform', 'and', 'at', 'a', 'sort', 'of', 'moral', 'attention', 'forever']","['to', 'be', 'in', 'uniform', 'and', 'at', 'a', 'sort', 'of', 'moral', 'attention', 'forever', ';', 'I', '\n', 'wanted']",0.5,64,84
416,gpt-3.5-turbo,"JANE EYRE
by Charlotte Brontë",67,39,"so penetrating, that further outdoor exercise was now out of the
question.
I was glad of it: I never liked long walks, especially on chilly
afternoons: dreadful to me was the","['so', 'penetrating', ',', 'that', 'further', 'outdoor', 'exercise']","['was', 'now', 'out', 'of', 'the', 'question', '.']","['was', 'now', 'out', 'of', 'the', '\n', 'question']",0.2857142857142857,66,79
1617,gpt-3.5-turbo,"The Great Gatsby
by F. Scott Fitzgerald
                   
I
In my younger and more vulnerable years my father gave me some advice
that I’ve been turning over in my mind ever since.
“Whenever you feel like criticizing anyone,” he told me, “just
remember that all the people in this world haven’t had the advantages
that you’ve had.”
He didn’t say any more, but we’ve always been unusually communicative
in a reserved way, and I understood that he meant a great deal more
than that. In consequence, I’m inclined to reserve all judgements, a
habit that has opened up many curious natures to me and also made me
the victim of not a few veteran bores. The abnormal mind is quick to
detect and attach itself to this quality when it appears in a normal
person, and so it came about that in college I was unjustly accused of
being a politician, because I was privy to the secret griefs of wild,
unknown men. Most of the confidences were unsought—frequently I have
feigned sleep, preoccupation, or a hostile levity when I realized by
some unmistakable sign that an intimate revelation was quivering on
the horizon; for the intimate revelations of young men, or at least
the terms in which they express them, are usually plagiaristic and
marred by obvious suppressions. Reserving judgements is a matter of
infinite hope. I am still a little afraid of missing something if I
forget that, as my father snobbishly suggested, and I snobbishly
repeat, a sense of the fundamental decencies is parcelled out
unequally at birth.",68,26,"the world to be in uniform and at a sort of moral attention forever; I
wanted no more riotous excursions with privileged glimpses into","['the', 'world', 'to', 'be', 'in', 'uniform', 'and', 'at', 'a']","['the', 'world', 'to', 'be', 'in', 'uniform', 'and', 'at', 'a', 'sort', 'of', 'moral', 'attention', 'forever', '.']","['sort', 'of', 'moral', 'attention', 'forever', ';', 'I', '\n', 'wanted', 'no', 'more', 'riotous', 'excursions', 'with', 'privileged']",1.0,67,90
797,gpt-3.5-turbo,"A TALE OF TWO CITIES
By Charles Dickens",70,38,"spring of hope, it was the winter of
despair, we had everything before us, we had nothing before us, we were
all going direct to Heaven, we were all going direct","['spring', 'of', 'hope', ',', 'it', 'was', 'the', 'winter', 'of', '\n', 'despair', ',', 'we', 'had', 'everything']","['before', 'us', ',', 'we', 'had', 'nothing', 'before', 'us', '.']","['before', 'us', ',', 'we', 'had', 'nothing', 'before', 'us', ',']",0.1111111111111111,69,92
1557,gpt-3.5-turbo,"ANNA KARENINA 
by Leo Tolstoy ",71,36,"not go on living in the same house with
him. This position of affairs had now lasted three days, and not only
the husband and wife themselves, but all the members","['not', 'go', 'on', 'living', 'in']","['a', 'false', 'position', ',', 'that', 'is', ',', 'in', 'the', 'absence', 'of', 'love', '.']","['the', 'same', 'house', 'with', '\n', 'him', '.', 'This', 'position', 'of', 'affairs', 'had', 'now']",1.0,70,87
1861,gpt-3.5-turbo,"Madame Bovary
By Gustave Flaubert",74,40,"down. Then, turning to the
class-master, he said to him in a low voice--
“Monsieur Roger, here is a pupil whom I recommend to your care; he’ll be
","['down', '.', 'Then', ',', 'turning', 'to', 'the', '\n', 'class', '-', 'master', ',']","['she', 'said', ',', '""', 'I', 'have', '\n', 'been', 'a', 'fool', '!', '""']","['he', 'said', 'to', 'him', 'in', 'a', 'low', 'voice--', '\n', '“', 'Monsieur', 'Roger']",0.9166666666666666,73,96
963,gpt-3.5-turbo,"A TALE OF TWO CITIES
By Charles Dickens",79,28,"
despair, we had everything before us, we had nothing before us, we were
all going direct to Heaven, we were all going","['\n', 'despair', ',', 'we', 'had', 'everything', 'before', 'us', ',', 'we']","['had', 'nothing', 'before', 'us', '.']","['had', 'nothing', 'before', 'us', ',']",0.2,78,92
846,gpt-3.5-turbo,"A TALE OF TWO CITIES
By Charles Dickens",82,21,"we had everything before us, we had nothing before us, we were
all going direct to Heaven,","['we', 'had', 'everything', 'before', 'us', ',', 'we', 'had', 'nothing', 'before']","['us', '.', 'We', 'were', 'all', 'going', 'direct', 'to', 'Heaven', ',', 'we']","['us', ',', 'we', 'were', '\n', 'all', 'going', 'direct', 'to', 'Heaven', ',']",0.3636363636363636,81,101
1590,gpt-3.5-turbo,"The Great Gatsby
by F. Scott Fitzgerald
                   
I
In my younger and more vulnerable years my father gave me some advice
that I’ve been turning over in my mind ever since.
“Whenever you feel like criticizing anyone,” he told me, “just
remember that all the people in this world haven’t had the advantages
that you’ve had.”
He didn’t say any more, but we’ve always been unusually communicative
in a reserved way, and I understood that he meant a great deal more
than that. In consequence, I’m inclined to reserve all judgements, a
habit that has opened up many curious natures to me and also made me
the victim of not a few veteran bores. The abnormal mind is quick to
detect and attach itself to this quality when it appears in a normal
person, and so it came about that in college I was unjustly accused of
being a politician, because I was privy to the secret griefs of wild,
unknown men. Most of the confidences were unsought—frequently I have
feigned sleep, preoccupation, or a hostile levity when I realized by
some unmistakable sign that an intimate revelation was quivering on
the horizon; for the intimate revelations of young men, or at least
the terms in which they express them, are usually plagiaristic and
marred by obvious suppressions. Reserving judgements is a matter of
infinite hope. I am still a little afraid of missing something if I
forget that, as my father snobbishly suggested, and I snobbishly
repeat, a sense of the fundamental decencies is parcelled out
unequally at birth.",82,39,"; I
wanted no more riotous excursions with privileged glimpses into the
human heart. Only Gatsby, the man who gives his name to this book, was
exempt from my reaction—Gatsby,","[';', 'I', '\n', 'wanted', 'no', 'more']","[';', 'I', 'wanted', 'no', 'more', 'riotous', 'excursions', 'with', 'privileged', 'glimpses', 'into', 'the', 'human', 'heart', '.']","['riotous', 'excursions', 'with', 'privileged', 'glimpses', 'into', 'the', '\n', 'human', 'heart', '.', 'Only', 'Gatsby', ',', 'the']",0.6666666666666666,81,101
1306,gpt-3.5-turbo,"Gentlemen Prefer Blondes: The Illuminating Diary of a Professional Lady
By Anita Loos",84,38,"it is my favorite
recreation and sometimes I sit for hours and do not seem to do anything
else but think. So this gentleman said a girl with brains ought to do
something else","['it', 'is', 'my', 'favorite', '\n', 'recreation', 'and', 'sometimes', 'I', 'sit', 'for', 'hours', 'and', 'do', 'not']","['know', 'what', 'to', 'do', 'with', 'myself', '.']","['seem', 'to', 'do', 'anything', '\n', 'else', 'but']",0.8571428571428571,83,104
1388,gpt-3.5-turbo,"ANNA KARENINA 
by Leo Tolstoy ",85,35,"of affairs had now lasted three days, and not only
the husband and wife themselves, but all the members of their family
and household, were painfully conscious of it.","['of', 'affairs', 'had', 'now', 'lasted', 'three', 'days', ',', 'and', 'not', 'only', '\n', 'the', 'husband', 'and', 'wife', 'themselves']","['were', 'aware', 'of', 'it', ',', 'but', 'even', 'all', 'the', 'acquaintances', 'and', 'servants', 'of', 'the', 'household', 'were', 'aware', 'of']","[',', 'but', 'all', 'the', 'members', 'of', 'their', 'family', '\n', 'and', 'household', ',', 'were', 'painfully', 'conscious', 'of', 'it', '.']",0.8888888888888888,84,118
79,gpt-3.5-turbo,"Pride and Prejudice
Jane Austen",86,28,"“My dear Mr. Bennet,” said his lady to him one day, “have you heard that
Netherfield Park is let at last?","['“', 'My', 'dear', 'Mr.', 'Bennet', ',', '”', 'said', 'his', 'lady']","[',', '""', 'have', 'you', 'heard', 'that', 'Netherfield', 'Park', 'is', 'let', 'at', 'last', '?', '""']","['to', 'him', 'one', 'day', ',', '“', 'have', 'you', 'heard', 'that', '\n', 'Netherfield', 'Park', 'is']",0.7857142857142857,85,108
1955,gpt-3.5-turbo,"Madame Bovary
By Gustave Flaubert",95,26,"“Monsieur Roger, here is a pupil whom I recommend to your care; he’ll be
in the second. If his work","['“', 'Monsieur', 'Roger', ',', 'here']","['is', 'the', 'secret', 'of', 'happiness', ':', 'find', 'something', 'you', 'love', 'and', 'do', 'it', 'every', 'day', '.', '”']","['is', 'a', 'pupil', 'whom', 'I', 'recommend', 'to', 'your', 'care', ';', 'he', '’ll', 'be', '\n', 'in', 'the', 'second']",0.9411764705882352,94,115
1888,gpt-3.5-turbo,"Madame Bovary
By Gustave Flaubert",97,35,"Roger, here is a pupil whom I recommend to your care; he’ll be
in the second. If his work and conduct are satisfactory, he will go into
one","['Roger', ',', 'here', 'is', 'a', 'pupil', 'whom', 'I', 'recommend', 'to', 'your', 'care', ';', 'he', '’ll', 'be']","['Roger', ',', 'here', 'is', 'a', 'pupil', 'whom', 'I', 'recommend', 'to', 'your', 'care', ';', 'he', ""'ll"", 'be', 'the', 'pride', 'of']","['\n', 'in', 'the', 'second', '.', 'If', 'his', 'work', 'and', 'conduct', 'are', 'satisfactory', ',', 'he', 'will', 'go', 'into', '\n', 'one']",0.9473684210526316,96,130
584,gpt-3.5-turbo,"JANE EYRE
by Charlotte Brontë",97,36,"chilly
afternoons: dreadful to me was the coming home in the raw twilight,
with nipped fingers and toes, and a heart saddened by the chidings of
Bessie, the nurse","['chilly', '\n', 'afternoons', ':', 'dreadful', 'to', 'me']","['""', 'chilly', 'afternoons', ':', 'dreadful', 'to', 'me', ',', 'as', 'a', 'sudden', 'gust', 'of', 'wind', 'extinguishing', 'the', 'warmth', 'within', 'my', 'soul', '.', '""']","['was', 'the', 'coming', 'home', 'in', 'the', 'raw', 'twilight', ',', '\n', 'with', 'nipped', 'fingers', 'and', 'toes', ',', 'and', 'a', 'heart', 'saddened', 'by', 'the']",1.0,96,124
859,gpt-3.5-turbo,"A TALE OF TWO CITIES
By Charles Dickens",99,30,"direct to Heaven, we were all going direct the other way--in
short, the period was so far like the present period, that some of","['direct', 'to', 'Heaven', ',', 'we', 'were', 'all', 'going']","['direct', 'to', 'Heaven', ',', 'we', 'were', 'all', 'going', ',', 'had', 'we', 'been', 'worthy', 'of', 'it', '.']","['direct', 'the', 'other', 'way', '--', 'in', '\n', 'short', ',', 'the', 'period', 'was', 'so', 'far', 'like', 'the']",0.875,98,121
1210,gpt-3.5-turbo,"Gentlemen Prefer Blondes: The Illuminating Diary of a Professional Lady
By Anita Loos",106,28,"think. So this gentleman said a girl with brains ought to do
something else with them besides think. And he said he ought to know","['think', '.', 'So', 'this', 'gentleman', 'said', 'a', 'girl', 'with', 'brains', 'ought']","['to', 'be', 'ashamed', 'because', 'she', 'has', 'more', 'brains', 'than', 'he', 'has', '.']","['to', 'do', '\n', 'something', 'else', 'with', 'them', 'besides', 'think', '.', 'And', 'he']",0.9166666666666666,105,127
1889,gpt-3.5-turbo,"Madame Bovary
By Gustave Flaubert",114,39,"in the second. If his work and conduct are satisfactory, he will go into
one of the upper classes, as becomes his age.”
The “new fellow,” standing in the","['in', 'the', 'second', '.', 'If', 'his', 'work', 'and', 'conduct', 'are']","['not', 'in', 'harmony', ',', 'the', 'result', 'is', 'a', 'failure', '.']","['satisfactory', ',', 'he', 'will', 'go', 'into', '\n', 'one', 'of', 'the']",1.0,113,132
1939,gpt-3.5-turbo,"Madame Bovary
By Gustave Flaubert",116,30,"second. If his work and conduct are satisfactory, he will go into
one of the upper classes, as becomes his age.”
The “","['second', '.', 'If', 'his', 'work', 'and', 'conduct', 'are', 'satisfactory', ',', 'he', 'will', 'go', 'into']","['the', 'world', 'with', 'a', 'fortune', ';', 'if', 'not', ',', 'he', 'will', 'remain', 'in', 'the', 'obscurity', 'in']","['\n', 'one', 'of', 'the', 'upper', 'classes', ',', 'as', 'becomes', 'his', 'age', '.', '”', '\n', 'The', '“']",1.0,115,144
