,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
780,gpt-3.5-turbo,Game of Thrones Prologue Excerpt ,24,35,are dead.” “Do the dead frighten you?” Ser Waymar Royce asked with just the hint of a smile.  Gared did not rise to the bait. He was,"['are', 'dead', '.', '”', '“', 'Do', 'the', 'dead', 'frighten', 'you']","['?', '”', '“', 'No', ',', '”', 'Jon', 'Snow', 'answered', 'quietly', '.', '“', 'The', 'living', 'frighten', 'me', 'more', '.', '”']","['?', '”', 'Ser', 'Waymar', 'Royce', 'asked', 'with', 'just', 'the', 'hint', 'of', 'a', 'smile', '.', ' ', 'Gared', 'did', 'not', 'rise']",0.8947368421052632,23,51
1182,gpt-3.5-turbo,The Codex by Douglas Preston ,25,21,"Broadbent compound. Philip, irritated, was knocking the dottle out of his pipe on one of the gateposts while","['Broadbent', 'compound', '.', 'Philip', ',', 'irritated', ',', 'was']","['about', 'to', 'give', 'up', 'and', 'go', 'home', 'when', 'he', 'noticed', 'a', 'small', ',']","['knocking', 'the', 'dottle', 'out', 'of', 'his', 'pipe', 'on', 'one', 'of', 'the', 'gateposts', 'while']",1.0,24,44
1056,gpt-3.5-turbo,The Codex by Douglas Preston ,27,36,". Philip, irritated, was knocking the dottle out of his pipe on one of the gateposts while Vernon gave the buzzer a couple of vigorous presses. The house stood beyond them, silent","['.', 'Philip', ',', 'irritated', ',', 'was', 'knocking', 'the', 'dottle', 'out', 'of', 'his', 'pipe', 'on', 'one', 'of', 'the', 'gateposts']","['when', 'he', 'heard', 'a', 'voice', 'behind', 'him', 'say', ',', '""', 'The', 'true', 'measure', 'of', 'a', 'man', 'is', 'how']","['while', 'Vernon', 'gave', 'the', 'buzzer', 'a', 'couple', 'of', 'vigorous', 'presses', '.', 'The', 'house', 'stood', 'beyond', 'them', ',', 'silent']",1.0,26,61
159,gpt-3.5-turbo,The Island by Elin Hilderbrand ,28,38,"been built well, with high-quality lumber and square-headed steel nails. This was back in 1935, during the Depression. The carpenters had been eager for work; they were careful when","['been', 'built', 'well', ',', 'with', 'high', '-', 'quality']","['materials', 'and', 'attention', 'to', 'detail', '.']","['lumber', 'and', 'square', '-', 'headed', 'steel']",0.8333333333333334,27,40
1740,gpt-3.5-turbo,The Bedwetter ,30,20,That is typically followed by the parent stressing that such words are bad and shouldn’t be repeated outside the,"['That', 'is', 'typically', 'followed', 'by', 'the', 'parent', 'stressing', 'that', 'such']","['behavior', 'is', 'unacceptable', 'and', 'will', 'not', 'be', 'tolerated', '.']","['words', 'are', 'bad', 'and', 'should', 'n’t', 'be', 'repeated', 'outside']",0.7777777777777778,29,47
1677,gpt-3.5-turbo,The Bedwetter ,31,37,"is typically followed by the parent stressing that such words are bad and shouldn’t be repeated outside the home. When I was three years old, I learned to swear from my father, but","['is', 'typically', 'followed', 'by', 'the', 'parent', 'stressing', 'that', 'such', 'words', 'are', 'bad', 'and', 'should', 'n’t']","['be', 'used', '.', 'But', 'I', 'disagree', '.', 'I', 'think', 'there', 'are', 'no', 'bad', 'words', '.', 'Only', 'words', 'that', 'get', 'used', 'in', 'bad']","['be', 'repeated', 'outside', 'the', 'home', '.', 'When', 'I', 'was', 'three', 'years', 'old', ',', 'I', 'learned', 'to', 'swear', 'from', 'my', 'father', ',', 'but']",0.9090909090909092,30,66
1019,gpt-3.5-turbo,The Codex by Douglas Preston ,31,31,", was knocking the dottle out of his pipe on one of the gateposts while Vernon gave the buzzer a couple of vigorous presses. The house stood beyond them,","[',', 'was', 'knocking', 'the', 'dottle', 'out', 'of', 'his', 'pipe', 'on', 'one']","['of', 'the', 'stones', 'of', 'the', 'ancient', 'circle', '.']","['of', 'the', 'gateposts', 'while', 'Vernon', 'gave', 'the', 'buzzer']",0.75,30,48
282,gpt-3.5-turbo,The Corrections by Jonathan Franzen ,34,39,", a cooling star. Gust after gust of disorder. Trees restless, temperatures falling, the whole northern religion of things coming to an end. No children in the yards here. Shadows lengthened on yellowing","[',', 'a', 'cooling', 'star', '.', 'Gust', 'after', 'gust', 'of', 'disorder', '.', 'Trees', 'restless', ',', 'temperatures']","['dropping', ',', 'the', 'whole', 'northern', 'religion', 'of', 'things', 'coming', 'to', 'an', 'end', ',', 'always', 'a', 'little', 'sooner', 'than', 'you', 'expect', '.']","['falling', ',', 'the', 'whole', 'northern', 'religion', 'of', 'things', 'coming', 'to', 'an', 'end', '.', 'No', 'children', 'in', 'the', 'yards', 'here', '.', 'Shadows']",0.4761904761904761,33,68
60,gpt-3.5-turbo,The Island by Elin Hilderbrand ,37,23,"and square-headed steel nails. This was back in 1935, during the Depression. The carpenters had been eager for","['and', 'square', '-', 'headed', 'steel', 'nails', '.', 'This', 'was', 'back']","['in', 'the', 'days', 'when', 'men', 'built', 'houses', 'with', 'their', 'hands', 'and', 'their', 'hearts']","['in', '1935', ',', 'during', 'the', 'Depression', '.', 'The', 'carpenters', 'had', 'been', 'eager', 'for']",0.9230769230769232,36,58
1837,gpt-3.5-turbo,The Firm ,37,21,"good looks. And he was hungry; with his background, he had to be. He was married,","['good', 'looks', '.', 'And', 'he']","['had', 'a', 'way', 'with', 'words', 'that', 'could', 'charm', 'anyone', '.', '""']","['was', 'hungry', ';', 'with', 'his', 'background', ',', 'he', 'had', 'to', 'be']",0.9090909090909092,36,51
1600,gpt-3.5-turbo,The Bedwetter ,40,33,"words are bad and shouldn’t be repeated outside the home. When I was three years old, I learned to swear from my father, but he taught me with every","['words', 'are', 'bad', 'and', 'should', 'n’t', 'be']","['censored', 'or', 'silenced', ',', 'but', 'rather', 'understood', 'and', 'used', 'responsibly', '.']","['repeated', 'outside', 'the', 'home', '.', 'When', 'I', 'was', 'three', 'years', 'old']",1.0,39,56
1242,gpt-3.5-turbo,Sandman Slim ,43,39,"is that I'm back in the world and I'm on fire. My mind hasn't quite kicked in yet, but my body knows enough to roll off the burning trash and to keep rolling until","['is', 'that', 'I', ""'m"", 'back', 'in', 'the', 'world', 'and', 'I', ""'m"", 'on', 'fire', '.', 'My', 'mind']","['is', 'a', 'weapon', ',', 'my', 'heart', 'is', 'a', 'furnace', ',', 'and', 'my', 'soul', 'is', 'ablaze', 'with', 'determination', '.', 'I', 'will', 'not', 'be', 'silenced']","['has', ""n't"", 'quite', 'kicked', 'in', 'yet', ',', 'but', 'my', 'body', 'knows', 'enough', 'to', 'roll', 'off', 'the', 'burning', 'trash', 'and', 'to', 'keep', 'rolling', 'until']",1.0,42,80
1550,gpt-3.5-turbo,The Cabin at the End of the World ,44,20,"studies the front yard, watching for the twitchy, mechanical motion and frantic jumps of grasshoppers. The glass","['studies', 'the', 'front', 'yard', ',']","['her', 'heart', 'pounding', 'in', 'her', 'chest', '.']","['watching', 'for', 'the', 'twitchy', ',', 'mechanical', 'motion']",1.0,43,54
15,gpt-3.5-turbo,The Island by Elin Hilderbrand ,44,27,"This was back in 1935, during the Depression. The carpenters had been eager for work; they were careful when aligning the shingles, they","['This', 'was', 'back', 'in', '1935', ',', 'during', 'the', 'Depression']","['This', 'was', 'back', 'in', '1935', ',', 'during', 'the', 'Depression', ',', 'when', 'hope', 'seemed', 'scarce', 'but', 'resilience', 'prevailed', '.']","['.', 'The', 'carpenters', 'had', 'been', 'eager', 'for', 'work', ';', 'they', 'were', 'careful', 'when', 'aligning', 'the', 'shingles', ',', 'they']",1.0,43,69
901,gpt-3.5-turbo,Ararat,46,35,"worsened. His clients shouted at him in German, a language he did not speak. One of the men panicked and began to scream at the others as if the devil himself were","['worsened', '.', 'His', 'clients', 'shouted', 'at', 'him', 'in', 'German', ',', 'a', 'language']","['he', 'did', 'not', 'understand', ',', 'and', 'he', 'shouted', 'back', 'at', 'them', 'in', 'English', ',', 'a', 'language', 'they', 'did', 'not', 'understand', '.', 'The', 'situation']","['he', 'did', 'not', 'speak', '.', 'One', 'of', 'the', 'men', 'panicked', 'and', 'began', 'to', 'scream', 'at', 'the', 'others', 'as', 'if', 'the', 'devil', 'himself', 'were']",0.8695652173913043,45,79
803,gpt-3.5-turbo,Ararat,48,36,"His clients shouted at him in German, a language he did not speak. One of the men panicked and began to scream at the others as if the devil himself were burrowing up through","['His', 'clients', 'shouted', 'at', 'him', 'in', 'German', ',', 'a', 'language', 'he', 'did', 'not', 'speak', '.', 'One', 'of', 'the']","['clients', 'shouted', ',', '""', 'You', 'can', 'not', 'shake', 'hands', 'with', 'a', 'clenched', 'fist', '.', '""']","['men', 'panicked', 'and', 'began', 'to', 'scream', 'at', 'the', 'others', 'as', 'if', 'the', 'devil', 'himself', 'were']",1.0,47,79
1097,gpt-3.5-turbo,The Codex by Douglas Preston ,51,29,"couple of vigorous presses. The house stood beyond them, silent and dark, rising from the top of the hill like some pasha’s palace, its","['couple', 'of', 'vigorous', 'presses', '.', 'The', 'house', 'stood', 'beyond']","['the', 'reach', 'of', 'time', ',', 'a', 'testament', 'to', 'the', 'enduring', 'power', 'of', 'human', 'ingenuity', 'and', 'craftsmanship', '.', '""']","['them', ',', 'silent', 'and', 'dark', ',', 'rising', 'from', 'the', 'top', 'of', 'the', 'hill', 'like', 'some', 'pasha', '’s', 'palace']",0.9444444444444444,50,76
255,gpt-3.5-turbo,The Corrections by Jonathan Franzen ,54,31,religion of things coming to an end. No children in the yards here. Shadows lengthened on yellowing zoysia. Red oaks and pin oaks and swamp white oaks rained,"['religion', 'of', 'things', 'coming', 'to', 'an']","['end', '.']","['end', '.']",0.0,53,60
1164,gpt-3.5-turbo,The Codex by Douglas Preston ,60,39,"them, silent and dark, rising from the top of the hill like some pasha’s palace, its clerestories, chimneys, and towers gilded in the rich afternoon light of Santa Fe, New Mexico.","['them', ',', 'silent', 'and', 'dark', ',', 'rising', 'from', 'the']","['depths', 'of', 'the', 'unknown', ',', 'reminding', 'us', 'of', 'the', 'vast', 'mysteries', 'that', 'lie', 'beneath', 'the', 'surface', 'of', 'our', 'everyday', 'lives', '.']","['top', 'of', 'the', 'hill', 'like', 'some', 'pasha', '’s', 'palace', ',', 'its', 'clerestories', ',', 'chimneys', ',', 'and', 'towers', 'gilded', 'in', 'the', 'rich']",0.9047619047619048,59,88
525,gpt-3.5-turbo,My Sister's Keeper Jodi Picoult ,60,36,"penis and vagina in the classroom dictionary when the teacher had her back turned, but I paid attention to different details. Like why some mothers only had one child, while other families seemed","['penis', 'and', 'vagina', 'in', 'the', 'classroom', 'dictionary', 'when', 'the', 'teacher', 'had', 'her', 'back', 'turned', ',', 'but', 'I']","['knew', 'that', 'knowledge', 'was', 'power', ',', 'and', 'that', 'understanding', 'our', 'bodies', 'and', 'their', 'functions', 'was', 'essential', 'for', 'our', 'growth']","['paid', 'attention', 'to', 'different', 'details', '.', 'Like', 'why', 'some', 'mothers', 'only', 'had', 'one', 'child', ',', 'while', 'other', 'families', 'seemed']",1.0,59,94
1463,gpt-3.5-turbo,The Cabin at the End of the World ,64,35,jar cradled against her chest smells faintly of grape jelly and is sticky on the inside. She unscrews the aerated lid.  Wen promised Daddy Andrew she would release the grasshoppers before they,"['jar', 'cradled', 'against', 'her', 'chest', 'smells', 'faintly', 'of']","['pine', 'and', 'damp', 'earth', ',', 'a', 'reminder', 'of', 'the', 'wilderness', 'that', 'surrounds', 'us', '.']","['grape', 'jelly', 'and', 'is', 'sticky', 'on', 'the', 'inside', '.', 'She', 'unscrews', 'the', 'aerated', 'lid']",1.0,63,84
1611,gpt-3.5-turbo,The Bedwetter ,66,34,", but he taught me with every intention to do so. It was like he was teaching a “cursing as a second language” course for one.  “Bitch!","[',', 'but', 'he', 'taught', 'me', 'with', 'every', 'intention', 'to']","['make', 'me', 'laugh', '.']","['do', 'so', '.', 'It']",1.0,65,77
1946,gpt-3.5-turbo,The Firm ,68,22,"unmarried lawyer, and it frowned heavily on divorce, as well as womanizing and drinking. Drug testing was in the","['unmarried', 'lawyer', ',', 'and', 'it', 'frowned', 'heavily']","['upon', 'divorce', '.']","['on', 'divorce', ',']",0.6666666666666666,67,76
178,gpt-3.5-turbo,The Island by Elin Hilderbrand ,68,29,"shingles, they sanded, swept, then sanded again with high-grit paper. The banister was as smooth as a satin dress. The carpenters—","['shingles', ',', 'they', 'sanded', ',', 'swept', ',', 'then', 'sanded', 'again', 'with', 'high', '-', 'grit']","['paper', '.']","['paper', '.']",0.0,67,82
1857,gpt-3.5-turbo,The Firm ,74,39,"heavily on divorce, as well as womanizing and drinking. Drug testing was in the contract. He had a degree in accounting, passed the CPA exam the first time he took it and wanted to be","['heavily', 'on', 'divorce', ',', 'as', 'well', 'as', 'womanizing', 'and', 'drinking', '.', 'Drug', 'testing', 'was']","['not', 'yet', 'a', 'common', 'practice', ',', 'but', 'it', 'was', 'becoming', 'more', 'prevalent', '.']","['in', 'the', 'contract', '.', 'He', 'had', 'a', 'degree', 'in', 'accounting', ',', 'passed', 'the']",1.0,73,99
453,gpt-3.5-turbo,My Sister's Keeper Jodi Picoult ,81,39,"details. Like why some mothers only had one child, while other families seemed to multiply before your eyes. Or how the new girl in school, Sedona, told anyone who'd listen that she was","['details', '.', 'Like', 'why', 'some', 'mothers', 'only', 'had', 'one', 'child', ',', 'while', 'other', 'families', 'seemed']","['to', 'have', 'an', 'endless', 'supply', '.']","['to', 'multiply', 'before', 'your', 'eyes', '.']",0.6666666666666666,80,100
1597,gpt-3.5-turbo,The Cabin at the End of the World ,83,27,the aerated lid.  Wen promised Daddy Andrew she would release the grasshoppers before they got cooked inside the homemade terrarium. The grasshoppers will be,"['the', 'aerated', 'lid', '.', ' ', 'Wen', 'promised', 'Daddy', 'Andrew']","['that', 'he', 'would', 'never', 'leave', 'him', ',', 'and', 'he', 'never', 'would', '.']","['she', 'would', 'release', 'the', 'grasshoppers', 'before', 'they', 'got', 'cooked', 'inside', 'the', 'homemade']",1.0,82,102
490,gpt-3.5-turbo,My Sister's Keeper Jodi Picoult ,83,34,"Like why some mothers only had one child, while other families seemed to multiply before your eyes. Or how the new girl in school, Sedona, told anyone who'd listen","['Like', 'why', 'some', 'mothers', 'only', 'had', 'one', 'child', ',', 'while', 'other', 'families', 'seemed']","['to', 'multiply', 'like', 'rabbits', '.']","['to', 'multiply', 'before', 'your', 'eyes']",0.6,82,99
1756,gpt-3.5-turbo,The Bedwetter ,87,22,as a second language” course for one.  “Bitch! Bastard! Damn! Shit!” I proclaimed,"['as', 'a', 'second', 'language', '”', 'course', 'for', 'one', '.', ' ']","['""', 'Education', 'is', 'not', 'just', 'about', 'learning', 'facts', 'and', 'figures', ',', 'but']","['“', 'Bitch', '!', 'Bastard', '!', 'Damn', '!', 'Shit', '!', '”', 'I', 'proclaimed']",1.0,86,107
1616,gpt-3.5-turbo,The Bedwetter ,87,40,"as a second language” course for one.  “Bitch! Bastard! Damn! Shit!” I proclaimed with joy, if not necessarily wit, in the middle of Boys’ Market in Manchester,","['as', 'a', 'second', 'language', '”', 'course', 'for', 'one', '.', ' ', '“', 'Bitch']","['as', 'a', 'second', 'language', '”', 'course', 'for', 'one', '.', '""', 'Bitch', ',', 'I', ""'m"", 'Madonna', '.', '""']","['!', 'Bastard', '!', 'Damn', '!', 'Shit', '!', '”', 'I', 'proclaimed', 'with', 'joy', ',', 'if', 'not', 'necessarily', 'wit']",1.0,86,114
1022,gpt-3.5-turbo,The Codex by Douglas Preston ,88,28,"the rich afternoon light of Santa Fe, New Mexico.  “It’s not like Father to be late,” said Philip. He slipped","['the', 'rich', 'afternoon', 'light', 'of', 'Santa', 'Fe']","['illuminated', 'the', 'room', ',', 'casting', 'a', 'warm', 'glow', 'on', 'the', 'walls', 'and', 'furniture', '.']","[',', 'New', 'Mexico', '.', ' ', '“', 'It', '’s', 'not', 'like', 'Father', 'to', 'be', 'late']",1.0,87,107
444,gpt-3.5-turbo,My Sister's Keeper Jodi Picoult ,97,38,"multiply before your eyes. Or how the new girl in school, Sedona, told anyone who'd listen that she was named for the place where her parents were vacationing when they made her (“","['multiply', 'before', 'your', 'eyes', '.', 'Or', 'how', 'the', 'new', 'girl', 'in', 'school', ',']","['with', 'her', 'quiet', 'strength', 'and', 'unwavering', 'determination', ',', 'can', 'inspire', 'an', 'entire', 'community', 'to', 'come', 'together', 'and', 'make', 'a', 'difference', '.']","['Sedona', ',', 'told', 'anyone', 'who', ""'d"", 'listen', 'that', 'she', 'was', 'named', 'for', 'the', 'place', 'where', 'her', 'parents', 'were', 'vacationing', 'when', 'they']",1.0,96,129
1879,gpt-3.5-turbo,The Firm ,98,20,", passed the CPA exam the first time he took it and wanted to be a tax lawyer, which","[',', 'passed', 'the', 'CPA', 'exam', 'the', 'first', 'time', 'he', 'took']","['it', '.']","['it', 'and']",0.5,97,108
1793,gpt-3.5-turbo,The Bedwetter ,102,32,"Damn! Shit!” I proclaimed with joy, if not necessarily wit, in the middle of Boys’ Market in Manchester, New Hampshire. Random shoppers stopped in","['Damn', '!', 'Shit', '!', '”', 'I', 'proclaimed', 'with', 'joy']","['Damn', '!', 'Shit', '!', '""', 'I', 'proclaimed', 'with', 'joy', ',', '""', 'Life', 'is', 'messy', ',', 'but', 'it', ""'s"", 'also', 'beautiful', '.', '""']","[',', 'if', 'not', 'necessarily', 'wit', ',', 'in', 'the', 'middle', 'of', 'Boys', '’', 'Market', 'in', 'Manchester', ',', 'New', 'Hampshire', '.', 'Random', 'shoppers', 'stopped']",1.0,101,131
1079,gpt-3.5-turbo,The Codex by Douglas Preston ,104,31,"like Father to be late,” said Philip. He slipped the pipe between his white teeth and closed down on the stem with a little click. He gave","['like', 'Father', 'to', 'be', 'late', ',', '”', 'said', 'Philip']","[',', '“', 'but', 'it', 'is', 'better', 'to', 'arrive', 'late', 'than', 'never', 'to', 'arrive', 'at', 'all', '.', '""']","['.', 'He', 'slipped', 'the', 'pipe', 'between', 'his', 'white', 'teeth', 'and', 'closed', 'down', 'on', 'the', 'stem', 'with', 'a']",1.0,103,128
1735,gpt-3.5-turbo,The Bedwetter ,104,33,"Shit!” I proclaimed with joy, if not necessarily wit, in the middle of Boys’ Market in Manchester, New Hampshire. Random shoppers stopped in the aisle,","['Shit', '!', '”', 'I', 'proclaimed', 'with', 'joy', ',', 'if', 'not', 'necessarily', 'wit', ',', 'in', 'the', 'middle']","['of', 'the', 'night', ',', 'as', 'I', 'peed', 'into', 'my', 'bed', '.']","['of', 'Boys', '’', 'Market', 'in', 'Manchester', ',', 'New', 'Hampshire', '.', 'Random']",0.9090909090909092,103,129
1831,gpt-3.5-turbo,The Firm ,105,32,"time he took it and wanted to be a tax lawyer, which of course was a requirement with a tax firm. He was white, and  had never hired","['time', 'he', 'took', 'it', 'and', 'wanted', 'to']","['make', 'it', 'his', 'own', '.']","['be', 'a', 'tax', 'lawyer', ',']",1.0,104,115
1207,gpt-3.5-turbo,Sandman Slim ,106,23,off my leather jacket. I run my hands over my lower back and legs. There's no real pain and all,"['off', 'my', 'leather', 'jacket', '.', 'I']","['off', 'my', 'leather', 'jacket', '.', 'I', 'feel', 'like', 'a', 'badass', 'demon', '-', 'slaying', 'machine', 'ready', 'to', 'take']","['run', 'my', 'hands', 'over', 'my', 'lower', 'back', 'and', 'legs', '.', 'There', ""'s"", 'no', 'real', 'pain', 'and', 'all']",0.9411764705882352,105,127
1881,gpt-3.5-turbo,The Firm ,108,25,"it and wanted to be a tax lawyer, which of course was a requirement with a tax firm. He was white, and","['it', 'and', 'wanted', 'to', 'be', 'a', 'tax', 'lawyer']","['""', 'Success', 'is', 'not', 'the', 'key', 'to', 'happiness', '.', 'Happiness', 'is', 'the', 'key', 'to', 'success', '.', 'If']","[',', 'which', 'of', 'course', 'was', 'a', 'requirement', 'with', 'a', 'tax', 'firm', '.', 'He', 'was', 'white', ',', 'and']",1.0,107,131
1331,gpt-3.5-turbo,Sandman Slim ,109,30,jacket. I run my hands over my lower back and legs. There's no real pain and all I feel are a couple of blisters behind my right,"['jacket', '.', 'I', 'run', 'my']","['jacket', '.', 'I', 'run', 'my', 'fingers', 'over', 'the', 'scars', ',', 'each', 'one', 'a', 'reminder', 'of', 'the', 'battles', 'I', ""'ve"", 'fought', 'and', 'the', 'demons', 'I', ""'ve""]","['hands', 'over', 'my', 'lower', 'back', 'and', 'legs', '.', 'There', ""'s"", 'no', 'real', 'pain', 'and', 'all', 'I', 'feel', 'are', 'a', 'couple', 'of', 'blisters', 'behind', 'my', 'right']",1.0,108,137
952,gpt-3.5-turbo,Ararat,110,22,"air crisp and pure. An idyllic morning on Mount Ararat, if the world had not begun to tear itself apart","['air', 'crisp', 'and', 'pure', '.']","['""', 'Mount', 'Ararat', ',', 'where', 'the', 'snow', '-', 'capped', 'peaks', 'touch', 'the', 'heavens', ',', 'and', 'the', 'air']","['An', 'idyllic', 'morning', 'on', 'Mount', 'Ararat', ',', 'if', 'the', 'world', 'had', 'not', 'begun', 'to', 'tear', 'itself', 'apart']",0.9411764705882352,109,130
713,gpt-3.5-turbo,Game of Thrones Prologue Excerpt ,110,30,"?” “Will saw them,” Gared said. “If he says they are dead, that’s proof enough for me.” Will had known","['?', '”', '“', 'Will', 'saw', 'them', ',']","['""', 'Will', 'saw', 'them', ',', 'the', 'Others', '.', 'They', 'looked', 'like', '...', 'gods', ',', 'tall', 'and', 'pale', 'and', 'icy', '.', '""']","['”', 'Gared', 'said', '.', '“', 'If', 'he', 'says', 'they', 'are', 'dead', ',', 'that', '’s', 'proof', 'enough', 'for', 'me', '.', '”', 'Will']",1.0,109,136
108,gpt-3.5-turbo,The Island by Elin Hilderbrand ,111,35,"the views: one bedroom looked out over the mighty ocean, and one bedroom looked out over the bucolic pastures and wide ponds of this, Tuckernuck Island.  The house was occupied","['the', 'views', ':', 'one', 'bedroom', 'looked', 'out', 'over', 'the', 'mighty', 'ocean', ',', 'and', 'one', 'bedroom']","['looked', 'out', 'over', 'the', 'tranquil', 'bay', '.']","['looked', 'out', 'over', 'the', 'bucolic', 'pastures', 'and']",0.4285714285714285,110,131
