,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
1919,gpt-3.5-turbo,"The Dead Romantics
Ashley Poston",25,37,"secrets about love, secrets about family, secrets about murder—some so inconsequential they barely feel like secrets at all, but monumental to the person keeping them. Every person has a secret.","['secrets', 'about', 'love', ',', 'secrets', 'about', 'family', ',', 'secrets', 'about', 'murder', '—', 'some']","['secrets', 'about', 'love', ',', 'secrets', 'about', 'family', ',', 'secrets', 'about', 'murder', '—', 'some', 'secrets', 'are', 'meant', 'to', 'be', 'kept', 'buried', 'forever', '.']","['so', 'inconsequential', 'they', 'barely', 'feel', 'like', 'secrets', 'at', 'all', ',', 'but', 'monumental', 'to', 'the', 'person', 'keeping', 'them', '.', 'Every', 'person', 'has', 'a']",1.0,24,58
1206,gpt-3.5-turbo,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",31,36,"milk crate he’s
using for a nightstand. Good news for once: a trade. His agent
sends a link to an article and a directive to get his ass on a","['milk', 'crate', 'he', '’s', '\n', 'using', 'for', 'a', 'nightstand', '.', 'Good', 'news', 'for', 'once']","['is', 'that', 'it', '’s', 'not', 'on', 'fire', '.', '""']","[':', 'a', 'trade', '.', 'His', 'agent', '\n', 'sends', 'a']",1.0,30,52
454,gpt-3.5-turbo,"YOU MADE A FOOL OF DEATH WITH YOUR BEAUTY: A NOVEL
Akwaeke Emezi",31,27,"Feyi’s glass of prosecco spilling into the sink
and Milan’s large hands sliding behind her thighs as he lifted her
onto the bathroom","['Feyi', '’s', 'glass', 'of', 'prosecco', 'spilling', 'into', 'the', 'sink', '\n']","['""', 'and', 'in', 'that', 'moment', ',', 'she', 'realized', 'that', 'life', ""'s"", 'greatest', 'triumphs', 'often', 'come', 'from', 'defying']","['and', 'Milan', '’s', 'large', 'hands', 'sliding', 'behind', 'her', 'thighs', 'as', 'he', 'lifted', 'her', '\n', 'onto', 'the', 'bathroom']",1.0,30,56
1705,gpt-3.5-turbo,"Electric Idol 
by Katee Robert",32,22,"’s perimeter. As long as I keep on the move, my mother won’t zero in on me. One","['’s', 'perimeter', '.', 'As', 'long', 'as', 'I', 'keep', 'on', 'the', 'move']","[',', 'I', 'can', 'stay', 'one', 'step', 'ahead', 'of', 'my', 'past', '.']","[',', 'my', 'mother', 'wo', 'n’t', 'zero', 'in', 'on', 'me', '.', 'One']",0.9090909090909092,31,52
659,gpt-3.5-turbo,SOMETHING FABULOUS,39,38,"
But Miss Arabella Tarleton most certainly would not own it.
Of course, he possessed the requisite number of eyes (two, sultry green in colour, and rather heavy lidded), noses","['\n', 'But', 'Miss', 'Arabella', 'Tarleton', 'most', 'certainly', 'would', 'not', 'own', 'it', '.', '\n', 'Of']","['that', ',', 'she', 'was', 'quite', 'certain', '.']","['course', ',', 'he', 'possessed', 'the', 'requisite', 'number']",0.8571428571428571,38,58
1509,gpt-3.5-turbo,"THE VERY SECRET SOCIETY OF IRREGULAR WITCHES
Sangu Mandanna",39,29,"twice; the last meeting, for instance, had been in
Belinda Nkala’s front room and had involved freshly baked
scones, and the one","['twice', ';', 'the', 'last', 'meeting', ',', 'for', 'instance', ',', 'had', 'been']","['twice', ';', 'the', 'last', 'meeting', ',', 'for', 'instance', ',', 'had', 'been', 'filled', 'with', 'laughter', 'and', 'mischief', ',', 'reminding']","['in', '\n', 'Belinda', 'Nkala', '’s', 'front', 'room', 'and', 'had', 'involved', 'freshly', 'baked', '\n', 'scones', ',', 'and', 'the', 'one']",1.0,38,66
1522,gpt-3.5-turbo,"THE VERY SECRET SOCIETY OF IRREGULAR WITCHES
Sangu Mandanna",43,21,"meeting, for instance, had been in
Belinda Nkala’s front room and had involved freshly baked
scones","['meeting', ',', 'for', 'instance', ',', 'had', 'been']","['meeting', ',', 'for', 'instance', ',', 'had', 'been', 'a', 'revelation', 'of', 'magic', 'and', 'mischief', ',']","['in', '\n', 'Belinda', 'Nkala', '’s', 'front', 'room', 'and', 'had', 'involved', 'freshly', 'baked', '\n', 'scones']",1.0,42,62
855,gpt-3.5-turbo,"Thank You for Listening 
by Julia Whelan",44,28,"the last three weeks was gone. He was now anything but gentle. He was all man.
Their eyes were locked and loaded. He","['the', 'last', 'three', 'weeks', 'was', 'gone', '.', 'He', 'was', 'now', 'anything', 'but', 'gentle', '.']","['""', 'He', 'was', 'now', 'anything', 'but', 'gentle', '.', 'The', 'fire', 'in', 'his', 'eyes', 'burned']","['He', 'was', 'all', 'man', '.', '\n', 'Their', 'eyes', 'were', 'locked', 'and', 'loaded', '.', 'He']",0.9285714285714286,43,70
1425,gpt-3.5-turbo,"THE VERY SECRET SOCIETY OF IRREGULAR WITCHES
Sangu Mandanna",47,24,", had been in
Belinda Nkala’s front room and had involved freshly baked
scones, and the one before that had","[',', 'had', 'been', 'in', '\n', 'Belinda', 'Nkala', '’s', 'front', 'room']","['for', 'as', 'long', 'as', 'she', 'could', 'remember', '.']","['and', 'had', 'involved', 'freshly', 'baked', '\n', 'scones', ',']",1.0,46,63
1056,gpt-3.5-turbo,"D’Vaughn and Kris Plan a Wedding 
by Chencia C. Higgins",48,36,"earlier, and stared at my best friend, my lips turned down pitifully. Pushing an obviously annoyed breath out through her nose, Cinta stomped across the living room and snatched up the envelope","['earlier', ',', 'and', 'stared', 'at', 'my', 'best']","['friend', 'in', 'disbelief', '.', '""', 'You', ""'re"", 'getting', 'married', '?', '!', '""', 'I', 'exclaimed', '.']","['friend', ',', 'my', 'lips', 'turned', 'down', 'pitifully', '.', 'Pushing', 'an', 'obviously', 'annoyed', 'breath', 'out', 'through']",0.9333333333333332,47,68
616,gpt-3.5-turbo,SOMETHING FABULOUS,51,28,"
Of course, he possessed the requisite number of eyes (two, sultry green in colour, and rather heavy lidded), noses (just","['\n', 'Of', 'course', ',', 'he', 'possessed', 'the', 'requisite', 'number', 'of']","['charming', 'qualities', ',', 'but', 'it', 'was', 'his', 'audacity', 'that', 'truly', 'set', 'him', 'apart', '.']","['eyes', '(', 'two', ',', 'sultry', 'green', 'in', 'colour', ',', 'and', 'rather', 'heavy', 'lidded', ')']",1.0,50,73
1715,gpt-3.5-turbo,"Electric Idol 
by Katee Robert",51,30,"me. One would think the events of the last few months would be enough to give her ambitions pause, but Demeter is nothing if not driven. She","['me', '.', 'One', 'would', 'think', 'the', 'events', 'of', 'the']","['past', 'would', 'define', 'us', ',', 'but', 'it', 'is', 'our', 'choices', 'in', 'the', 'present', 'that', 'truly', 'shape', 'our', 'future', '.', '""']","['last', 'few', 'months', 'would', 'be', 'enough', 'to', 'give', 'her', 'ambitions', 'pause', ',', 'but', 'Demeter', 'is', 'nothing', 'if', 'not', 'driven', '.']",1.0,50,78
872,gpt-3.5-turbo,"Thank You for Listening 
by Julia Whelan",52,40,"was now anything but gentle. He was all man.
Their eyes were locked and loaded. He raised his hand and flattened it against her white silk blouse. Her heartbeat grabbed at it. He kissed","['was', 'now', 'anything', 'but', 'gentle', '.', 'He', 'was']","['now', 'a', 'storm', ',', 'raging', 'and', 'unyielding', '.']","['all', 'man', '.', '\n', 'Their', 'eyes', 'were', 'locked']",1.0,51,66
1294,gpt-3.5-turbo,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",53,38,"a link to an article and a directive to get his ass on a plane.
Reid doesn’t warrant his own headline, just a paragraph on a
trade-rumor account listing minor-","['a', 'link', 'to', 'an', 'article', 'and', 'a', 'directive', 'to', 'get', 'his', 'ass', 'on', 'a', 'plane', '.', '\n', 'Reid']","['""', 'Reid', ',', 'I', 'need', 'you', 'to', 'drop', 'everything', 'and', 'get', 'your', 'ass', 'on', 'a', 'plane', '.', 'Here', ""'s"", 'a']","['does', 'n’t', 'warrant', 'his', 'own', 'headline', ',', 'just', 'a', 'paragraph', 'on', 'a', '\n', 'trade', '-', 'rumor', 'account', 'listing', 'minor', '-']",1.0,52,89
1289,gpt-3.5-turbo,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",55,21,"to an article and a directive to get his ass on a plane.
Reid doesn’t warrant his own","['to', 'an', 'article', 'and', 'a', 'directive', 'to', 'get', 'his', 'ass']","['to', 'an', 'article', 'and', 'a', 'directive', 'to', 'get', 'his', 'ass', 'in']","['on', 'a', 'plane', '.', '\n', 'Reid', 'does', 'n’t', 'warrant', 'his', 'own']",1.0,54,74
129,gpt-3.5-turbo,"TANKED: AN EASTSIDE BREWERY NOVEL
Mia Hopkins",55,34,"loud music here in the brewery
keeps me from having to pretend too hard.
Out of the corner of my eye, I keep a close watch on my co‐
","['loud', 'music', 'here', 'in', 'the', 'brewery', '\n', 'keeps', 'me', 'from', 'having', 'to']","['think', 'about', 'all', 'the', 'things', 'I', ""'ve"", 'lost', '.']","['pretend', 'too', 'hard', '.', '\n', 'Out', 'of', 'the', 'corner']",1.0,54,74
1424,gpt-3.5-turbo,"THE VERY SECRET SOCIETY OF IRREGULAR WITCHES
Sangu Mandanna",55,22,"front room and had involved freshly baked
scones, and the one before that had been in the glorious sun‐
","['front', 'room', 'and', 'had', 'involved', 'freshly', 'baked']","['cookies', 'and', 'a', 'pot', 'of', 'steaming', 'tea', '.']","['\n', 'scones', ',', 'and', 'the', 'one', 'before', 'that']",1.0,54,68
845,gpt-3.5-turbo,"Thank You for Listening 
by Julia Whelan",60,39,"all man.
Their eyes were locked and loaded. He raised his hand and flattened it against her white silk blouse. Her heartbeat grabbed at it. He kissed her, hotly, wetly, then","['all', 'man', '.', '\n', 'Their', 'eyes', 'were', 'locked', 'and', 'loaded', '.', 'He', 'raised']","['his', 'voice', ',', 'ready', 'to', 'speak', 'his', 'truth', '.']","['his', 'hand', 'and', 'flattened', 'it', 'against', 'her', 'white', 'silk']",0.8888888888888888,59,80
1570,gpt-3.5-turbo,"THE VERY SECRET SOCIETY OF IRREGULAR WITCHES
Sangu Mandanna",62,26,"
scones, and the one before that had been in the glorious sun‐
shine of Agatha Jones’s garden. This meeting, on","['\n', 'scones', ',', 'and', 'the']","['secret', 'ingredient', 'is', 'always', 'love', '.', '""']","['one', 'before', 'that', 'had', 'been', 'in', 'the']",1.0,61,72
117,gpt-3.5-turbo,"TANKED: AN EASTSIDE BREWERY NOVEL
Mia Hopkins",63,20,"me from having to pretend too hard.
Out of the corner of my eye, I keep a","['me', 'from', 'having', 'to', 'pretend', 'too', 'hard', '.']","['""', 'Success', 'is', 'not', 'final', ',', 'failure', 'is', 'not', 'fatal', ':', 'It']","['\n', 'Out', 'of', 'the', 'corner', 'of', 'my', 'eye', ',', 'I', 'keep', 'a']",1.0,62,81
14,gpt-3.5-turbo,"TANKED: AN EASTSIDE BREWERY NOVEL
Mia Hopkins",68,35,"too hard.
Out of the corner of my eye, I keep a close watch on my co‐
worker Ingrid. She is tipsy, and her cheerful unguardedness
makes her","['too', 'hard', '.', '\n', 'Out']","['""', 'Success', 'is', 'not', 'final', ',', 'failure', 'is', 'not', 'fatal', ':', 'It', 'is', 'the', 'courage', 'to', 'continue', 'that', 'counts', '.', '""', '-', 'Winston', 'Churchill']","['of', 'the', 'corner', 'of', 'my', 'eye', ',', 'I', 'keep', 'a', 'close', 'watch', 'on', 'my', 'co‐', '\n', 'worker', 'Ingrid', '.', 'She', 'is', 'tipsy', ',', 'and']",1.0,67,95
1250,gpt-3.5-turbo,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",70,28,"Reid doesn’t warrant his own headline, just a paragraph on a
trade-rumor account listing minor-league transactions. Crowns
Minor-","['Reid', 'does', 'n’t', 'warrant', 'his', 'own', 'headline', ',', 'just']","['a', 'footnote', 'in', 'the', 'story', 'of', 'my', 'life', '.']","['a', 'paragraph', 'on', 'a', '\n', 'trade', '-', 'rumor', 'account']",0.8888888888888888,69,86
988,gpt-3.5-turbo,"Thank You for Listening 
by Julia Whelan",71,39,"He raised his hand and flattened it against her white silk blouse. Her heartbeat grabbed at it. He kissed her, hotly, wetly, then took hold of her straddled hips and lifted her off him","['He', 'raised', 'his', 'hand', 'and', 'flattened']","['his', 'palm', 'against', 'the', 'glass', ',', 'as', 'if', 'he', 'could', 'reach', 'through', 'and', 'touch', 'her', '.']","['it', 'against', 'her', 'white', 'silk', 'blouse', '.', 'Her', 'heartbeat', 'grabbed', 'at', 'it', '.', 'He', 'kissed', 'her']",1.0,70,91
1754,gpt-3.5-turbo,"Electric Idol 
by Katee Robert",71,31,", but Demeter is nothing if not driven. She’s successfully married off one daughter—yes, she’s taking credit for Persephone marrying Hades—and now she","[',', 'but', 'Demeter', 'is', 'nothing', 'if']","['not', 'a', 'force', 'to', 'be', 'reckoned', 'with', '.']","['not', 'driven', '.', 'She', '’s', 'successfully', 'married', 'off']",0.875,70,83
676,gpt-3.5-turbo,SOMETHING FABULOUS,72,31,"heavy lidded), noses (just the one, straight and long, as if optimally designed for looking down), mouths (again, in the singular,","['heavy', 'lidded', ')', ',', 'noses', '(', 'just', 'the', 'one', ',', 'straight', 'and']","['perfectly', 'proportioned', ')', ',', 'and', 'lips', '(', 'full', 'and', 'inviting', ')', '.']","['long', ',', 'as', 'if', 'optimally', 'designed', 'for', 'looking', 'down', ')', ',', 'mouths']",1.0,71,94
840,gpt-3.5-turbo,"Thank You for Listening 
by Julia Whelan",73,28,"his hand and flattened it against her white silk blouse. Her heartbeat grabbed at it. He kissed her, hotly, wetly, then took hold","['his', 'hand', 'and', 'flattened', 'it', 'against', 'her']","['chest', ',', 'feeling', 'the', 'steady', 'beat', 'of', 'his', 'heart', '.']","['white', 'silk', 'blouse', '.', 'Her', 'heartbeat', 'grabbed', 'at', 'it', '.']",0.9,72,88
622,gpt-3.5-turbo,SOMETHING FABULOUS,74,24,"), noses (just the one, straight and long, as if optimally designed for looking down), mouths (again","[')', ',', 'noses', '(', 'just', 'the', 'one', ',', 'straight']","['and', 'proud', ')', ',', 'and', 'hearts', '(', 'overflowing', 'with', 'love', 'and', 'compassion', ')', '.']","['and', 'long', ',', 'as', 'if', 'optimally', 'designed', 'for', 'looking', 'down', ')', ',', 'mouths', '(']",0.9285714285714286,73,95
355,gpt-3.5-turbo,Ocean Echo,78,23,"of the most exclusive hotel in the city. Itwas a glittering front for an underground gambling ring, so it was full","['of', 'the', 'most', 'exclusive', 'hotel']","['in', 'the', 'world', ',', 'where', 'luxury', 'meets', 'tranquility', 'and', 'every', 'detail', 'is', 'meticulously', 'crafted', 'to', 'perfection', '.']","['in', 'the', 'city', '.', 'Itwas', 'a', 'glittering', 'front', 'for', 'an', 'underground', 'gambling', 'ring', ',', 'so', 'it', 'was']",0.8823529411764706,77,98
197,gpt-3.5-turbo,"TANKED: AN EASTSIDE BREWERY NOVEL
Mia Hopkins",79,21,", I keep a close watch on my co‐
worker Ingrid. She is tipsy, and her cheerful unguardedness","[',', 'I', 'keep', 'a', 'close', 'watch', 'on']","['my', 'heart', 'and', 'my', 'dreams', '.']","['my', 'co‐', '\n', 'worker', 'Ingrid', '.']",0.6666666666666666,78,90
640,gpt-3.5-turbo,SOMETHING FABULOUS,79,36,"the one, straight and long, as if optimally designed for looking down), mouths (again, in the singular, wide, sensual, and framed by two brackets as if always","['the', 'one', ',', 'straight', 'and', 'long', ',', 'as', 'if', 'optimally', 'designed', 'for', 'looking', 'down', ')', ',', 'mouths']","['the', 'one', ',', 'straight', 'and', 'long', ',', 'as', 'if', 'optimally', 'designed', 'for', 'looking', 'down', ')', ',', 'mouths', 'agape', 'in']","['(', 'again', ',', 'in', 'the', 'singular', ',', 'wide', ',', 'sensual', ',', 'and', 'framed', 'by', 'two', 'brackets', 'as', 'if', 'always']",0.8947368421052632,78,113
1312,gpt-3.5-turbo,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",81,38,"on a
trade-rumor account listing minor-league transactions. Crowns
Minor-League Reliever to Oakland for Prospects. Under that, a
barrage of tweets he’s tagged in on the","['on', 'a', '\n', 'trade', '-', 'rumor', 'account', 'listing']","['on', 'a', 'trade', '-', 'rumor', 'account', 'listing', ',', '""', 'Rumors', 'are', 'like', 'wildfire', ',', 'spreading', 'fast', 'and', 'consuming', 'everything', 'in', 'their', 'path', '.', '""', '-', 'KD', 'Casey']","['minor', '-', 'league', 'transactions', '.', 'Crowns', '\n', 'Minor', '-', 'League', 'Reliever', 'to', 'Oakland', 'for', 'Prospects', '.', 'Under', 'that', ',', 'a', '\n', 'barrage', 'of', 'tweets', 'he', '’s', 'tagged']",1.0,80,114
1926,gpt-3.5-turbo,"The Dead Romantics
Ashley Poston",83,23,"I were the heroine in a story, I would tell you that I had three secrets.
One, I had","['I', 'were', 'the', 'heroine', 'in', 'a']","['gothic', 'novel', ',', 'I', 'would', 'be', 'the', 'one', 'to', 'save', 'myself', '.']","['story', ',', 'I', 'would', 'tell', 'you', 'that', 'I', 'had', 'three', 'secrets', '.']",0.75,82,99
882,gpt-3.5-turbo,"Thank You for Listening 
by Julia Whelan",86,38,"grabbed at it. He kissed her, hotly, wetly, then took hold of her straddled hips and lifted her off him. She gave a startled cry as he flipped her–
“Something","['grabbed', 'at', 'it', '.', 'He', 'kissed', 'her', ',', 'hotly', ',', 'wetly', ',', 'then', 'took']","['a', 'step', 'back', ',', 'his', 'eyes', 'filled', 'with', 'longing', '.']","['hold', 'of', 'her', 'straddled', 'hips', 'and', 'lifted', 'her', 'off', 'him']",1.0,85,108
4,gpt-3.5-turbo,"TANKED: AN EASTSIDE BREWERY NOVEL
Mia Hopkins",86,27,"my co‐
worker Ingrid. She is tipsy, and her cheerful unguardedness
makes her even more attractive to men than usual.
Bad","['my', 'co‐', '\n', 'worker', 'Ingrid', '.', 'She', 'is', 'tipsy', ',', 'and']","['her', 'laughter', 'fills', 'the', 'air', '.']","['her', 'cheerful', 'unguardedness', '\n', 'makes', 'her']",0.8333333333333334,85,101
371,gpt-3.5-turbo,Ocean Echo,88,28,"a glittering front for an underground gambling ring, so it was full ofdangerous people, but Tennal had stopped caring who he mingled with sometime ago.","['a', 'glittering', 'front', 'for', 'an']","['ocean', 'of', 'secrets', 'and', 'mysteries', '.']","['underground', 'gambling', 'ring', ',', 'so', 'it']",1.0,87,97
223,gpt-3.5-turbo,Ocean Echo,89,28,"glittering front for an underground gambling ring, so it was full ofdangerous people, but Tennal had stopped caring who he mingled with sometime ago. Tennal","['glittering', 'front', 'for', 'an', 'underground']","['world', 'of', 'mystery', 'and', 'wonder', '.']","['gambling', 'ring', ',', 'so', 'it', 'was']",1.0,88,98
562,gpt-3.5-turbo,"YOU MADE A FOOL OF DEATH WITH YOUR BEAUTY: A NOVEL
Akwaeke Emezi",94,26,", thick with monstera leaves. Feyi threw her
head back, his mouth at her throat, and her long pink braids
dripped","[',', 'thick', 'with', 'monstera', 'leaves', '.', 'Feyi']","[',', 'thick', 'with', 'monstera', 'leaves', '.', 'Feyi', 'had', 'always', 'been', 'drawn', 'to', 'the', 'wildness', 'of', 'nature', ',', 'finding', 'solace']","['threw', 'her', '\n', 'head', 'back', ',', 'his', 'mouth', 'at', 'her', 'throat', ',', 'and', 'her', 'long', 'pink', 'braids', '\n', 'dripped']",1.0,93,118
1047,gpt-3.5-turbo,"D’Vaughn and Kris Plan a Wedding 
by Chencia C. Higgins",96,39,"on her heels, she stomped back across the room and leaned against the round bistro table that made up the dining area of the tiny apartment that we shared. Shooting a quick glare at me, she","['on', 'her', 'heels', ',', 'she', 'stomped', 'back', 'across']","['the', 'room', ',', 'her', 'frustration', 'evident', 'in', 'every', 'step', '.']","['the', 'room', 'and', 'leaned', 'against', 'the', 'round', 'bistro', 'table', 'that']",0.8,95,112
