,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
511,gpt-3.5-turbo,"One Need Not be a Chamber — to be Haunted
Emily Dickinson",14,32,"need not be a House—
The Brain—has Corridors surpassing 
Material Place—
Far safer, of a Midnight—meeting 
External Ghost—
Than","['need', 'not', 'be', 'a', 'House', '—', '\n', 'The', 'Brain', '—', 'has']","['corridors', 'surpassing', '\n', 'Material', 'place', '.']","['Corridors', 'surpassing', '\n', 'Material', 'Place', '—']",0.5,13,29
1731,gpt-3.5-turbo,Ode on Melancholy,14,34,"-bane, tight-rooted, for its poisonous wine;
Nor suffer thy pale forehead to be kiss'd
By nightshade, ruby grape of Proserpine;
Make not your","['-', 'bane', ',', 'tight', '-', 'rooted', ',', 'for', 'its', 'poisonous', 'wine', ';', '\n', 'Nor']","['let', 'the', 'beetle', ',', 'nor', 'the', 'death', '-', 'moth', 'be', '\n', 'Your', 'mournful', 'Psyche', ',', 'nor', 'the', 'downy', 'owl', '\n']","['suffer', 'thy', 'pale', 'forehead', 'to', 'be', ""kiss'd"", '\n', 'By', 'nightshade', ',', 'ruby', 'grape', 'of', 'Proserpine', ';', '\n', 'Make', 'not', 'your']",1.0,13,46
1359,gpt-3.5-turbo,Snow in the Suburbs,16,30,"fork like a white web-foot;
Every street and pavement mute:
Some flakes have lost their way, and grope back upward when
Meeting","['fork', 'like', 'a', 'white', 'web', '-', 'foot', ';', '\n']","['And', 'the', 'houses', ',', 'like', 'tall', 'birds', ';', '\n']","['Every', 'street', 'and', 'pavement', 'mute', ':', '\n', 'Some', 'flakes']",1.0,15,32
378,gpt-3.5-turbo,The Scholar-Gypsy,17,35,"Shepherd, and untie the wattled cotes:
No longer leave thy wistful flock unfed,
Nor let thy bawling fellows rack their throats,
Nor the cropp'd grasses shoot another head","['Shepherd', ',', 'and', 'untie', 'the', 'wattled', 'cotes', ':']","['Let', 'the', 'birds', 'fly', 'free', 'and', 'sing', 'their', 'notes', '.']","['\n', 'No', 'longer', 'leave', 'thy', 'wistful', 'flock', 'unfed', ',', '\n']",1.0,16,33
1811,gpt-3.5-turbo,THE SIEGE OF KAZAN,17,24,"
I said in my heart, with horse and man,
I will swim across this shallow flood.
Under the","['\n', 'I', 'said', 'in', 'my']","['heart', ',', '""', 'O', 'soul', ',', 'be', 'prepared', 'for', 'adversity', ',', 'for', 'it', 'comes', 'from', 'the', 'hand', 'of', 'the']","['heart', ',', 'with', 'horse', 'and', 'man', ',', '\n', 'I', 'will', 'swim', 'across', 'this', 'shallow', 'flood', '.', '\n', 'Under', 'the']",0.8421052631578947,16,39
1258,gpt-3.5-turbo,Snow in the Suburbs,18,27,"a white web-foot;
Every street and pavement mute:
Some flakes have lost their way, and grope back upward when
","['a', 'white', 'web', '-', 'foot', ';', '\n', 'Every', 'street', 'and', 'pavement', 'mute']","['with', 'snow', '.']","[':', '\n', 'Some']",1.0,17,31
301,gpt-3.5-turbo,The Scholar-Gypsy,19,21,"and untie the wattled cotes:
No longer leave thy wistful flock unfed,
Nor let thy bawling fellows","['and', 'untie', 'the', 'wattled', 'cotes']","['Wherein', 'the', 'shepherds', 'lie', ',', 'and', 'from', 'the', 'skies']","[':', '\n', 'No', 'longer', 'leave', 'thy', 'wistful', 'flock', 'unfed']",1.0,18,31
26,gpt-3.5-turbo,The Angel,20,38,"
Guarded by an Angel mild:
Witless woe was ne’er beguiled!
And I wept both night and day,
And he wiped my tears away;
And I wept both day and","['\n', 'Guarded', 'by', 'an', 'Angel', 'mild', ':', '\n', 'Witless', 'woe', 'was']","['the', 'child', '.']","['ne’er', 'beguiled', '!']",1.0,19,32
1647,gpt-3.5-turbo,Ode on Melancholy,21,32,"for its poisonous wine;
Nor suffer thy pale forehead to be kiss'd
By nightshade, ruby grape of Proserpine;
Make not your rosary of yew-berries","['for', 'its', 'poisonous', 'wine', ';', '\n', 'Nor', 'suffer', 'thy', 'pale', 'forehead', 'to', 'be', ""kiss'd""]","['By', 'nightshade', ',', 'ruby', 'grape', 'of', 'Proserpine']","['\n', 'By', 'nightshade', ',', 'ruby', 'grape', 'of']",0.2857142857142857,20,40
1435,gpt-3.5-turbo,The Aim Was Song,21,40,"day and night
In any rough place where it caught.
Man came to tell it what was wrong:
It hadn’t found the place to blow;
It blew too hard—the aim","['day', 'and', 'night', '\n', 'In', 'any', 'rough', 'place', 'where']","['the', 'wind', 'blows', 'and', 'the', 'sun', 'shines', ',', '\n', 'there', 'is', 'always', 'a', 'song', 'to', 'be', 'found', '.']","['it', 'caught', '.', '\n', 'Man', 'came', 'to', 'tell', 'it', 'what', 'was', 'wrong', ':', '\n', 'It', 'had', 'n’t', 'found']",1.0,20,46
1357,gpt-3.5-turbo,Snow in the Suburbs,23,25,";
Every street and pavement mute:
Some flakes have lost their way, and grope back upward when
Meeting those meandering","[';', '\n', 'Every', 'street', 'and', 'pavement', 'mute']","['With', 'the', 'silence', 'of', 'snow', '.']","[':', '\n', 'Some', 'flakes', 'have', 'lost']",1.0,22,34
1494,gpt-3.5-turbo,The Aim Was Song,24,22,"
In any rough place where it caught.
Man came to tell it what was wrong:
It had","['\n', 'In', 'any', 'rough', 'place', 'where', 'it']","['seems', 'impossible', 'to', 'find', 'harmony', ',', 'remember', 'that', 'music', 'has', 'the', 'power', 'to', 'heal', 'and']","['caught', '.', '\n', 'Man', 'came', 'to', 'tell', 'it', 'what', 'was', 'wrong', ':', '\n', 'It', 'had']",1.0,23,44
81,gpt-3.5-turbo,The Angel,25,22,"mild:
Witless woe was ne’er beguiled!
And I wept both night and day,
And he wiped","['mild', ':', '\n', 'Witless', 'woe', 'was', 'ne’er', 'beguiled', '!', '\n', 'And']","['sorrow', 'never', 'smiled', '.']","['I', 'wept', 'both', 'night']",1.0,24,38
101,gpt-3.5-turbo,The Angel,25,22,"mild:
Witless woe was ne’er beguiled!
And I wept both night and day,
And he wiped","['mild', ':', '\n', 'Witless', 'woe', 'was']","['in', 'her', 'face', ',', '\n', 'Yet', 'she', 'seemed', 'a', 'queen', ',', 'and', 'in', 'her', 'pace', '\n']","['ne’er', 'beguiled', '!', '\n', 'And', 'I', 'wept', 'both', 'night', 'and', 'day', ',', '\n', 'And', 'he', 'wiped']",1.0,24,45
1670,gpt-3.5-turbo,Ode on Melancholy,25,38,";
Nor suffer thy pale forehead to be kiss'd
By nightshade, ruby grape of Proserpine;
Make not your rosary of yew-berries,
Nor let the beetle, nor the death","[';', '\n', 'Nor', 'suffer', 'thy', 'pale', 'forehead']","['to', 'be', ""kiss'd"", '\n', 'By', 'nightshade', ',', 'ruby', 'grape', 'of', 'Proserpine', ';', '\n', 'Make', 'not', 'your', 'rosary', 'of', 'yew', '-', 'berries', ',', '\n', 'Nor', 'let', 'the', 'beetle', ',', 'nor', 'the', 'death']","['to', 'be', ""kiss'd"", '\n', 'By', 'nightshade', ',', 'ruby', 'grape', 'of', 'Proserpine', ';', '\n', 'Make', 'not', 'your', 'rosary', 'of', 'yew', '-', 'berries', ',', '\n', 'Nor', 'let', 'the', 'beetle', ',', 'nor', 'the', 'death']",0.0,24,61
695,gpt-3.5-turbo,Porphyria’s Lover,25,40,"down for spite,
And did its worst to vex the lake:
I listened with heart fit to break.
When glided in Porphyria; straight
She shut the cold out and the storm,","['down', 'for', 'spite', ',', '\n', 'And']","['strangled', 'her', 'with', 'all', 'my', 'might', '.']","['did', 'its', 'worst', 'to', 'vex', 'the', 'lake']",1.0,24,36
473,gpt-3.5-turbo,"One Need Not be a Chamber — to be Haunted
Emily Dickinson",26,40,"surpassing 
Material Place—
Far safer, of a Midnight—meeting 
External Ghost—
Than an Interior—confronting—
That cooler—Host—
Far safer, through an Abbey—gallop","['surpassing', '\n', 'Material', 'Place', '—', '\n', 'Far', 'safer', ',', 'of', 'a', 'Midnight', '—', 'meeting']","['the', 'Ghosts', '—', '\n', 'Than', 'Penetrating', ',', 'Cadaverous', '—', '\n', 'Company', '—']","['\n', 'External', 'Ghost', '—', '\n', 'Than', 'an', 'Interior', '—', 'confronting', '—', '\n']",0.75,25,50
1301,gpt-3.5-turbo,Snow in the Suburbs,27,33,"and pavement mute:
Some flakes have lost their way, and grope back upward when
Meeting those meandering down they turn and descend again.
The palings are glued","['and', 'pavement', 'mute', ':', '\n', 'Some', 'flakes', 'have', 'lost', 'their']","['way', 'and', 'are', 'lost', 'in', 'the', 'night', '.']","['way', ',', 'and', 'grope', 'back', 'upward', 'when', '\n']",0.875,26,43
568,gpt-3.5-turbo,"One Need Not be a Chamber — to be Haunted
Emily Dickinson",27,20,"
Material Place—
Far safer, of a Midnight—meeting 
External Ghost—
Than an","['\n', 'Material', 'Place', '—', '\n', 'Far']","['from', 'Invisible', ',', '\n', 'But', 'Oceans', '—', 'away', '.']","['safer', ',', 'of', 'a', 'Midnight', '—', 'meeting', '\n', 'External']",0.8888888888888888,26,40
838,gpt-3.5-turbo,"Long, Too Long America",28,28,", to learn from crises of anguish, advancing, grappling with direst fate and recoiling not,
And now to conceive and show to the world","[',', 'to', 'learn', 'from', 'crises', 'of', 'anguish', ',', 'advancing', ',', 'grappling']","['with', 'the', 'challenges', 'of', 'our', 'time', ',', 'and', 'striving', 'for', 'a', 'better', 'future', '.']","['with', 'direst', 'fate', 'and', 'recoiling', 'not', ',', '\n', 'And', 'now', 'to', 'conceive', 'and', 'show']",0.8571428571428571,27,51
17,gpt-3.5-turbo,The Angel,29,28,"woe was ne’er beguiled!
And I wept both night and day,
And he wiped my tears away;
And I wept both day","['woe', 'was', 'ne’er', 'beguiled', '!', '\n', 'And', 'I']","['woe', 'was', 'ne’er', 'beguiled', '!', '\n', 'And', 'I', 'was', 'left', 'alone', ',', 'of', 'all', 'bereft', '.']","['wept', 'both', 'night', 'and', 'day', ',', '\n', 'And', 'he', 'wiped', 'my', 'tears', 'away', ';', '\n', 'And']",0.9375,28,51
1715,gpt-3.5-turbo,Ode on Melancholy,32,34,"to be kiss'd
By nightshade, ruby grape of Proserpine;
Make not your rosary of yew-berries,
Nor let the beetle, nor the death-moth be","['to', 'be', ""kiss'd"", '\n', 'By', 'nightshade', ',', 'ruby', 'grape']","['to', 'be', ""kiss'd"", '\n', 'By', 'nightshade', ',', 'ruby', 'grape', 'of', 'Proserpine']","['of', 'Proserpine', ';', '\n', 'Make', 'not', 'your', 'rosary', 'of', 'yew', '-']",0.9090909090909092,31,50
668,gpt-3.5-turbo,Porphyria’s Lover,32,29,"its worst to vex the lake:
I listened with heart fit to break.
When glided in Porphyria; straight
She shut the cold out","['its', 'worst', 'to', 'vex', 'the', 'lake', ':', '\n', 'I']","['""', 'its', 'worst', 'to', 'vex', 'the', 'lake', ':', '\n', 'I', 'listened', 'with', 'heart', 'fit', 'to', 'break', '.', '""']","['listened', 'with', 'heart', 'fit', 'to', 'break', '.', '\n', 'When', 'glided', 'in', 'Porphyria', ';', 'straight', '\n', 'She', 'shut', 'the']",1.0,31,57
1588,gpt-3.5-turbo,Ode on Melancholy,33,20,"be kiss'd
By nightshade, ruby grape of Proserpine;
Make not your rosary of yew-berries","['be', ""kiss'd"", '\n', 'By', 'nightshade', ',', 'ruby', 'grape', 'of', 'Proserpine']","['be', ""kiss'd"", '\n', 'By', 'nightshade', ',', 'ruby', 'grape', 'of', 'Proserpine']","[';', '\n', 'Make', 'not', 'your', 'rosary', 'of', 'yew', '-', 'berries']",1.0,32,51
877,gpt-3.5-turbo,"Long, Too Long America",34,24,"anguish, advancing, grappling with direst fate and recoiling not,
And now to conceive and show to the world what your","['anguish', ',', 'advancing', ',', 'grappling', 'with', 'direst', 'fate', 'and', 'recoiling', 'not', ',']","['Long', ',', 'too', 'long', 'America', ',', 'traveling', 'roads', 'all', 'even', 'and', 'peaceful']","['\n', 'And', 'now', 'to', 'conceive', 'and', 'show', 'to', 'the', 'world', 'what', 'your']",1.0,33,56
1543,gpt-3.5-turbo,The Aim Was Song,35,22,"came to tell it what was wrong:
It hadn’t found the place to blow;
It blew too","['came', 'to', 'tell', 'it', 'what']","['it', 'had', 'been', 'missing', 'all', 'along', '.']","['was', 'wrong', ':', '\n', 'It', 'had', 'n’t']",1.0,34,45
51,gpt-3.5-turbo,The Angel,35,23,"And I wept both night and day,
And he wiped my tears away;
And I wept both day and","['And', 'I', 'wept', 'both', 'night']","['And', 'I', 'wept', 'both', 'night', 'and', 'day', ',', '\n', 'And', 'he', 'wiped', 'my', 'tears', 'away', ';', '\n', 'And']","['and', 'day', ',', '\n', 'And', 'he', 'wiped', 'my', 'tears', 'away', ';', '\n', 'And', 'I', 'wept', 'both', 'day', 'and']",0.5555555555555556,34,56
29,gpt-3.5-turbo,The Angel,35,30,"And I wept both night and day,
And he wiped my tears away;
And I wept both day and night,
And hid from him","['And', 'I', 'wept', 'both', 'night', 'and', 'day', ',']","['And', 'he', 'wiped', 'my', 'tears', 'away', '.']","['\n', 'And', 'he', 'wiped', 'my', 'tears', 'away']",0.2857142857142857,34,48
666,gpt-3.5-turbo,Porphyria’s Lover,36,29,"the lake:
I listened with heart fit to break.
When glided in Porphyria; straight
She shut the cold out and the storm,","['the', 'lake', ':', '\n', 'I', 'listened', 'with', 'heart', 'fit', 'to', 'break']","['And', 'when', 'no', 'voice', 'replied', ',', '\n', 'She', 'put', 'my', 'arm', 'about', 'her', 'waist', ',', '\n', 'And', 'made']","['.', '\n', 'When', 'glided', 'in', 'Porphyria', ';', 'straight', '\n', 'She', 'shut', 'the', 'cold', 'out', 'and', 'the', 'storm', ',']",1.0,35,63
164,gpt-3.5-turbo,The Angel,36,24,"I wept both night and day,
And he wiped my tears away;
And I wept both day and night,","['I', 'wept', 'both', 'night', 'and', 'day', ',', '\n', 'And', 'he', 'wiped']","['my', 'tears', 'away', '.']","['my', 'tears', 'away', ';']",0.25,35,49
1533,gpt-3.5-turbo,The Aim Was Song,36,29,"to tell it what was wrong:
It hadn’t found the place to blow;
It blew too hard—the aim was song.
","['to', 'tell', 'it', 'what', 'was', 'wrong', ':', '\n', 'It', 'had', 'n’t', 'found']","['its', 'voice', 'yet', ',', 'but', 'it', 'knew', 'the', 'melody', '.']","['the', 'place', 'to', 'blow', ';', '\n', 'It', 'blew', 'too', 'hard']",1.0,35,56
1445,gpt-3.5-turbo,The Aim Was Song,38,25,"it what was wrong:
It hadn’t found the place to blow;
It blew too hard—the aim was song","['it', 'what', 'was', 'wrong', ':', '\n']","['""', 'it', 'was', 'not', 'the', 'absence', 'of', 'sound', ',', 'but', 'the', 'absence', 'of', 'melody', 'that', 'was', 'wrong', '.', '""']","['It', 'had', 'n’t', 'found', 'the', 'place', 'to', 'blow', ';', '\n', 'It', 'blew', 'too', 'hard', '—', 'the', 'aim', 'was', 'song']",0.9473684210526316,37,61
630,gpt-3.5-turbo,Porphyria’s Lover,39,34,"
I listened with heart fit to break.
When glided in Porphyria; straight
She shut the cold out and the storm,
And kneeled and made the cheerless grate","['\n', 'I', 'listened', 'with', 'heart', 'fit', 'to', 'break', '.', '\n']","['And', 'when', 'no', 'voice', 'replied', ',', 'she', 'put', 'my', 'arm', 'about', 'her', 'waist', '.']","['When', 'glided', 'in', 'Porphyria', ';', 'straight', '\n', 'She', 'shut', 'the', 'cold', 'out', 'and', 'the']",1.0,38,61
1201,gpt-3.5-turbo,Snow in the Suburbs,39,23,"and grope back upward when
Meeting those meandering down they turn and descend again.
The palings are glued together like","['and', 'grope', 'back', 'upward', 'when', '\n', 'Meeting', 'those', 'meandering']","['men', 'who', 'wander', 'through', 'the', 'city', 'each', 'day', '.']","['down', 'they', 'turn', 'and', 'descend', 'again', '.', '\n', 'The']",1.0,38,55
1259,gpt-3.5-turbo,Snow in the Suburbs,39,21,"and grope back upward when
Meeting those meandering down they turn and descend again.
The palings are glued","['and', 'grope', 'back', 'upward', 'when', '\n', 'Meeting']","['the', 'eyes', 'of', 'a', 'stranger', '.']","['those', 'meandering', 'down', 'they', 'turn', 'and']",1.0,38,50
1648,gpt-3.5-turbo,Ode on Melancholy,40,37,"grape of Proserpine;
Make not your rosary of yew-berries,
Nor let the beetle, nor the death-moth be
Your mournful Psyche, nor the downy owl
A","['grape', 'of', 'Proserpine', ';', '\n', 'Make', 'not']","['a', 'piteous', 'sound', ',', '\n', 'But', 'fly', ',', 'ere', 'evil', '\n', 'Taint', 'thy', 'brain']","['your', 'rosary', 'of', 'yew', '-', 'berries', ',', '\n', 'Nor', 'let', 'the', 'beetle', ',', 'nor']",1.0,39,59
1232,gpt-3.5-turbo,Snow in the Suburbs,40,21,"grope back upward when
Meeting those meandering down they turn and descend again.
The palings are glued together","['grope', 'back', 'upward', 'when', '\n', 'Meeting', 'those', 'meandering']","['eyes', 'of', 'light', ',', 'I', 'see', '\n', 'The', 'snowflakes', 'dance', 'and', 'twirl', 'with']","['down', 'they', 'turn', 'and', 'descend', 'again', '.', '\n', 'The', 'palings', 'are', 'glued', 'together']",0.9230769230769232,39,59
1537,gpt-3.5-turbo,The Aim Was Song,41,37,"wrong:
It hadn’t found the place to blow;
It blew too hard—the aim was song.
And listen—how it ought to go!
He took a","['wrong', ':', '\n', 'It', 'had', 'n’t', 'found', 'the', 'place', 'to', 'blow']","['right', ':', '\n', 'It', 'had', 'n’t', 'found', 'the', 'place', 'to', 'blow', 'its', 'horn', '.']","[';', '\n', 'It', 'blew', 'too', 'hard', '—', 'the', 'aim', 'was', 'song', '.', '\n', 'And']",0.8571428571428571,40,64
892,gpt-3.5-turbo,"Long, Too Long America",41,34,"fate and recoiling not,
And now to conceive and show to the world what your children en-masse really are,
(For who except myself has yet conceiv'd what","['fate', 'and', 'recoiling', 'not', ',', '\n', 'And', 'now', 'to', 'conceive', 'and', 'show', 'to']","['the', 'world', 'what', 'neither', 'she', 'nor', 'any', 'nation', 'ever', 'knew', 'before', '.']","['the', 'world', 'what', 'your', 'children', 'en', '-', 'masse', 'really', 'are', ',', '\n']",0.75,40,64
1292,gpt-3.5-turbo,Snow in the Suburbs,41,29,"back upward when
Meeting those meandering down they turn and descend again.
The palings are glued together like a wall,
And there is no","['back', 'upward', 'when', '\n', 'Meeting', 'those', 'meandering', 'down', 'they', 'turn', 'and', 'descend', 'again', '.']","['""', 'back', 'upward', 'when', '\n', 'Meeting', 'those', 'meandering', 'down', 'they', 'turn', 'and', 'descend', 'again', '.']","['\n', 'The', 'palings', 'are', 'glued', 'together', 'like', 'a', 'wall', ',', '\n', 'And', 'there', 'is', 'no']",1.0,40,68
195,gpt-3.5-turbo,The Angel,42,27,",
And he wiped my tears away;
And I wept both day and night,
And hid from him my heart’s delight","[',', '\n', 'And', 'he', 'wiped', 'my', 'tears', 'away', ';']","['""', 'And', 'he', 'wiped', 'my', 'tears', 'away', ';', '\n', 'For', 'in', 'his', 'presence', ',', 'I', 'found', 'solace', 'and']","['\n', 'And', 'I', 'wept', 'both', 'day', 'and', 'night', ',', '\n', 'And', 'hid', 'from', 'him', 'my', 'heart', '’s', 'delight']",0.9444444444444444,41,67
1654,gpt-3.5-turbo,Ode on Melancholy,43,38,";
Make not your rosary of yew-berries,
Nor let the beetle, nor the death-moth be
Your mournful Psyche, nor the downy owl
A partner in your sorrow","[';', '\n', 'Make', 'not', 'your', 'rosary', 'of']","['pearl', ',', 'for', 'the', 'beauty', 'of', 'life', 'lies', 'in', 'its', 'imperfections', '.']","['yew', '-', 'berries', ',', '\n', 'Nor', 'let', 'the', 'beetle', ',', 'nor', 'the']",1.0,42,60
1682,gpt-3.5-turbo,Ode on Melancholy,43,33,";
Make not your rosary of yew-berries,
Nor let the beetle, nor the death-moth be
Your mournful Psyche, nor the downy owl
","[';', '\n', 'Make', 'not', 'your', 'rosary', 'of', 'yew', '-']","['Make', 'not', 'your', 'rosary', 'of', 'yew', '-', 'berries', ',', '\n', 'Nor', 'let', 'the', 'beetle', ',', 'nor', 'the', 'death', '-', 'moth', 'be', '\n', 'Your', 'mournful']","['berries', ',', '\n', 'Nor', 'let', 'the', 'beetle', ',', 'nor', 'the', 'death', '-', 'moth', 'be', '\n', 'Your', 'mournful', 'Psyche', ',', 'nor', 'the', 'downy', 'owl', '\n']",0.5833333333333334,42,74
633,gpt-3.5-turbo,Porphyria’s Lover,43,38,"heart fit to break.
When glided in Porphyria; straight
She shut the cold out and the storm,
And kneeled and made the cheerless grate
Blaze up, and all the cottage","['heart', 'fit', 'to', 'break', '.', '\n', 'When', 'glided', 'in', 'Porphyria', ';', 'straight', '\n', 'She', 'shut', 'the', 'cold']","['out', 'and', 'the', 'storm', ',', '\n', 'And', 'kneeled', 'and', 'made', 'the', 'cheerless', 'grate', '\n', 'Blaze', 'up', ',', 'and', 'all', 'the', 'cottage']","['out', 'and', 'the', 'storm', ',', '\n', 'And', 'kneeled', 'and', 'made', 'the', 'cheerless', 'grate', '\n', 'Blaze', 'up', ',', 'and', 'all', 'the', 'cottage']",0.0,42,79
555,gpt-3.5-turbo,"One Need Not be a Chamber — to be Haunted
Emily Dickinson",44,31,"
Than an Interior—confronting—
That cooler—Host—
Far safer, through an Abbey—gallop—
The Stones a’chase—
Than moonless","['\n', 'Than', 'an', 'Interior', '—', 'confronting', '—', '\n']","['The', 'Inner', 'Ghost', '—', '\n']","['That', 'cooler', '—', 'Host', '—']",1.0,43,55
