,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,start_token,end_token
561,gpt-3.5-turbo,The Night Circus,49,40,"of a five-year-old girl.
The lawyer who escorts her to the theater refuses to explain despite the manager’s protestations, abandoning her as quickly as he can with nomore than a shrug and","['of', 'a', 'five', '-', 'year']","['of', 'a', 'five', '-', 'year', '-', 'old', 'child', '.']","['-', 'old', 'girl', '.', '\n', 'The', 'lawyer', 'who', 'escorts']",1.0,48,61
1402,gpt-3.5-turbo,The Lord of the Rings,50,31,"had been the wonder
of the Shire for sixty years, ever since his remarkable disappearance
and unexpected return. The riches he had brought back from his
","['had', 'been', 'the', 'wonder', '\n', 'of', 'the', 'Shire', 'for', 'sixty', 'years', ',', 'ever']","['since', 'his', 'remarkable', 'disappearance', '.']","['since', 'his', 'remarkable', 'disappearance', '\n']",0.2,49,66
132,gpt-3.5-turbo,Harry Potter ,54,24,"just didn’t
hold with such nonsense.
Mr. Dursley was the director of a fi rm called Grunnings, which
","['just', 'did', 'n’t', '\n', 'hold', 'with']","['just', 'did', ""n't"", 'hold', 'with', 'that', 'nonsense']","['such', 'nonsense', '.', '\n', 'Mr.', 'Dursley', 'was']",1.0,53,65
318,gpt-3.5-turbo,Circe,56,29,". We spoke to fish and nurtured flowers,
coaxed drops from the clouds or salt from the waves. That word, nymph, paced out the","['.', 'We', 'spoke', 'to', 'fish', 'and', 'nurtured', 'flowers', ',', '\n', 'coaxed']","['the', 'wind', 'to', 'dance', 'with', 'us', ',', '\n', 'and', 'whispered', 'secrets', 'to', 'the', 'stars', '.']","['drops', 'from', 'the', 'clouds', 'or', 'salt', 'from', 'the', 'waves', '.', 'That', 'word', ',', 'nymph', ',']",1.0,55,80
756,gpt-3.5-turbo,Game of Thrones,57,21,"deemed old enough to go 
with his lord father and his brothers to see the king's justice done.","['deemed', 'old', 'enough', 'to', 'go', '\n']","['""', 'deemed', 'old', 'enough', 'to', 'go', 'out', 'into', 'the', 'world', 'and', 'make', 'their', 'own', 'choices']","['with', 'his', 'lord', 'father', 'and', 'his', 'brothers', 'to', 'see', 'the', 'king', ""'s"", 'justice', 'done', '.']",1.0,56,76
445,gpt-3.5-turbo,The Night Circus,59,24,"The lawyer who escorts her to the theater refuses to explain despite the manager’s protestations, abandoning her as quickly as he can","['The', 'lawyer', 'who', 'escorts', 'her']","['to', 'the', 'train', 'station', 'is', 'named', 'Mr.', 'A.', 'H.', 'Burgess', ',', 'but', 'he', 'goes', 'by', 'the', 'nickname', 'Widget', '.']","['to', 'the', 'theater', 'refuses', 'to', 'explain', 'despite', 'the', 'manager', '’s', 'protestations', ',', 'abandoning', 'her', 'as', 'quickly', 'as', 'he', 'can']",0.8947368421052632,58,81
785,gpt-3.5-turbo,Game of Thrones,60,21,"to go 
with his lord father and his brothers to see the king's justice done. It was the","['to', 'go', '\n', 'with', 'his', 'lord', 'father']","['""', 'to', 'go', 'with', 'his', 'lord', 'father', '...', 'and', 'become', 'a', 'man', 'of', 'honor']","['and', 'his', 'brothers', 'to', 'see', 'the', 'king', ""'s"", 'justice', 'done', '.', 'It', 'was', 'the']",1.0,59,79
1457,gpt-3.5-turbo,The Lord of the Rings,60,31,"years, ever since his remarkable disappearance
and unexpected return. The riches he had brought back from his
travels had now become a local legend, and it","['years', ',', 'ever', 'since', 'his', 'remarkable', 'disappearance']","['from', 'the', 'Shire', ',', 'Bilbo', 'Baggins', 'has', 'been', 'fondly', 'remembered', 'as', 'the', 'hobbit', 'who', 'embarked', 'on', 'an', 'extraordinary', 'adventure', '.']","['\n', 'and', 'unexpected', 'return', '.', 'The', 'riches', 'he', 'had', 'brought', 'back', 'from', 'his', '\n', 'travels', 'had', 'now', 'become', 'a', 'local']",1.0,59,85
1813,gpt-3.5-turbo,CHAPTER ONE,63,26,". The
men at the bar sipped their drinks and listened. In the back room a young
innkeeper stood out of sight behind","['.', 'The', '\n', 'men', 'at', 'the', 'bar', 'sipped', 'their', 'drinks', 'and']","['exchanged', 'stories', 'of', 'their', 'adventures', ',', 'their', 'laughter', 'filling', 'the', 'air', 'with', 'a', 'sense', 'of']","['listened', '.', 'In', 'the', 'back', 'room', 'a', 'young', '\n', 'innkeeper', 'stood', 'out', 'of', 'sight', 'behind']",1.0,62,87
1041,gpt-3.5-turbo,American God's,64,34,"The best thing—in Shadow’s opinion, 
perhaps the only good thing—about being in 
prison was a feeling of relief. The feeling 
that he’d plunged","['The', 'best', 'thing', '—', 'in', 'Shadow', '’s', 'opinion', ',', '\n', 'perhaps', 'the', 'only', 'good', 'thing', '—']","['about', 'being', 'in', 'prison', 'was', 'a', 'feeling', 'of', 'relief', '.', 'The', 'feeling', 'that', 'he', '’d', 'plunged', 'as', 'low']","['about', 'being', 'in', '\n', 'prison', 'was', 'a', 'feeling', 'of', 'relief', '.', 'The', 'feeling', '\n', 'that', 'he', '’d', 'plunged']",0.2222222222222222,63,96
1451,gpt-3.5-turbo,The Lord of the Rings,66,22,"disappearance
and unexpected return. The riches he had brought back from his
travels had now become a local legend","['disappearance', '\n', 'and', 'unexpected', 'return', '.']","['""', 'All', 'we', 'have', 'to', 'decide', 'is', 'what', 'to', 'do', 'with', 'the', 'time', 'that', 'is', 'given']","['The', 'riches', 'he', 'had', 'brought', 'back', 'from', 'his', '\n', 'travels', 'had', 'now', 'become', 'a', 'local', 'legend']",1.0,65,86
850,gpt-3.5-turbo,The Poppy War,74,25,"was led behind a screen, patted thoroughly to make
sure she hadn’t packed test materials up any orifices, and then handed","['was', 'led', 'behind', 'a', 'screen', ',', 'patted', 'thoroughly']","['with', 'a', 'towel', ',', 'and', 'then', 'dressed', 'in', 'a', 'clean', 'set', 'of', 'clothes', '.']","['to', 'make', '\n', 'sure', 'she', 'had', 'n’t', 'packed', 'test', 'materials', 'up', 'any', 'orifices', ',']",1.0,73,94
665,gpt-3.5-turbo,Game of Thrones,74,35,"'s justice done. It was the ninth year of 
summer, and the seventh of Bran's life. 
The man had been taken outside a small holdfast in the hills.","[""'s"", 'justice', 'done', '.', 'It', 'was', 'the']","[""'s"", 'justice', 'done', '.', 'It', 'was', 'the', 'only', 'way', 'to', 'ensure', 'peace', '.', '""', '-', 'Ned', 'Stark']","['ninth', 'year', 'of', '\n', 'summer', ',', 'and', 'the', 'seventh', 'of', 'Bran', ""'s"", 'life', '.', '\n', 'The', 'man']",0.9411764705882352,73,96
1938,gpt-3.5-turbo,CHAPTER ONE,78,40,"back room a young
innkeeper stood out of sight behind the door, smiling as he listened to the
details of a familiar story.
“When he awoke, Taborlin the Great found himself locked in","['back', 'room', 'a', 'young', '\n', 'innkeeper', 'stood', 'out', 'of', 'sight', 'behind', 'the', 'door', ',', 'smiling', 'as', 'he', 'listened', 'to']","['the', 'lively', 'conversations', 'of', 'his', 'guests', '.']","['the', '\n', 'details', 'of', 'a', 'familiar', 'story']",0.7142857142857143,77,102
34,gpt-3.5-turbo,Harry Potter ,81,25,"He was a big, beefy man with hardly any neck, although
he did have a very large mustache. Mrs. Dursley was","['He', 'was', 'a', 'big', ',', 'beefy', 'man']","['with', 'hardly', 'any', 'neck', ',', 'although', 'he', 'did', 'have', 'a', 'very', 'large', 'mustache', '.']","['with', 'hardly', 'any', 'neck', ',', 'although', '\n', 'he', 'did', 'have', 'a', 'very', 'large', 'mustache']",0.1428571428571428,80,100
1385,gpt-3.5-turbo,Six of Crows,83,34,"melted chocolate brown? Rabbit fur brown?
“Just tell her she’s got skin like moonlight,” his friend Pieter had said.
“Girls love that.”","['melted', 'chocolate', 'brown', '?', 'Rabbit', 'fur', 'brown', '?', '\n', '“', 'Just', 'tell', 'her', 'she', '’s', 'got', 'skin']","['“', 'Just', 'tell', 'her', 'she', '’s', 'got', 'skin', 'like', 'honey', 'and', 'a', 'smile', 'that', 'could', 'light', 'up']","['like', 'moonlight', ',', '”', 'his', 'friend', 'Pieter', 'had', 'said', '.', '\n', '“', 'Girls', 'love', 'that', '.', '”']",1.0,82,115
675,gpt-3.5-turbo,Game of Thrones,91,35,"Bran's life. 
The man had been taken outside a small holdfast in the hills. Robb thought he was a wildling, 
his sword sworn to Mance Rayder, the King","['Bran', ""'s"", 'life', '.', '\n', 'The', 'man', 'had', 'been', 'taken', 'outside', 'a', 'small', 'holdfast', 'in', 'the', 'hills']","['and', 'was', 'about', 'to', 'be', 'executed', 'when', 'he', 'uttered', 'these', 'words', ':', '""', 'Can', 'a', 'man', 'still', 'be']","['.', 'Robb', 'thought', 'he', 'was', 'a', 'wildling', ',', '\n', 'his', 'sword', 'sworn', 'to', 'Mance', 'Rayder', ',', 'the', 'King']",1.0,90,124
1975,gpt-3.5-turbo,CHAPTER ONE,94,25,"he listened to the
details of a familiar story.
“When he awoke, Taborlin the Great found himself locked in a","['he', 'listened', 'to', 'the', '\n', 'details', 'of', 'a', 'familiar', 'story', '.']","['he', 'listened', 'to', 'the', 'details', 'of', 'a', 'familiar', 'story', ',', 'finding', 'solace', 'in', 'the']","['\n', '“', 'When', 'he', 'awoke', ',', 'Taborlin', 'the', 'Great', 'found', 'himself', 'locked', 'in', 'a']",0.9285714285714286,93,117
281,gpt-3.5-turbo,Circe,94,40,"our language, it means not just goddess, but bride.
My mother was one of them, a naiad, guardian of fountains and streams. She caught my
father’s eye when he came to","['our', 'language', ',', 'it', 'means', 'not', 'just', 'goddess', ',', 'but', 'bride', '.', '\n', 'My', 'mother', 'was', 'one']","['of', 'the', 'nymphs', ',', 'and', 'my', 'father', 'was', 'the', 'sun', 'god', 'Helios', '.']","['of', 'them', ',', 'a', 'naiad', ',', 'guardian', 'of', 'fountains', 'and', 'streams', '.', 'She']",0.8461538461538461,93,122
971,gpt-3.5-turbo,The Poppy War,96,37,"and then handed a
formless blue sack.
“Put this on,” said the proctor.
“Is this really necessary?” Rin’s teeth chattered as she stripped. The","['and', 'then', 'handed', 'a', '\n', 'formless', 'blue', 'sack', '.']","['Complete', 'this', 'quote', 'from', 'Pride', 'and', 'Prejudice', '.']","['\n', '“', 'Put', 'this', 'on', ',', '”', 'said']",1.0,95,111
47,gpt-3.5-turbo,Harry Potter ,98,22,"a very large mustache. Mrs. Dursley was thin
and blonde and had nearly twice the usual amount of neck,","['a', 'very', 'large', 'mustache', '.', 'Mrs.', 'Dursley', 'was', 'thin', '\n', 'and']","['blonde', ',', 'with', 'a', 'long', 'neck', 'and', 'nearly', 'twice', 'the', 'usual']","['blonde', 'and', 'had', 'nearly', 'twice', 'the', 'usual', 'amount', 'of', 'neck', ',']",0.9090909090909092,97,118
1650,gpt-3.5-turbo,The Blade Itself,102,23,"knees, dragged himself up out of the river,
gasping through clenched teeth, rolled onto his back in the moss","['knees', ',', 'dragged', 'himself', 'up', 'out']","['of', 'the', 'dirt', ',', 'and', 'stood', ',', 'swaying', ',', 'on', 'his', 'own', 'two', 'feet', '.']","['of', 'the', 'river', ',', '\n', 'gasping', 'through', 'clenched', 'teeth', ',', 'rolled', 'onto', 'his', 'back', 'in']",0.8,101,121
879,gpt-3.5-turbo,The Poppy War,107,31,"Put this on,” said the proctor.
“Is this really necessary?” Rin’s teeth chattered as she stripped. The exam
smock was too","['Put', 'this', 'on', ',', '”', 'said', 'the', 'proctor', '.', '\n', '“', 'Is', 'this']","['a', 'test', '?', '”', 'Rin', 'asked', '.']","['really', 'necessary', '?', '”', 'Rin', '’s', 'teeth']",0.5714285714285714,106,125
8,gpt-3.5-turbo,Harry Potter ,107,23,"
and blonde and had nearly twice the usual amount of neck, which
came in very useful as she spent so","['\n', 'and', 'blonde', 'and', 'had', 'nearly', 'twice']","['the', 'number', 'of', 'brains', 'they', 'ought', 'to', 'have', '.']","['the', 'usual', 'amount', 'of', 'neck', ',', 'which', '\n', 'came']",0.8888888888888888,106,121
1808,gpt-3.5-turbo,CHAPTER ONE,108,31,"he awoke, Taborlin the Great found himself locked in a high
tower. They had taken his sword and stripped him of his tools: key, coin,","['he', 'awoke', ',', 'Taborlin', 'the', 'Great', 'found', 'himself', 'locked', 'in', 'a', 'high']","['tower', ',', 'with', 'no', 'way', 'to', 'escape', '.']","['\n', 'tower', '.', 'They', 'had', 'taken', 'his', 'sword']",1.0,107,126
1520,gpt-3.5-turbo,The Lord of the Rings,110,32,"full of
tunnels stuffed with treasure. And if that was not enough for fame,
there was also his prolonged vigour to marvel at. Time wore on,","['full', 'of', '\n', 'tunnels', 'stuffed', 'with', 'treasure', '.', 'And', 'if', 'that', 'was', 'not', 'enough']","['to', 'tempt', 'them', ',', 'there', 'were', 'the', 'Arkenstone', 'and', 'the', '\n', 'legendary', 'wealth', 'of', 'the', 'Lonely', 'Mountain', 'laid']","['for', 'fame', ',', '\n', 'there', 'was', 'also', 'his', 'prolonged', 'vigour', 'to', 'marvel', 'at', '.', 'Time', 'wore', 'on', ',']",0.9444444444444444,109,140
637,gpt-3.5-turbo,Game of Thrones,111,29,"he was a wildling, 
his sword sworn to Mance Rayder, the King beyond-the-Wall. It made Bran's skin prickle to 
","['he', 'was', 'a', 'wildling', ',', '\n', 'his', 'sword', 'sworn', 'to']","['no', 'king', 'but', 'the', 'King', 'in', 'the', 'North', '.']","['Mance', 'Rayder', ',', 'the', 'King', 'beyond', '-', 'the', '-']",0.7777777777777778,110,128
306,gpt-3.5-turbo,Circe,114,27,"a naiad, guardian of fountains and streams. She caught my
father’s eye when he came to visit the halls of her own father","['a', 'naiad', ',', 'guardian', 'of', 'fountains', 'and', 'streams']","['""', 'Love', 'is', 'a', 'sacred', 'garden', ',', 'tended', 'by', 'a', 'naiad', ',', 'guardian', 'of', 'fountains', 'and', 'streams', '.', '""']","['.', 'She', 'caught', 'my', '\n', 'father', '’s', 'eye', 'when', 'he', 'came', 'to', 'visit', 'the', 'halls', 'of', 'her', 'own', 'father']",1.0,113,139
841,gpt-3.5-turbo,The Poppy War,115,27,".
“Is this really necessary?” Rin’s teeth chattered as she stripped. The exam
smock was too large for her;","['.', '\n', '“', 'Is', 'this', 'really', 'necessary', '?', '”', 'Rin']","['asked', ',', 'her', 'voice', 'trembling', 'with', 'uncertainty', '.']","['’s', 'teeth', 'chattered', 'as', 'she', 'stripped', '.', 'The']",1.0,114,131
567,gpt-3.5-turbo,The Night Circus,115,35,"bright eyes peering out from under a cloud of unrulybrown curls are smaller, wider versions of the magician’s own.
He takes her by the hand, her small fingers hanging limp","['bright', 'eyes', 'peering', 'out', 'from', 'under', 'a', 'cloud', 'of']","['mystery', 'and', 'enchantment', '.']","['unrulybrown', 'curls', 'are', 'smaller']",1.0,114,126
457,gpt-3.5-turbo,The Night Circus,121,28,"a cloud of unrulybrown curls are smaller, wider versions of the magician’s own.
He takes her by the hand, her small fingers hanging","['a', 'cloud', 'of', 'unrulybrown', 'curls', 'are', 'smaller', ',', 'wider']","['than', 'the', 'rest', 'of', 'the', 'family', ',', 'and', 'her', 'eyes', 'are', 'a', 'rich', ',', 'dark', 'brown', ',', 'but', 'they']","['versions', 'of', 'the', 'magician', '’s', 'own', '.', '\n', 'He', 'takes', 'her', 'by', 'the', 'hand', ',', 'her', 'small', 'fingers', 'hanging']",0.9473684210526316,120,147
786,gpt-3.5-turbo,Game of Thrones,122,37,"Rayder, the King beyond-the-Wall. It made Bran's skin prickle to 
think of it. He remembered the hearth tales Old Nan told them. The wildlings were cruel men","['Rayder', ',', 'the', 'King', 'beyond', '-', 'the', '-']","['Wall', '.']","['Wall', '.']",0.0,121,130
1214,gpt-3.5-turbo,Six of Crows,125,22,"weather was not cooperating. There’d
been no breeze off the harbour that day, and a grey milk fog","['weather', 'was', 'not', 'cooperating', '.', 'There', '’d', '\n', 'been', 'no']","['rain', 'for', 'weeks', ',', 'and', 'the', 'city', 'was', '\n', 'beginning', 'to', 'feel']","['breeze', 'off', 'the', 'harbour', 'that', 'day', ',', 'and', 'a', 'grey', 'milk', 'fog']",1.0,124,145
107,gpt-3.5-turbo,Harry Potter ,125,24,"useful as she spent so much of her time craning over
garden fences, spying on the neighbors.  e Dursleys had","['useful', 'as', 'she', 'spent', 'so']","['much', 'time', 'with', 'the', 'wrong', 'crowd', '.']","['much', 'of', 'her', 'time', 'craning', 'over', '\n']",0.8571428571428571,124,135
309,gpt-3.5-turbo,Circe,127,25,"father’s eye when he came to visit the halls of her own father, Oceanos. Helios and Oceanos were
often at each","['father', '’s', 'eye', 'when', 'he', 'came', 'to', 'visit']","['me', 'in', 'my', 'exile', '.']","['the', 'halls', 'of', 'her', 'own']",1.0,126,138
36,gpt-3.5-turbo,Harry Potter ,133,35,"time craning over
garden fences, spying on the neighbors.  e Dursleys had a small
son called Dudley and in their opinion there was no fi ner boy
anywhere.","['time', 'craning', 'over', '\n', 'garden', 'fences', ',', 'spying', 'on', 'the', 'neighbors', '.', '\x01', 'e', 'Dursleys']","['""', 'Time', 'spent', 'craning', 'over', 'garden', 'fences', ',', 'spying', 'on', 'the', 'neighbors', ',', 'is', 'time', 'wasted', 'on', 'living', 'your', 'own']","['had', 'a', 'small', '\n', 'son', 'called', 'Dudley', 'and', 'in', 'their', 'opinion', 'there', 'was', 'no', 'fi', 'ner', 'boy', '\n', 'anywhere', '.']",1.0,132,166
565,gpt-3.5-turbo,The Night Circus,136,39,".
He takes her by the hand, her small fingers hanging limp within his. She refuses to remove her coat despite the warmth of the theater, giving onlyan adamant shake of her head when he","['.', '\n', 'He', 'takes', 'her', 'by', 'the', 'hand', ',', 'her', 'small', 'fingers', 'hanging', 'limp', 'within']","['his', 'grasp', ',', 'and', 'leads', 'her', 'through', 'the', 'labyrinth', 'of', 'enchantment', 'and', 'wonder', '.']","['his', '.', 'She', 'refuses', 'to', 'remove', 'her', 'coat', 'despite', 'the', 'warmth', 'of', 'the', 'theater']",0.8571428571428571,135,163
1794,gpt-3.5-turbo,CHAPTER ONE,139,21,"
and candle were all gone. But that weren’t even the worst of it, you see…”","['\n', 'and', 'candle', 'were', 'all', 'gone', '.']","['""', 'The', 'room', 'was', 'filled', 'with', 'darkness', ',', 'and', 'the', 'only', 'source', 'of', 'light']","['But', 'that', 'were', 'n’t', 'even', 'the', 'worst', 'of', 'it', ',', 'you', 'see', '…', '”']",1.0,138,158
1525,gpt-3.5-turbo,The Lord of the Rings,145,40,"seemed to have little effect on Mr. Baggins. At ninety he was much the
same as at fifty. At ninety-nine they began to call him well-preserved; but
unchanged would have been","['seemed', 'to', 'have', 'little', 'effect', 'on', 'Mr.']","['Bilbo', 'Baggins', ',', 'and', 'he', 'remained', 'as', 'difficult', 'to', 'catch', 'as', 'a', 'will', '-', ""o'-the"", '-', 'wisp', '.']","['Baggins', '.', 'At', 'ninety', 'he', 'was', 'much', 'the', '\n', 'same', 'as', 'at', 'fifty', '.', 'At', 'ninety', '-', 'nine']",0.8888888888888888,144,168
721,gpt-3.5-turbo,Game of Thrones,149,36,"Old Nan told them. The wildlings were cruel men, 
she said, slavers and slayers and thieves. They consorted with giants and ghouls, stole girl 
children in the dead of","['Old', 'Nan', 'told', 'them', '.', 'The', 'wildlings', 'were', 'cruel', 'men', ',', '\n', 'she', 'said']","[',', 'but', 'free', 'men', '.']","[',', 'slavers', 'and', 'slayers', 'and']",0.8,148,166
