,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
133,gpt-3.5-turbo,Bohemian Rhapsody by Queen,2,22,"this the real life? Is this just fantasy?
Caught in a landslide, no escape from reality
Open","['this', 'the', 'real', 'life', '?', 'Is', 'this', 'just', 'fantasy', '?', '\n']","['Caught', 'in', 'a', 'landslide', ',', 'no', 'escape', 'from', 'reality', '.']","['Caught', 'in', 'a', 'landslide', ',', 'no', 'escape', 'from', 'reality', '\n']",0.1,"['Caught', 'in', 'a', 'landslide,', 'no', 'escape', 'from', 'reality.']","Caught in a landslide, no escape from reality
Open",tensor([[0.9890]]),9,"[tensor([[0.7751]]), tensor([[0.8151]]), tensor([[0.8224]]), tensor([[0.8427]]), tensor([[0.9555]]), tensor([[0.9483]]), tensor([[0.9821]]), tensor([[0.9810]]), tensor([[0.9890]])]",1,21
400,gpt-3.5-turbo,Waterloo Sunset by The Kinks,2,34,"old river, must you keep rolling
Flowing into the night?
People so busy, make me feel dizzy
Taxi light shines so bright
But I don't need","['old', 'river', ',', 'must', 'you', 'keep', 'rolling', '\n', 'Flowing', 'into', 'the', 'night', '?']","['For', 'in', 'dreams', 'we', 'enter', 'a', 'world', 'that', 'is', 'entirely', 'our', 'own', '.']","['\n', 'People', 'so', 'busy', ',', 'make', 'me', 'feel', 'dizzy', '\n', 'Taxi', 'light', 'shines']",1.0,"['For', 'in', 'dreams', 'we', 'enter', 'a', 'world', 'that', 'is', 'entirely', 'our', 'own.']","
People so busy, make me feel dizzy
Taxi light shines so bright
But I don't need",tensor([[0.8027]]),4,"[tensor([[0.7937]]), tensor([[0.7884]]), tensor([[0.7809]]), tensor([[0.8027]]), tensor([[0.7968]]), tensor([[0.7870]]), tensor([[0.7912]]), tensor([[0.8009]]), tensor([[0.7989]]), tensor([[0.7999]]), tensor([[0.7975]]), tensor([[0.7978]]), tensor([[0.7977]])]",1,26
766,gpt-3.5-turbo,Sweet Child O'Mine by Guns N' Roses,2,37,"'s got a smile that it seems to me
Reminds me of childhood memories
Where everything was as fresh as the bright blue sky
Now and then when I see her face
She","[""'s"", 'got', 'a', 'smile', 'that', 'it', 'seems', 'to', 'me', '\n', 'Reminds', 'me', 'of']","['childhood', 'memories', 'where', 'everything', 'was', 'as', 'fresh', 'as', 'the', 'bright', 'blue', 'sky', '.']","['childhood', 'memories', '\n', 'Where', 'everything', 'was', 'as', 'fresh', 'as', 'the', 'bright', 'blue', 'sky']",0.2307692307692307,"['childhood', 'memories', 'where', 'everything', 'was', 'as', 'fresh', 'as', 'the', 'bright', 'blue', 'sky.']","childhood memories
Where everything was as fresh as the bright blue sky
Now and then when I see her face
She",tensor([[0.9492]]),13,"[tensor([[0.7763]]), tensor([[0.8226]]), tensor([[0.8593]]), tensor([[0.8412]]), tensor([[0.8896]]), tensor([[0.8841]]), tensor([[0.8888]]), tensor([[0.9142]]), tensor([[0.9171]]), tensor([[0.9181]]), tensor([[0.9268]]), tensor([[0.9364]]), tensor([[0.9492]])]",1,26
1949,gpt-3.5-turbo,Hey Jude by the Beatles,2,22,"Jude, don't make it bad.
Take a sad song and make it better.
Remember to let","['Jude', ',', 'do', ""n't"", 'make', 'it', 'bad', '.', '\n', 'Take', 'a']","['sad', 'song', 'and', 'make', 'it', 'better', '.']","['sad', 'song', 'and', 'make', 'it', 'better', '.']",0.0,"['sad', 'song', 'and', 'make', 'it', 'better.']","sad song and make it better.
Remember to let",tensor([[0.9551]]),7,"[tensor([[0.7900]]), tensor([[0.8430]]), tensor([[0.8692]]), tensor([[0.9054]]), tensor([[0.9118]]), tensor([[0.9105]]), tensor([[0.9551]])]",1,18
1117,gpt-3.5-turbo,Billie Jean by Michael Jackson,2,32,"was more like a beauty queen from a movie scene
I said don't mind, but what do you mean, I am the one
Who will dance on","['was', 'more', 'like', 'a', 'beauty', 'queen', 'from', 'a']","['movie', 'scene', '.']","['movie', 'scene', '\n']",0.3333333333333333,"['movie', 'scene.']","movie scene
I said don't mind, but what do you mean, I am the one
Who will dance on",tensor([[0.8496]]),3,"[tensor([[0.7642]]), tensor([[0.7724]]), tensor([[0.8496]])]",1,11
1615,gpt-3.5-turbo,London Calling by The Clash,2,31,"calling to the faraway towns
Now war is declared and battle come down
London calling to the underworld
Come out of the cupboard, you boys and girls","['calling', 'to', 'the', 'faraway', 'towns', '\n', 'Now', 'war', 'is', 'declared']","['and', 'battle', 'come', 'down', '.']","['and', 'battle', 'come', 'down', '\n']",0.2,"['and', 'battle', 'come', 'down.']","and battle come down
London calling to the underworld
Come out of the cupboard, you boys and girls",tensor([[0.8729]]),5,"[tensor([[0.7622]]), tensor([[0.8032]]), tensor([[0.8351]]), tensor([[0.8627]]), tensor([[0.8729]])]",1,15
986,gpt-3.5-turbo,Hotel California by The Eagles,2,30,"a dark desert highway
Cool wind in my hair
Warm smell of colitas
Rising up through the air
Up ahead in the distance
I saw","['a', 'dark', 'desert', 'highway', '\n', 'Cool', 'wind']","['in', 'my', 'hair', ',', 'warm', 'smell', 'of', 'colitas', ',', 'rising', 'up', 'through', 'the', 'air', '.']","['in', 'my', 'hair', '\n', 'Warm', 'smell', 'of', 'colitas', '\n', 'Rising', 'up', 'through', 'the', 'air', '\n']",0.3333333333333333,"['in', 'my', 'hair,', 'warm', 'smell', 'of', 'colitas,', 'rising', 'up', 'through', 'the', 'air.']","in my hair
Warm smell of colitas
Rising up through the air
Up ahead in the distance
I saw",tensor([[0.9783]]),13,"[tensor([[0.7736]]), tensor([[0.7791]]), tensor([[0.8104]]), tensor([[0.8605]]), tensor([[0.8835]]), tensor([[0.9110]]), tensor([[0.9173]]), tensor([[0.9576]]), tensor([[0.9691]]), tensor([[0.9690]]), tensor([[0.9691]]), tensor([[0.9728]]), tensor([[0.9783]])]",1,22
1503,gpt-3.5-turbo,Imagine by John Lennon,2,29,"there's no heaven
It's easy if you try
No hell below us
Above us, only sky
Imagine all the people
Livin","['there', ""'s"", 'no', 'heaven', '\n', 'It', ""'s"", 'easy', 'if', 'you', 'try', '\n']","['No', 'hell', 'below', 'us', '\n', 'Above', 'us', 'only', 'sky']","['No', 'hell', 'below', 'us', '\n', 'Above', 'us', ',', 'only']",0.2222222222222222,"['No', 'hell', 'below', 'us\nAbove', 'us', 'only', 'sky']","No hell below us
Above us, only sky
Imagine all the people
Livin",tensor([[0.9336]]),8,"[tensor([[0.8018]]), tensor([[0.7626]]), tensor([[0.8514]]), tensor([[0.8720]]), tensor([[0.9001]]), tensor([[0.9059]]), tensor([[0.9174]]), tensor([[0.9336]])]",1,21
2626,gpt-3.5-turbo,God Save the Queen by the Sex Pistols,2,37,"save the queen
The fascist regime
They made you a moron
A potential H bomb
God save the queen
She's not a human being
and There's no future
","['save', 'the', 'queen', '\n', 'The', 'fascist', 'regime', '\n', 'They', 'made', 'you', 'a']","['morning', 'person', '\n', 'I', ""'m"", 'not', 'a', 'morning', 'person', ',', 'but', 'I', 'can', 'be', 'bribed', 'with', 'coffee', '.']","['moron', '\n', 'A', 'potential', 'H', 'bomb', '\n', 'God', 'save', 'the', 'queen', '\n', 'She', ""'s"", 'not', 'a', 'human', 'being']",1.0,"['morning', ""person\nI'm"", 'not', 'a', 'morning', 'person,', 'but', 'I', 'can', 'be', 'bribed', 'with', 'coffee.']","moron
A potential H bomb
God save the queen
She's not a human being
and There's no future
",tensor([[0.8203]]),6,"[tensor([[0.7843]]), tensor([[0.7549]]), tensor([[0.7888]]), tensor([[0.8088]]), tensor([[0.8171]]), tensor([[0.8203]]), tensor([[0.8165]]), tensor([[0.8069]]), tensor([[0.8083]]), tensor([[0.7979]]), tensor([[0.7997]]), tensor([[0.7984]]), tensor([[0.7945]]), tensor([[0.7743]])]",1,30
1363,gpt-3.5-turbo,Smells Like Teen Spirit by Nirvana,2,28,"up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
Oh","['up', 'on', 'guns', ',', 'bring', 'your', 'friends', '\n', 'It', ""'s"", 'fun', 'to', 'lose', 'and']","['to', 'pretend', '.']","['to', 'pretend', '\n']",0.3333333333333333,"['to', 'pretend.']","to pretend
She's over-bored and self-assured
Oh",tensor([[0.8923]]),3,"[tensor([[0.7641]]), tensor([[0.7773]]), tensor([[0.8923]])]",1,17
1013,gpt-3.5-turbo,Billie Jean by Michael Jackson,2,22,"was more like a beauty queen from a movie scene
I said don't mind, but what do you mean","['was', 'more', 'like', 'a', 'beauty', 'queen', 'from', 'a', 'movie', 'scene']","['that', ""'s"", 'what', 'makes', 'you', 'beautiful', '.']","['\n', 'I', 'said', 'do', ""n't"", 'mind', ',']",1.0,"[""that's"", 'what', 'makes', 'you', 'beautiful.']","
I said don't mind, but what do you mean",tensor([[0.7946]]),3,"[tensor([[0.7667]]), tensor([[0.7897]]), tensor([[0.7946]]), tensor([[0.7945]]), tensor([[0.7934]]), tensor([[0.7783]])]",1,17
372,gpt-3.5-turbo,I Can't Get No Satisfaction by Rolling Stones,2,37,"can't get no satisfaction
I can't get no satisfaction
'Cause I try, and I try, and I try, and I try
I can't get no, I ca","['ca', ""n't"", 'get', 'no', 'satisfaction', '\n', 'I', 'ca', ""n't"", 'get', 'no', 'satisfaction', '\n']","[""'Cause"", 'I', 'try', 'and', 'I', 'try', 'and', 'I', 'try', 'and', 'I', 'try', '\n', 'I', 'ca', ""n't"", 'get', 'no', ',', 'I', 'ca', ""n't"", 'get', 'no']","[""'Cause"", 'I', 'try', ',', 'and', 'I', 'try', ',', 'and', 'I', 'try', ',', 'and', 'I', 'try', '\n', 'I', 'ca', ""n't"", 'get', 'no', ',', 'I', 'ca']",0.25,"[""'Cause"", 'I', 'try', 'and', 'I', 'try', 'and', 'I', 'try', 'and', 'I', 'try\nI', ""can't"", 'get', 'no,', 'I', ""can't"", 'get', 'no']","'Cause I try, and I try, and I try, and I try
I can't get no, I ca",tensor([[0.9954]]),17,"[tensor([[0.7403]]), tensor([[0.7885]]), tensor([[0.8423]]), tensor([[0.9171]]), tensor([[0.9297]]), tensor([[0.9323]]), tensor([[0.9318]]), tensor([[0.9391]]), tensor([[0.9402]]), tensor([[0.9399]]), tensor([[0.9442]]), tensor([[0.9453]]), tensor([[0.9422]]), tensor([[0.9776]]), tensor([[0.9852]]), tensor([[0.9947]]), tensor([[0.9954]]), tensor([[0.9921]]), tensor([[0.9908]]), tensor([[0.9912]])]",1,37
1838,gpt-3.5-turbo,Hey Jude by the Beatles,2,23,"Jude, don't make it bad.
Take a sad song and make it better.
Remember to let her","['Jude', ',', 'do', ""n't"", 'make', 'it']","['bad', '.']","['bad', '.']",0.0,['bad.'],"bad.
Take a sad song and make it better.
Remember to let her",tensor([[0.8567]]),2,"[tensor([[0.7914]]), tensor([[0.8567]])]",1,8
1670,gpt-3.5-turbo,London Calling by The Clash,2,36,"calling to the faraway towns
Now war is declared and battle come down
London calling to the underworld
Come out of the cupboard, you boys and girls
London calling, now","['calling', 'to', 'the', 'faraway', 'towns', '\n', 'Now', 'war', 'is', 'declared', 'and']","['battle', 'come', 'down', '.']","['battle', 'come', 'down', '\n']",0.25,"['battle', 'come', 'down.']","battle come down
London calling to the underworld
Come out of the cupboard, you boys and girls
London calling, now",tensor([[0.8643]]),4,"[tensor([[0.7657]]), tensor([[0.8075]]), tensor([[0.8462]]), tensor([[0.8643]])]",1,15
2877,gpt-3.5-turbo,One by U2,2,30,"it getting better
Or do you feel the same?
Will it make it easier on you now
You got someone to blame?
You say","['it', 'getting', 'better', '\n', 'Or', 'do', 'you', 'feel', 'the', 'same', '?']","['that', 'is', 'the', 'question', ':', 'Whether', ""'"", 'tis', 'nobler', 'in', 'the', 'mind', 'to', 'suffer', 'The', 'slings', 'and', 'arrows', 'of']","['\n', 'Will', 'it', 'make', 'it', 'easier', 'on', 'you', 'now', '\n', 'You', 'got', 'someone', 'to', 'blame', '?', '\n', 'You', 'say']",1.0,"['that', 'is', 'the', 'question:', 'Whether', ""'tis"", 'nobler', 'in', 'the', 'mind', 'to', 'suffer', 'The', 'slings', 'and', 'arrows', 'of', 'outrageous', 'fortune,Or', 'to', 'take', 'arms', 'against', 'a', 'sea', 'of', 'troubles,And', 'by', 'opposing', 'end', 'them?']","
Will it make it easier on you now
You got someone to blame?
You say",tensor([[0.8288]]),18,"[tensor([[0.7939]]), tensor([[0.7972]]), tensor([[0.8068]]), tensor([[0.8008]]), tensor([[0.8134]]), tensor([[0.8089]]), tensor([[0.8038]]), tensor([[0.8235]]), tensor([[0.8257]]), tensor([[0.8258]]), tensor([[0.8255]]), tensor([[0.8279]]), tensor([[0.8243]]), tensor([[0.8266]]), tensor([[0.8252]]), tensor([[0.8275]]), tensor([[0.8272]]), tensor([[0.8288]]), tensor([[0.8272]]), tensor([[0.8208]]), tensor([[0.8185]]), tensor([[0.8188]]), tensor([[0.8154]]), tensor([[0.8183]]), tensor([[0.8182]]), tensor([[0.8048]]), tensor([[0.8112]]), tensor([[0.8143]]), tensor([[0.8149]]), tensor([[0.8178]]), tensor([[0.8136]]), tensor([[0.8116]])]",1,30
1518,gpt-3.5-turbo,Imagine by John Lennon,3,35,"'s no heaven
It's easy if you try
No hell below us
Above us, only sky
Imagine all the people
Livin' for today
Ah
Imagine","[""'s"", 'no', 'heaven', '\n', 'It', ""'s"", 'easy', 'if', 'you', 'try', '\n', 'No', 'hell', 'below', 'us', '\n', 'Above']","['us', 'only', 'sky', '.']","['us', ',', 'only', 'sky']",0.5,"['us', 'only', 'sky.']","us, only sky
Imagine all the people
Livin' for today
Ah
Imagine",tensor([[0.8955]]),4,"[tensor([[0.7962]]), tensor([[0.8015]]), tensor([[0.8487]]), tensor([[0.8955]])]",2,22
1023,gpt-3.5-turbo,Billie Jean by Michael Jackson,3,22,"more like a beauty queen from a movie scene
I said don't mind, but what do you mean,","['more', 'like', 'a', 'beauty', 'queen', 'from']","['a', 'movie', 'scene', '.']","['a', 'movie', 'scene', '\n']",0.25,"['a', 'movie', 'scene.']","a movie scene
I said don't mind, but what do you mean,",tensor([[0.8896]]),4,"[tensor([[0.7757]]), tensor([[0.7938]]), tensor([[0.8393]]), tensor([[0.8896]])]",2,11
1226,gpt-3.5-turbo,Smells Like Teen Spirit by Nirvana,3,26,"on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
","['on', 'guns', ',', 'bring', 'your', 'friends', '\n', 'It', ""'s"", 'fun', 'to', 'lose', 'and']","['to', 'pretend', '.']","['to', 'pretend', '\n']",0.3333333333333333,"['to', 'pretend.']","to pretend
She's over-bored and self-assured
",tensor([[0.8945]]),3,"[tensor([[0.7755]]), tensor([[0.7857]]), tensor([[0.8945]])]",2,17
432,gpt-3.5-turbo,Waterloo Sunset by The Kinks,3,33,"river, must you keep rolling
Flowing into the night?
People so busy, make me feel dizzy
Taxi light shines so bright
But I don't need","['river', ',', 'must', 'you', 'keep', 'rolling']","['all', 'the', 'time', 'into', 'the', 'sea', '?']","['\n', 'Flowing', 'into', 'the', 'night', '?', '\n']",0.7142857142857143,"['all', 'the', 'time', 'into', 'the', 'sea?']","
Flowing into the night?
People so busy, make me feel dizzy
Taxi light shines so bright
But I don't need",tensor([[0.8092]]),6,"[tensor([[0.7951]]), tensor([[0.7630]]), tensor([[0.7844]]), tensor([[0.8021]]), tensor([[0.8077]]), tensor([[0.8092]]), tensor([[0.8025]])]",2,14
1572,gpt-3.5-turbo,Imagine by John Lennon,3,32,"'s no heaven
It's easy if you try
No hell below us
Above us, only sky
Imagine all the people
Livin' for today
","[""'s"", 'no', 'heaven', '\n', 'It', ""'s"", 'easy', 'if', 'you', 'try']","['No', 'hell', 'below', 'us', '\n', 'Above', 'us', 'only', 'sky']","['\n', 'No', 'hell', 'below', 'us', '\n', 'Above', 'us', ',']",0.3333333333333333,"['No', 'hell', 'below', 'us\nAbove', 'us', 'only', 'sky']","
No hell below us
Above us, only sky
Imagine all the people
Livin' for today
",tensor([[0.9220]]),8,"[tensor([[0.7985]]), tensor([[0.7529]]), tensor([[0.8372]]), tensor([[0.8621]]), tensor([[0.8887]]), tensor([[0.8938]]), tensor([[0.9069]]), tensor([[0.9220]])]",2,20
