,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
1419,gpt-3.5-turbo,The Lord of the Rings,32,20,"was much talk and excitement in Hobbiton.
Bilbo was very rich and very peculiar, and had been","['was', 'much', 'talk', 'and', 'excitement', 'in', 'Hobbiton', '.', '\n', 'Bilbo']","['had', 'been', 'caught', 'up', 'in', 'an', 'adventure', ',', 'and', 'that']","['was', 'very', 'rich', 'and', 'very', 'peculiar', ',', 'and', 'had', 'been']",0.9,"['had', 'been', 'caught', 'up', 'in', 'an', 'adventure,', 'and', 'that', 'meant', 'something', 'in', 'those', 'parts.']","was very rich and very peculiar, and had been",tensor([[0.8325]]),7,"[tensor([[0.7369]]), tensor([[0.8233]]), tensor([[0.8263]]), tensor([[0.8100]]), tensor([[0.8060]]), tensor([[0.8154]]), tensor([[0.8325]]), tensor([[0.8189]]), tensor([[0.8255]]), tensor([[0.8293]]), tensor([[0.8298]]), tensor([[0.8221]]), tensor([[0.8243]]), tensor([[0.8293]]), tensor([[0.8286]])]",31,50
747,gpt-3.5-turbo,Game of Thrones,42,38,"
them, nervous with excitement. This was the first time he had been deemed old enough to go 
with his lord father and his brothers to see the king's justice done. It was","['\n', 'them', ',', 'nervous', 'with', 'excitement', '.', 'This', 'was', 'the', 'first']","['step', 'towards', 'independence', ',', 'a', 'journey', 'that', 'would', 'shape', 'the', 'course', 'of', 'their', 'lives', 'forever', '.']","['time', 'he', 'had', 'been', 'deemed', 'old', 'enough', 'to', 'go', '\n', 'with', 'his', 'lord', 'father', 'and', 'his']",1.0,"['step', 'towards', 'independence,', 'a', 'journey', 'that', 'would', 'shape', 'the', 'course', 'of', 'their', 'lives', 'forever.']","time he had been deemed old enough to go 
with his lord father and his brothers to see the king's justice done. It was",tensor([[0.8098]]),8,"[tensor([[0.7412]]), tensor([[0.7450]]), tensor([[0.7516]]), tensor([[0.7899]]), tensor([[0.7940]]), tensor([[0.7934]]), tensor([[0.8040]]), tensor([[0.8098]]), tensor([[0.7937]]), tensor([[0.8003]]), tensor([[0.7839]]), tensor([[0.7965]]), tensor([[0.7982]]), tensor([[0.7980]]), tensor([[0.7955]])]",41,67
204,gpt-3.5-turbo,Circe,44,25,"our powers
were so modest they could scarcely ensure our eternities. We spoke to fish and nurtured flowers,
coaxed drops from","['our', 'powers', '\n', 'were', 'so']","['prodigious', ',', 'I', 'would', 'not', '\n', 'in', 'any', 'part', 'omit', '\n', 'my', 'duties', 'there', '.']","['modest', 'they', 'could', 'scarcely', 'ensure', 'our', 'eternities', '.', 'We', 'spoke', 'to', 'fish', 'and', 'nurtured', 'flowers']",1.0,"['prodigious,', 'I', 'would', 'not\nin', 'any', 'part', 'omit\nmy', 'duties', 'there.']","modest they could scarcely ensure our eternities. We spoke to fish and nurtured flowers,
coaxed drops from",tensor([[0.7977]]),8,"[tensor([[0.7591]]), tensor([[0.7969]]), tensor([[0.7846]]), tensor([[0.7863]]), tensor([[0.7615]]), tensor([[0.7646]]), tensor([[0.7724]]), tensor([[0.7977]]), tensor([[0.7873]]), tensor([[0.7655]])]",43,62
602,gpt-3.5-turbo,Game of Thrones,44,24,", nervous with excitement. This was the first time he had been deemed old enough to go 
with his lord father and","[',', 'nervous', 'with', 'excitement', '.', 'This', 'was', 'the', 'first', 'time']","['I', 'had', 'ever', 'been', 'on', 'a', 'plane', ',', 'and', 'the', 'feeling', 'of', 'taking', 'off']","['he', 'had', 'been', 'deemed', 'old', 'enough', 'to', 'go', '\n', 'with', 'his', 'lord', 'father', 'and']",0.9285714285714286,"['I', 'had', 'ever', 'been', 'on', 'a', 'plane,', 'and', 'the', 'feeling', 'of', 'taking', 'off', 'was', 'exhilarating.']","he had been deemed old enough to go 
with his lord father and",tensor([[0.7898]]),3,"[tensor([[0.7262]]), tensor([[0.7718]]), tensor([[0.7898]]), tensor([[0.7628]]), tensor([[0.7674]]), tensor([[0.7607]]), tensor([[0.7782]]), tensor([[0.7517]]), tensor([[0.7524]]), tensor([[0.7588]]), tensor([[0.7513]]), tensor([[0.7580]]), tensor([[0.7604]]), tensor([[0.7549]]), tensor([[0.7535]]), tensor([[0.7338]])]",43,66
1729,gpt-3.5-turbo,The Blade Itself,45,26,". Light, blurry bright through leaves. This was
death? Then why did it hurt so much? His whole left side was","['.', 'Light', ',', 'blurry', 'bright', 'through', 'leaves', '.']","['The', 'world', 'is', 'full', 'of', 'magical', 'things', 'patiently', 'waiting', 'for', 'our', 'wits', 'to', 'grow', 'sharper', '.']","['This', 'was', '\n', 'death', '?', 'Then', 'why', 'did', 'it', 'hurt', 'so', 'much', '?', 'His', 'whole', 'left']",1.0,"['The', 'world', 'is', 'full', 'of', 'magical', 'things', 'patiently', 'waiting', 'for', 'our', 'wits', 'to', 'grow', 'sharper.']","This was
death? Then why did it hurt so much? His whole left side was",tensor([[0.8079]]),2,"[tensor([[0.7907]]), tensor([[0.8079]]), tensor([[0.7813]]), tensor([[0.7739]]), tensor([[0.7780]]), tensor([[0.7832]]), tensor([[0.7750]]), tensor([[0.7743]]), tensor([[0.7510]]), tensor([[0.7403]]), tensor([[0.7430]]), tensor([[0.7448]]), tensor([[0.7472]]), tensor([[0.7481]]), tensor([[0.7508]]), tensor([[0.7512]])]",44,67
1648,gpt-3.5-turbo,The Blade Itself,49,36,"bright through leaves. This was
death? Then why did it hurt so much? His whole left side was throbbing. He tried
to take a proper breath, choked, coughed","['bright', 'through', 'leaves', '.', 'This', 'was', '\n', 'death', '?', 'Then', 'why']","['do', 'we', 'mourn', '?']","['did', 'it', 'hurt', 'so']",1.0,"['do', 'we', 'mourn?']","did it hurt so much? His whole left side was throbbing. He tried
to take a proper breath, choked, coughed",tensor([[0.7907]]),4,"[tensor([[0.7836]]), tensor([[0.7838]]), tensor([[0.7693]]), tensor([[0.7907]])]",48,62
493,gpt-3.5-turbo,The Night Circus,55,37,"old girl.
The lawyer who escorts her to the theater refuses to explain despite the manager’s protestations, abandoning her as quickly as he can with nomore than a shrug and the tip of","['old', 'girl', '.', '\n', 'The', 'lawyer', 'who', 'escorts', 'her', 'to', 'the']","['gallows', 'is', 'her', 'father', '.']","['theater', 'refuses', 'to', 'explain', 'despite']",1.0,"['gallows', 'is', 'her', 'father.']","theater refuses to explain despite the manager’s protestations, abandoning her as quickly as he can with nomore than a shrug and the tip of",tensor([[0.7725]]),4,"[tensor([[0.7512]]), tensor([[0.7348]]), tensor([[0.7546]]), tensor([[0.7725]]), tensor([[0.7468]])]",54,69
1247,gpt-3.5-turbo,Six of Crows,73,35,"her eyes were brown –
lovely, dreamy … melted chocolate brown? Rabbit fur brown?
“Just tell her she’s got skin like moonlight,” his friend Pieter had","['her', 'eyes', 'were', 'brown', '–', '\n', 'lovely', ',', 'dreamy']","['and', 'deep', ',', 'but', 'at', 'the', 'same', 'time', 'they', 'seemed', 'to', 'have', 'a', 'kind', 'of', 'divine', 'light', 'in', 'them', '.']","['…', 'melted', 'chocolate', 'brown', '?', 'Rabbit', 'fur', 'brown', '?', '\n', '“', 'Just', 'tell', 'her', 'she', '’s', 'got', 'skin', 'like', 'moonlight']",1.0,"['and', 'deep,', 'but', 'at', 'the', 'same', 'time', 'they', 'seemed', 'to', 'have', 'a', 'kind', 'of', 'divine', 'light', 'in', 'them.']","… melted chocolate brown? Rabbit fur brown?
“Just tell her she’s got skin like moonlight,” his friend Pieter had",tensor([[0.7947]]),17,"[tensor([[0.7729]]), tensor([[0.7854]]), tensor([[0.7791]]), tensor([[0.7740]]), tensor([[0.7749]]), tensor([[0.7729]]), tensor([[0.7758]]), tensor([[0.7777]]), tensor([[0.7748]]), tensor([[0.7694]]), tensor([[0.7679]]), tensor([[0.7705]]), tensor([[0.7759]]), tensor([[0.7844]]), tensor([[0.7770]]), tensor([[0.7856]]), tensor([[0.7947]]), tensor([[0.7908]]), tensor([[0.7920]])]",72,100
1366,gpt-3.5-turbo,Six of Crows,74,25,"eyes were brown –
lovely, dreamy … melted chocolate brown? Rabbit fur brown?
“Just tell her she’s got","['eyes', 'were', 'brown', '–', '\n', 'lovely', ',', 'dreamy', '…', 'melted', 'chocolate']","['that', 'seemed', 'to', 'love', 'her', ',', 'and', 'she', 'loved', 'it', '.']","['brown', '?', 'Rabbit', 'fur', 'brown', '?', '\n', '“', 'Just', 'tell', 'her']",1.0,"['that', 'seemed', 'to', 'love', 'her,', 'and', 'she', 'loved', 'it.']","brown? Rabbit fur brown?
“Just tell her she’s got",tensor([[0.7908]]),2,"[tensor([[0.7656]]), tensor([[0.7908]]), tensor([[0.7483]]), tensor([[0.7620]]), tensor([[0.7538]]), tensor([[0.7848]]), tensor([[0.7797]]), tensor([[0.7825]]), tensor([[0.7777]]), tensor([[0.7684]])]",73,94
1375,gpt-3.5-turbo,Six of Crows,75,38,"were brown –
lovely, dreamy … melted chocolate brown? Rabbit fur brown?
“Just tell her she’s got skin like moonlight,” his friend Pieter had said.
“Girls","['were', 'brown', '–', '\n', 'lovely', ',', 'dreamy', '…', 'melted', 'chocolate', 'brown', '?', 'Rabbit', 'fur', 'brown', '?', '\n']","['that', 'is', 'the', 'question', ':', 'Whether', ""'"", 'tis', 'nobler', 'in', 'the', 'mind', 'to', 'suffer', 'The', 'slings', 'and', 'arrows', 'of', 'outrageous', 'fortune']","['“', 'Just', 'tell', 'her', 'she', '’s', 'got', 'skin', 'like', 'moonlight', ',', '”', 'his', 'friend', 'Pieter', 'had', 'said', '.', '\n', '“', 'Girls']",1.0,"['that', 'is', 'the', 'question:', 'Whether', ""'tis"", 'nobler', 'in', 'the', 'mind', 'to', 'suffer', 'The', 'slings', 'and', 'arrows', 'of', 'outrageous', 'fortune,', 'Or', 'to', 'take', 'arms', 'against', 'a', 'sea', 'of', 'troubles,', 'And', 'by', 'opposing', 'end', 'them?']","“Just tell her she’s got skin like moonlight,” his friend Pieter had said.
“Girls",tensor([[0.7862]]),2,"[tensor([[0.7663]]), tensor([[0.7862]]), tensor([[0.7751]]), tensor([[0.7600]]), tensor([[0.7528]]), tensor([[0.7556]]), tensor([[0.7514]]), tensor([[0.7695]]), tensor([[0.7666]]), tensor([[0.7689]]), tensor([[0.7649]]), tensor([[0.7608]]), tensor([[0.7591]]), tensor([[0.7624]]), tensor([[0.7528]]), tensor([[0.7549]]), tensor([[0.7602]]), tensor([[0.7618]]), tensor([[0.7624]]), tensor([[0.7504]]), tensor([[0.7555]]), tensor([[0.7562]]), tensor([[0.7582]]), tensor([[0.7599]]), tensor([[0.7587]]), tensor([[0.7606]]), tensor([[0.7638]]), tensor([[0.7636]]), tensor([[0.7543]]), tensor([[0.7538]]), tensor([[0.7558]]), tensor([[0.7549]]), tensor([[0.7531]]), tensor([[0.7486]])]",74,111
614,gpt-3.5-turbo,Game of Thrones,75,39,"justice done. It was the ninth year of 
summer, and the seventh of Bran's life. 
The man had been taken outside a small holdfast in the hills. Robb thought he was a","['justice', 'done', '.', 'It', 'was', 'the', 'ninth', 'year', 'of', '\n', 'summer', ',', 'and', 'the', 'seventh', 'of', 'Bran']","['Stark', ""'s"", 'reign', '.']","[""'s"", 'life', '.', '\n']",0.75,"[""Stark's"", 'reign.']","'s life. 
The man had been taken outside a small holdfast in the hills. Robb thought he was a",tensor([[0.7712]]),2,"[tensor([[0.7362]]), tensor([[0.7712]]), tensor([[0.7660]])]",74,94
524,gpt-3.5-turbo,The Night Circus,85,22,"than a shrug and the tip of a hat.
The theater manager does not need to read the envelope to","['than', 'a', 'shrug', 'and', 'the', 'tip', 'of', 'a', 'hat', '.', '\n']","['that', 'is', 'the', 'question', ':', 'Whether', ""'"", 'tis', 'nobler', 'in', 'the']","['The', 'theater', 'manager', 'does', 'not', 'need', 'to', 'read', 'the', 'envelope', 'to']",1.0,"['that', 'is', 'the', 'question:', 'Whether', ""'tis"", 'nobler', 'in', 'the', 'mind', 'to', 'suffer', 'The', 'slings', 'and', 'arrows', 'of', 'outrageous', 'fortune,Or', 'to', 'take', 'arms', 'against', 'a', 'sea', 'of', 'troubles,And', 'by', 'opposing', 'end', 'them?']",The theater manager does not need to read the envelope to,tensor([[0.7605]]),9,"[tensor([[0.7472]]), tensor([[0.7332]]), tensor([[0.7337]]), tensor([[0.7356]]), tensor([[0.7499]]), tensor([[0.7425]]), tensor([[0.7449]]), tensor([[0.7548]]), tensor([[0.7605]]), tensor([[0.7598]]), tensor([[0.7449]]), tensor([[0.7429]]), tensor([[0.7310]]), tensor([[0.7325]]), tensor([[0.7430]]), tensor([[0.7398]]), tensor([[0.7392]]), tensor([[0.7390]]), tensor([[0.7353]]), tensor([[0.7367]]), tensor([[0.7368]]), tensor([[0.7378]]), tensor([[0.7405]]), tensor([[0.7349]]), tensor([[0.7371]]), tensor([[0.7298]]), tensor([[0.7339]]), tensor([[0.7330]]), tensor([[0.7318]]), tensor([[0.7295]]), tensor([[0.7279]]), tensor([[0.7298]])]",84,105
408,gpt-3.5-turbo,The Night Circus,85,30,"than a shrug and the tip of a hat.
The theater manager does not need to read the envelope to know who the girl is for. The","['than', 'a', 'shrug', 'and', 'the']","['world', 'will', 'shrug', 'back', '.']","['tip', 'of', 'a', 'hat', '.']",0.8,"['world', 'will', 'shrug', 'back.']","tip of a hat.
The theater manager does not need to read the envelope to know who the girl is for. The",tensor([[0.7779]]),1,"[tensor([[0.7779]]), tensor([[0.7092]]), tensor([[0.7357]]), tensor([[0.7574]]), tensor([[0.7463]])]",84,93
88,gpt-3.5-turbo,Harry Potter ,91,24,"neck, although
he did have a very large mustache. Mrs. Dursley was thin
and blonde and had nearly twice the","['neck', ',', 'although', '\n', 'he', 'did', 'have', 'a', 'very', 'large', 'mustache', '.']","['the', 'greatest', 'glory', 'in', 'living', 'lies', 'not', 'in', 'never', 'falling', ',', 'but']","['Mrs.', 'Dursley', 'was', 'thin', '\n', 'and', 'blonde', 'and', 'had', 'nearly', 'twice', 'the']",1.0,"['the', 'greatest', 'glory', 'in', 'living', 'lies', 'not', 'in', 'never', 'falling,', 'but', 'in', 'rising', 'every', 'time', 'we', 'fall.']","Mrs. Dursley was thin
and blonde and had nearly twice the",tensor([[0.7667]]),13,"[tensor([[0.7475]]), tensor([[0.7649]]), tensor([[0.7420]]), tensor([[0.7295]]), tensor([[0.7298]]), tensor([[0.7454]]), tensor([[0.7599]]), tensor([[0.7634]]), tensor([[0.7656]]), tensor([[0.7651]]), tensor([[0.7532]]), tensor([[0.7623]]), tensor([[0.7667]]), tensor([[0.7592]]), tensor([[0.7598]]), tensor([[0.7578]]), tensor([[0.7586]]), tensor([[0.7391]])]",90,113
87,gpt-3.5-turbo,Harry Potter ,94,30,"
he did have a very large mustache. Mrs. Dursley was thin
and blonde and had nearly twice the usual amount of neck, which
came in","['\n', 'he', 'did', 'have', 'a', 'very']","['good', 'point', '.']","['large', 'mustache', '.']",0.6666666666666666,"['good', 'point.']","large mustache. Mrs. Dursley was thin
and blonde and had nearly twice the usual amount of neck, which
came in",tensor([[0.7564]]),1,"[tensor([[0.7564]]), tensor([[0.7138]]), tensor([[0.7529]])]",93,101
