,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
1030,gpt-3.5-turbo,1790 State of the Union Address George Washington ,26,37,congratulations on the favorable prospects which continue to distinguish our public affairs. The abundant fruits of another year have blessed our country with plenty and with the means of a flourishing commerce. The progress of,"['congratulations', 'on', 'the', 'favorable', 'prospects', 'which', 'continue', 'to', 'distinguish', 'our', 'public', 'affairs', '.', 'The', 'abundant']","['harvest', 'of', 'our', 'peaceful', 'industry', 'will', 'serve', 'to', 'alleviate', 'the', 'sufferings', 'of', 'our', 'fellow', 'citizens', 'and', 'to', 'strengthen', 'the', 'bonds', 'of', 'our']","['fruits', 'of', 'another', 'year', 'have', 'blessed', 'our', 'country', 'with', 'plenty', 'and', 'with', 'the', 'means', 'of', 'a', 'flourishing', 'commerce', '.', 'The', 'progress', 'of']",0.9545454545454546,"['harvest', 'of', 'our', 'peaceful', 'industry', 'will', 'serve', 'to', 'alleviate', 'the', 'sufferings', 'of', 'our', 'fellow', 'citizens', 'and', 'to', 'strengthen', 'the', 'bonds', 'of', 'our', 'Union.']",fruits of another year have blessed our country with plenty and with the means of a flourishing commerce. The progress of,tensor([[0.8564]]),20,"[tensor([[0.7550]]), tensor([[0.7666]]), tensor([[0.7842]]), tensor([[0.8004]]), tensor([[0.8238]]), tensor([[0.8279]]), tensor([[0.8338]]), tensor([[0.8322]]), tensor([[0.8393]]), tensor([[0.8476]]), tensor([[0.8503]]), tensor([[0.8372]]), tensor([[0.8401]]), tensor([[0.8417]]), tensor([[0.8370]]), tensor([[0.8468]]), tensor([[0.8502]]), tensor([[0.8496]]), tensor([[0.8511]]), tensor([[0.8564]]), tensor([[0.8466]]), tensor([[0.8508]]), tensor([[0.8528]]), tensor([[0.8508]])]",25,61
975,gpt-3.5-turbo,2020 State of the Union ,27,35,", we launched the great American comeback. Tonight, I stand before you to share the incredible results. Jobs are booming, incomes are soaring, poverty is plummeting, crime is falling","[',', 'we', 'launched', 'the', 'great', 'American', 'comeback', '.', 'Tonight', ',', 'I', 'stand']","['before', 'you', 'to', 'officially', 'launch', 'my', 'campaign', 'for', 'a', 'second', 'term', 'as', 'President', 'of', 'the', 'United', 'States', '.']","['before', 'you', 'to', 'share', 'the', 'incredible', 'results', '.', 'Jobs', 'are', 'booming', ',', 'incomes', 'are', 'soaring', ',', 'poverty', 'is']",0.8333333333333334,"['before', 'you', 'to', 'officially', 'launch', 'my', 'campaign', 'for', 'a', 'second', 'term', 'as', 'President', 'of', 'the', 'United', 'States.']","before you to share the incredible results. Jobs are booming, incomes are soaring, poverty is plummeting, crime is falling",tensor([[0.8027]]),17,"[tensor([[0.7966]]), tensor([[0.7941]]), tensor([[0.7802]]), tensor([[0.7953]]), tensor([[0.7928]]), tensor([[0.7848]]), tensor([[0.7896]]), tensor([[0.7821]]), tensor([[0.7893]]), tensor([[0.7899]]), tensor([[0.7925]]), tensor([[0.7932]]), tensor([[0.7905]]), tensor([[0.7990]]), tensor([[0.7998]]), tensor([[0.7961]]), tensor([[0.8027]]), tensor([[0.7998]])]",26,55
1896,gpt-3.5-turbo,1984 State of the Union Address Ronald Reagan ,27,37,"-honored tradition, I have come to report to you on the state of the Union, and I'm pleased to report that America is much improved, and there's good reason to believe","['-', 'honored', 'tradition', ',', 'I', 'have', 'come', 'to', 'report', 'to', 'you', 'on']","['the', 'state', 'of', 'our', 'union', '.']","['the', 'state', 'of', 'the', 'Union', ',']",0.5,"['the', 'state', 'of', 'our', 'union.']","the state of the Union, and I'm pleased to report that America is much improved, and there's good reason to believe",tensor([[0.8704]]),6,"[tensor([[0.7501]]), tensor([[0.7746]]), tensor([[0.8018]]), tensor([[0.8113]]), tensor([[0.8193]]), tensor([[0.8704]])]",26,43
1445,gpt-3.5-turbo,1961 State of the Union Address ,31,36,"Washington--and this House is my oldest home. It was here, more than 14 years ago, that I first took the oath of Federal office. It was here, for 14","['Washington', '--', 'and', 'this', 'House', 'is', 'my', 'oldest', 'home', '.', 'It', 'was']","['here', 'that', 'I', 'was', 'first', 'sworn', 'to', 'uphold', 'the', 'Constitution', 'as', 'an', 'elected', 'representative', 'of', 'the', 'people', '.']","['here', ',', 'more', 'than', '14', 'years', 'ago', ',', 'that', 'I', 'first', 'took', 'the', 'oath', 'of', 'Federal', 'office', '.']",0.8333333333333334,"['here', 'that', 'I', 'was', 'first', 'sworn', 'to', 'uphold', 'the', 'Constitution', 'as', 'an', 'elected', 'representative', 'of', 'the', 'people.']","here, more than 14 years ago, that I first took the oath of Federal office. It was here, for 14",tensor([[0.9070]]),14,"[tensor([[0.7488]]), tensor([[0.7642]]), tensor([[0.7599]]), tensor([[0.7898]]), tensor([[0.8158]]), tensor([[0.8387]]), tensor([[0.8948]]), tensor([[0.8928]]), tensor([[0.8853]]), tensor([[0.8865]]), tensor([[0.9027]]), tensor([[0.9004]]), tensor([[0.9016]]), tensor([[0.9070]]), tensor([[0.9040]]), tensor([[0.9021]]), tensor([[0.9025]]), tensor([[0.9003]])]",30,59
1834,gpt-3.5-turbo,1984 State of the Union Address Ronald Reagan ,32,31,"have come to report to you on the state of the Union, and I'm pleased to report that America is much improved, and there's good reason to","['have', 'come', 'to', 'report', 'to', 'you']","['that', 'the', 'world', 'is', 'round', '.']","['on', 'the', 'state', 'of', 'the', 'Union']",0.8333333333333334,"['that', 'the', 'world', 'is', 'round.']","on the state of the Union, and I'm pleased to report that America is much improved, and there's good reason to",tensor([[0.7767]]),5,"[tensor([[0.7385]]), tensor([[0.7518]]), tensor([[0.7577]]), tensor([[0.7704]]), tensor([[0.7767]]), tensor([[0.7743]])]",31,42
336,gpt-3.5-turbo,2007 State of the Union Address George W. Bush ,36,22,": Madam Speaker In his day, the late Congressman Thomas D'Alesandro, Jr. from Baltimore, Maryland, saw Presidents Roosevelt","[':', 'Madam', 'Speaker', 'In', 'his', 'day', ',', 'the', 'late', 'Congressman']","['John', 'Lewis', 'often', 'quoted', 'the', 'words', 'of', 'Dr.', 'Martin', 'Luther', 'King', 'Jr.']","['Thomas', ""D'Alesandro"", ',', 'Jr.', 'from', 'Baltimore', ',', 'Maryland', ',', 'saw', 'Presidents', 'Roosevelt']",1.0,"['John', 'Lewis', 'often', 'quoted', 'the', 'words', 'of', 'Dr.', 'Martin', 'Luther', 'King', 'Jr.,', 'who', 'said,', '""The', 'arc', 'of', 'the', 'moral', 'universe', 'is', 'long,', 'but', 'it', 'bends', 'toward', 'justice.""']","Thomas D'Alesandro, Jr. from Baltimore, Maryland, saw Presidents Roosevelt",tensor([[0.7934]]),18,"[tensor([[0.7463]]), tensor([[0.7223]]), tensor([[0.7459]]), tensor([[0.7584]]), tensor([[0.7724]]), tensor([[0.7749]]), tensor([[0.7744]]), tensor([[0.7764]]), tensor([[0.7784]]), tensor([[0.7810]]), tensor([[0.7761]]), tensor([[0.7866]]), tensor([[0.7812]]), tensor([[0.7890]]), tensor([[0.7894]]), tensor([[0.7868]]), tensor([[0.7881]]), tensor([[0.7934]]), tensor([[0.7925]]), tensor([[0.7798]]), tensor([[0.7727]]), tensor([[0.7693]]), tensor([[0.7702]]), tensor([[0.7708]]), tensor([[0.7702]]), tensor([[0.7715]]), tensor([[0.7723]]), tensor([[0.7631]])]",35,56
1404,gpt-3.5-turbo,1961 State of the Union Address ,40,35,". It was here, more than 14 years ago, that I first took the oath of Federal office. It was here, for 14 years, that I gained both knowledge and","['.', 'It', 'was', 'here', ',', 'more', 'than']","['anywhere', 'else', ',', 'that', 'I', 'realized', 'that', 'I', 'had', 'been', 'truly', 'happy', '.']","['14', 'years', 'ago', ',', 'that', 'I', 'first', 'took', 'the', 'oath', 'of', 'Federal', 'office']",0.8461538461538461,"['anywhere', 'else,', 'that', 'I', 'realized', 'that', 'I', 'had', 'been', 'truly', 'happy.']","14 years ago, that I first took the oath of Federal office. It was here, for 14 years, that I gained both knowledge and",tensor([[0.8317]]),11,"[tensor([[0.7465]]), tensor([[0.7436]]), tensor([[0.7340]]), tensor([[0.7391]]), tensor([[0.7671]]), tensor([[0.8092]]), tensor([[0.8180]]), tensor([[0.8227]]), tensor([[0.8299]]), tensor([[0.8294]]), tensor([[0.8317]]), tensor([[0.8011]])]",39,58
305,gpt-3.5-turbo,2007 State of the Union Address George W. Bush ,43,20,"the late Congressman Thomas D'Alesandro, Jr. from Baltimore, Maryland, saw Presidents Roosevelt and Truman at this rostrum","['the', 'late', 'Congressman', 'Thomas', ""D'Alesandro"", ',', 'Jr.', 'from']","['Maryland', ',', 'once', 'said', ',', '""', 'The', 'only', 'thing', 'we', 'have', 'to']","['Baltimore', ',', 'Maryland', ',', 'saw', 'Presidents', 'Roosevelt', 'and', 'Truman', 'at', 'this', 'rostrum']",0.9166666666666666,"['Maryland,', 'once', 'said,', '""The', 'only', 'thing', 'we', 'have', 'to', 'fear', 'is', 'fear', 'itself.""']","Baltimore, Maryland, saw Presidents Roosevelt and Truman at this rostrum",tensor([[0.8402]]),2,"[tensor([[0.7460]]), tensor([[0.8402]]), tensor([[0.8361]]), tensor([[0.8364]]), tensor([[0.8328]]), tensor([[0.8239]]), tensor([[0.8186]]), tensor([[0.8195]]), tensor([[0.8158]]), tensor([[0.8180]]), tensor([[0.8137]]), tensor([[0.8089]]), tensor([[0.8088]]), tensor([[0.7887]])]",42,61
1930,gpt-3.5-turbo,1984 State of the Union Address Ronald Reagan ,44,20,", and I'm pleased to report that America is much improved, and there's good reason to believe","[',', 'and', 'I', ""'m"", 'pleased']","['to', 'call', 'myself', 'a', 'bot', '.']","['to', 'report', 'that', 'America', 'is', 'much']",0.8333333333333334,"['to', 'call', 'myself', 'a', 'bot.']","to report that America is much improved, and there's good reason to believe",tensor([[0.8060]]),6,"[tensor([[0.7407]]), tensor([[0.7601]]), tensor([[0.7722]]), tensor([[0.7858]]), tensor([[0.7964]]), tensor([[0.8060]])]",43,53
1597,gpt-3.5-turbo,2000 State of the Union address ,56,26,"threats. Never before have we had such a blessed opportunity and, therefore, such a profound obligation to build the more perfect Union of","['threats', '.', 'Never', 'before', 'have', 'we', 'had', 'such', 'a', 'blessed', 'opportunity']","['to', 'create', 'a', 'better', 'world', 'for', 'all', 'of', 'humanity', '.']","['and', ',', 'therefore', ',', 'such', 'a', 'profound', 'obligation', 'to', 'build']",1.0,"['to', 'create', 'a', 'better', 'world', 'for', 'all', 'of', 'humanity.']","and, therefore, such a profound obligation to build the more perfect Union of",tensor([[0.8533]]),5,"[tensor([[0.7545]]), tensor([[0.7659]]), tensor([[0.8093]]), tensor([[0.8207]]), tensor([[0.8533]]), tensor([[0.8417]]), tensor([[0.8435]]), tensor([[0.8346]]), tensor([[0.8457]]), tensor([[0.8365]])]",55,75
501,gpt-3.5-turbo,1862 State of the Union Address ,56,28,"gives us, trusting that in His own good time and wise way all will yet be well. The correspondence touching foreign affairs which has taken place","['gives', 'us', ',', 'trusting', 'that']","['we', 'will', 'find', 'our', 'way', '.', '""', '-', 'J.K.', 'Rowling']","['in', 'His', 'own', 'good', 'time', 'and', 'wise', 'way', 'all', 'will']",1.0,"['we', 'will', 'find', 'our', 'way.""', '-', 'J.K.', 'Rowling']",in His own good time and wise way all will yet be well. The correspondence touching foreign affairs which has taken place,tensor([[0.7921]]),9,"[tensor([[0.7511]]), tensor([[0.7655]]), tensor([[0.7675]]), tensor([[0.7847]]), tensor([[0.7908]]), tensor([[0.7825]]), tensor([[0.7824]]), tensor([[0.7914]]), tensor([[0.7921]])]",55,69
782,gpt-3.5-turbo,1902 State of the Union Address Theodore Roosevelt ,61,27,There will undoubtedly be periods of depression. The wave will recede; but the tide will advance. This Nation is seated on a continent flanked,"['There', 'will', 'undoubtedly', 'be', 'periods']","['of', 'frustration', 'and', 'setbacks', ',', 'but', 'those', 'who', 'persevere', 'and', 'stay', 'committed', 'to', 'their', 'goals', 'are', 'the', 'ones', 'who', 'ultimately', 'achieve', 'success']","['of', 'depression', '.', 'The', 'wave', 'will', 'recede', ';', 'but', 'the', 'tide', 'will', 'advance', '.', 'This', 'Nation', 'is', 'seated', 'on', 'a', 'continent', 'flanked']",0.9545454545454546,"['of', 'frustration', 'and', 'setbacks,', 'but', 'those', 'who', 'persevere', 'and', 'stay', 'committed', 'to', 'their', 'goals', 'are', 'the', 'ones', 'who', 'ultimately', 'achieve', 'success.']",of depression. The wave will recede; but the tide will advance. This Nation is seated on a continent flanked,tensor([[0.8406]]),12,"[tensor([[0.7779]]), tensor([[0.7963]]), tensor([[0.8066]]), tensor([[0.8171]]), tensor([[0.8300]]), tensor([[0.8270]]), tensor([[0.8296]]), tensor([[0.8353]]), tensor([[0.8300]]), tensor([[0.8329]]), tensor([[0.8343]]), tensor([[0.8406]]), tensor([[0.8393]]), tensor([[0.8369]]), tensor([[0.8379]]), tensor([[0.8329]]), tensor([[0.8342]]), tensor([[0.8376]]), tensor([[0.8382]]), tensor([[0.8401]]), tensor([[0.8394]]), tensor([[0.8258]])]",60,86
885,gpt-3.5-turbo,2020 State of the Union ,62,28,", confidence is surging, and our country is thriving and highly respected again. America’s enemies are on the run, America’s fortunes are on","[',', 'confidence', 'is', 'surging', ',', 'and', 'our']","[',', 'confidence', 'is', 'surging', ',', 'and', 'our', 'dreams', 'are', 'within', 'reach', '.', '""', '-', 'A.P.J.', 'Abdul', 'Kalam']","['country', 'is', 'thriving', 'and', 'highly', 'respected', 'again', '.', 'America', '’s', 'enemies', 'are', 'on', 'the', 'run', ',', 'America']",1.0,"[',', 'confidence', 'is', 'surging,', 'and', 'our', 'dreams', 'are', 'within', 'reach.""', '-', 'A.P.J.', 'Abdul', 'Kalam']","country is thriving and highly respected again. America’s enemies are on the run, America’s fortunes are on",tensor([[0.8402]]),15,"[tensor([[0.7695]]), tensor([[0.8068]]), tensor([[0.8040]]), tensor([[0.7976]]), tensor([[0.8274]]), tensor([[0.8303]]), tensor([[0.8331]]), tensor([[0.8344]]), tensor([[0.8349]]), tensor([[0.8285]]), tensor([[0.8126]]), tensor([[0.8149]]), tensor([[0.8162]]), tensor([[0.8261]]), tensor([[0.8402]])]",61,84
1745,gpt-3.5-turbo,2000 State of the Union address ,66,25,"opportunity and, therefore, such a profound obligation to build the more perfect Union of our Founders' dreams. We begin the new","['opportunity', 'and', ',', 'therefore', ',', 'such', 'a', 'profound']","['responsibility', 'to', 'make', 'a', 'difference', 'in', 'the', 'world', '.']","['obligation', 'to', 'build', 'the', 'more', 'perfect', 'Union', 'of', 'our']",0.8888888888888888,"['responsibility', 'to', 'make', 'a', 'difference', 'in', 'the', 'world.']",obligation to build the more perfect Union of our Founders' dreams. We begin the new,tensor([[0.8385]]),5,"[tensor([[0.7706]]), tensor([[0.7922]]), tensor([[0.8253]]), tensor([[0.8292]]), tensor([[0.8385]]), tensor([[0.8177]]), tensor([[0.8264]]), tensor([[0.8319]]), tensor([[0.8260]])]",65,81
1164,gpt-3.5-turbo,1790 State of the Union Address George Washington ,82,40,"the revenues allotted for this and other national purposes have been productive beyond the calculations by which they were regulated. This latter circumstance is the more pleasing, as it is not only a proof of the fertility of","['the', 'revenues', 'allotted', 'for', 'this', 'and', 'other', 'national', 'purposes', 'have', 'been', 'productive', 'beyond', 'the', 'calculations', 'by', 'which']","['they', 'were', 'regulated', ',', 'and', 'have', 'exceeded', 'the', 'most', 'sanguine', 'expectations', '.']","['they', 'were', 'regulated', '.', 'This', 'latter', 'circumstance', 'is', 'the', 'more', 'pleasing', ',']",0.75,"['they', 'were', 'regulated,', 'and', 'have', 'exceeded', 'the', 'most', 'sanguine', 'expectations.']","they were regulated. This latter circumstance is the more pleasing, as it is not only a proof of the fertility of",tensor([[0.9118]]),5,"[tensor([[0.7966]]), tensor([[0.8141]]), tensor([[0.8451]]), tensor([[0.9069]]), tensor([[0.9118]]), tensor([[0.9090]]), tensor([[0.8595]]), tensor([[0.8598]]), tensor([[0.8732]]), tensor([[0.8718]]), tensor([[0.8586]])]",81,109
