,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
1628,gpt-3.5-turbo,The Blade Itself,33,24," odd click and twitter of a bird.
Logen opened his eyes a crack. Light, blurry bright through leaves. This","[' odd', ' click', ' and', ' twitter', ' of', ' a']","['th', 'ousand', ' birds', ' filled', ' the', ' air', ',', ' as', ' the', ' sun', ' began', ' to', ' rise', ' over', ' the', ' horizon', ',', ' painting']","[' bird', '.\n', 'Log', 'en', ' opened', ' his', ' eyes', ' a', ' crack', '.', ' Light', ',', ' blurry', ' bright', ' through', ' leaves', '.', ' This']",1.0,"thousand birds filled the air, as the sun began to rise over the horizon, painting the sky with hues of pink and orange."," bird.
Logen opened his eyes a crack. Light, blurry bright through leaves. This",tensor([[0.8295]]),20,"[tensor([[0.7675]]), tensor([[0.7507]]), tensor([[0.7744]]), tensor([[0.7864]]), tensor([[0.8039]]), tensor([[0.8018]]), tensor([[0.8043]]), tensor([[0.8060]]), tensor([[0.8136]]), tensor([[0.8158]]), tensor([[0.8187]]), tensor([[0.8138]]), tensor([[0.8143]]), tensor([[0.8162]]), tensor([[0.8125]]), tensor([[0.8243]]), tensor([[0.8230]]), tensor([[0.8231]]), tensor([[0.8246]]), tensor([[0.8295]]), tensor([[0.8274]]), tensor([[0.8226]]), tensor([[0.8227]]), tensor([[0.8110]])]",32,55
791,gpt-3.5-turbo,Game of Thrones,40,31," in all, and Bran rode among 
them, nervous with excitement. This was the first time he had been deemed old enough to go 
with his lord","[' in', ' all', ',', ' and', ' Bran', ' rode', ' among', ' \n', 'them', ',', ' nervous', ' with', ' excitement', '.']","['The', ' only', ' way', ' to', ' do', ' great', ' work', ' is', ' to', ' love', ' what', ' you', ' do', '.']","[' This', ' was', ' the', ' first', ' time', ' he', ' had', ' been', ' deemed', ' old', ' enough', ' to', ' go', ' \n']",1.0,The only way to do great work is to love what you do.," This was the first time he had been deemed old enough to go 
with his lord",tensor([[0.7667]]),2,"[tensor([[0.7362]]), tensor([[0.7667]]), tensor([[0.7644]]), tensor([[0.7425]]), tensor([[0.7606]]), tensor([[0.7493]]), tensor([[0.7408]]), tensor([[0.7304]]), tensor([[0.7253]]), tensor([[0.7362]]), tensor([[0.7414]]), tensor([[0.7319]]), tensor([[0.7328]]), tensor([[0.7070]])]",39,66
554,gpt-3.5-turbo,The Night Circus,43,37,", and it is also the first to arrive carefully pinned to the coat of a five-year-old girl.
The lawyer who escorts her to the theater refuses to explain despite the manager’s protest","[',', ' and', ' it', ' is', ' also', ' the', ' first', ' to', ' arrive', ' carefully', ' pinned', ' to', ' the']","['wall', '.']","[' coat', ' of']",1.0,wall.," coat of a five-year-old girl.
The lawyer who escorts her to the theater refuses to explain despite the manager’s protest",tensor([[0.7702]]),1,"[tensor([[0.7702]]), tensor([[0.7669]])]",42,56
443,gpt-3.5-turbo,The Night Circus,44,32," and it is also the first to arrive carefully pinned to the coat of a five-year-old girl.
The lawyer who escorts her to the theater refuses to explain despite","[' and', ' it', ' is', ' also', ' the', ' first', ' to', ' arrive', ' carefully', ' pinned', ' to', ' the', ' coat', ' of', ' a']","['br', 'ave', ' man', ',', ' is', ' worth', ' more', ' than', ' a', ' thousand', ' cow', 'ards', '.']","[' five', '-year', '-old', ' girl', '.\n', 'The', ' lawyer', ' who', ' escorts', ' her', ' to', ' the', ' theater']",1.0,"brave man, is worth more than a thousand cowards."," five-year-old girl.
The lawyer who escorts her to the theater refuses to explain despite",tensor([[0.7503]]),3,"[tensor([[0.7484]]), tensor([[0.7344]]), tensor([[0.7503]]), tensor([[0.7497]]), tensor([[0.7355]]), tensor([[0.7378]]), tensor([[0.7446]]), tensor([[0.7492]]), tensor([[0.7455]]), tensor([[0.7402]])]",43,70
824,gpt-3.5-turbo,The Poppy War,45,29,". “Go with her, if you
must.”
Rin crossed her arms tightly across her chest and walked toward the
second proctor.","['.', ' “', 'Go', ' with', ' her', ',', ' if', ' you', '\n', 'must']","['.', ' “', 'Go', ' with', ' her', ',', ' if', ' you', ' must', ',', ' but', ' remember', ',', ' no', ' matter', ' how', ' far', ' you', ' run']","['.”\n', 'R', 'in', ' crossed', ' her', ' arms', ' tightly', ' across', ' her', ' chest', ' and', ' walked', ' toward', ' the', '\n', 'second', ' pro', 'ctor', '.']",0.9473684210526316,". “Go with her, if you must, but remember, no matter how far you run, you can never truly escape yourself.” - Haruki Murakami",".”
Rin crossed her arms tightly across her chest and walked toward the
second proctor.",tensor([[0.8052]]),5,"[tensor([[0.7554]]), tensor([[0.8040]]), tensor([[0.7870]]), tensor([[0.7706]]), tensor([[0.8052]]), tensor([[0.7902]]), tensor([[0.7786]]), tensor([[0.7981]]), tensor([[0.7885]]), tensor([[0.7996]]), tensor([[0.7791]]), tensor([[0.7792]]), tensor([[0.7846]]), tensor([[0.7932]]), tensor([[0.7902]]), tensor([[0.8027]]), tensor([[0.7942]]), tensor([[0.7943]]), tensor([[0.7808]]), tensor([[0.7826]]), tensor([[0.7849]]), tensor([[0.8046]]), tensor([[0.8018]]), tensor([[0.7948]]), tensor([[0.7928]])]",44,72
98,gpt-3.5-turbo,Harry Potter ,47,21," you’d expect to be involved
in anything strange or mysterious, because they just didn’t
hold with","[' you', '’d', ' expect', ' to', ' be', ' involved']","['in', ' the', ' process', ' of', ' creating', ' something', ',', ' but', ' instead', ',', ' you', ' just', ' have', ' to', ' stand']","['\n', 'in', ' anything', ' strange', ' or', ' mysterious', ',', ' because', ' they', ' just', ' didn', '’t', '\n', 'hold', ' with']",0.9333333333333332,"in the process of creating something, but instead, you just have to stand on the sidelines and watch it come to life.","
in anything strange or mysterious, because they just didn’t
hold with",tensor([[0.8283]]),12,"[tensor([[0.7924]]), tensor([[0.8073]]), tensor([[0.8131]]), tensor([[0.7805]]), tensor([[0.7966]]), tensor([[0.7798]]), tensor([[0.7918]]), tensor([[0.8018]]), tensor([[0.8111]]), tensor([[0.8218]]), tensor([[0.8162]]), tensor([[0.8283]]), tensor([[0.8218]]), tensor([[0.8251]]), tensor([[0.8251]]), tensor([[0.8127]]), tensor([[0.8256]]), tensor([[0.8106]]), tensor([[0.8239]]), tensor([[0.8259]]), tensor([[0.8254]]), tensor([[0.8263]]), tensor([[0.8196]])]",46,66
747,gpt-3.5-turbo,Game of Thrones,48,30,"them, nervous with excitement. This was the first time he had been deemed old enough to go 
with his lord father and his brothers to see the","['them', ',', ' nervous', ' with', ' excitement', '.', ' This', ' was', ' the', ' first', ' time', ' he', ' had', ' been', ' deemed']","['worthy', ' of', ' such', ' an', ' honor', ',', ' and', ' he', ' couldn', ""'t"", ' help', ' but', ' feel', ' a', ' sense']","[' old', ' enough', ' to', ' go', ' \n', 'with', ' his', ' lord', ' father', ' and', ' his', ' brothers', ' to', ' see', ' the']",1.0,"worthy of such an honor, and he couldn't help but feel a sense of pride and accomplishment."," old enough to go 
with his lord father and his brothers to see the",tensor([[0.8116]]),8,"[tensor([[0.7460]]), tensor([[0.7846]]), tensor([[0.8061]]), tensor([[0.7954]]), tensor([[0.8098]]), tensor([[0.8004]]), tensor([[0.8017]]), tensor([[0.8116]]), tensor([[0.7823]]), tensor([[0.7900]]), tensor([[0.7983]]), tensor([[0.7982]]), tensor([[0.8059]]), tensor([[0.7981]]), tensor([[0.8001]]), tensor([[0.8045]]), tensor([[0.8047]]), tensor([[0.7866]])]",47,76
1467,gpt-3.5-turbo,The Lord of the Rings,49,32,".
Bilbo was very rich and very peculiar, and had been the wonder
of the Shire for sixty years, ever since his remarkable disappearance
and","['.\n', 'B', 'il', 'bo', ' was', ' very', ' rich', ' and', ' very', ' peculiar', ',', ' and', ' had', ' been', ' the']","['adm', 'iration', ' of', ' his', ' neighbors', ',', ' who', ' were', ' proud', ' of', ' him', ' and', ' a', ' little', ' afraid', ' of', ' him']","[' wonder', '\n', 'of', ' the', ' Sh', 'ire', ' for', ' sixty', ' years', ',', ' ever', ' since', ' his', ' remarkable', ' disappearance', '\n', 'and']",1.0,"admiration of his neighbors, who were proud of him and a little afraid of him."," wonder
of the Shire for sixty years, ever since his remarkable disappearance
and",tensor([[0.7936]]),6,"[tensor([[0.7461]]), tensor([[0.7640]]), tensor([[0.7801]]), tensor([[0.7884]]), tensor([[0.7881]]), tensor([[0.7936]]), tensor([[0.7911]]), tensor([[0.7769]]), tensor([[0.7766]]), tensor([[0.7858]]), tensor([[0.7899]]), tensor([[0.7843]]), tensor([[0.7830]]), tensor([[0.7886]]), tensor([[0.7874]]), tensor([[0.7811]])]",48,79
377,gpt-3.5-turbo,Circe,49,38," our powers
were so modest they could scarcely ensure our eternities. We spoke to fish and nurtured flowers,
coaxed drops from the clouds or salt from the waves. That word","[' our', ' powers', '\n', 'were', ' so', ' modest', ' they', ' could', ' scarcely', ' ensure', ' our', ' et', 'ern']","['al', ' survival', ',', ' let', ' alone', ' our', ' happiness', '.']","['ities', '.', ' We', ' spoke', ' to', ' fish', ' and', ' nurt']",1.0,"al survival, let alone our happiness.","ities. We spoke to fish and nurtured flowers,
coaxed drops from the clouds or salt from the waves. That word",tensor([[0.8219]]),7,"[tensor([[0.7945]]), tensor([[0.7489]]), tensor([[0.8028]]), tensor([[0.7993]]), tensor([[0.8034]]), tensor([[0.8204]]), tensor([[0.8219]])]",48,68
214,gpt-3.5-turbo,Circe,54,24," modest they could scarcely ensure our eternities. We spoke to fish and nurtured flowers,
coaxed drops from the","[' modest', ' they', ' could', ' scarcely', ' ensure', ' our', ' et', 'ern']","['al', ' happiness', ';', ' we', ' must', ' make', ' ourselves', ' worthy', ' of', ' it', '.']","['ities', '.', ' We', ' spoke', ' to', ' fish', ' and', ' nurt', 'ured', ' flowers', ',\n']",1.0,al happiness; we must make ourselves worthy of it.,"ities. We spoke to fish and nurtured flowers,
coaxed drops from the",tensor([[0.8115]]),6,"[tensor([[0.7737]]), tensor([[0.7378]]), tensor([[0.7906]]), tensor([[0.8051]]), tensor([[0.8018]]), tensor([[0.8115]]), tensor([[0.8067]]), tensor([[0.8060]]), tensor([[0.8075]]), tensor([[0.8080]])]",53,71
1741,gpt-3.5-turbo,The Blade Itself,57,29," was
death? Then why did it hurt so much? His whole left side was throbbing. He tried
to take a proper breath,","[' was', '\n', 'death', '?', ' Then', ' why', ' did', ' it', ' hurt', ' so', ' much', '?', ' His', ' whole']","['life', ' was', ' a', ' million', '\n', 'tiny', ' pieces', ',', ' and', ' he', ' had', ' no', ' idea', ' how', ' to']","[' left', ' side', ' was', ' thro', 'bbing', '.', ' He', ' tried', '\n', 'to', ' take', ' a', ' proper', ' breath', ',']",1.0,"life was a million
tiny pieces, and he had no idea how to put them back together."," left side was throbbing. He tried
to take a proper breath,",tensor([[0.7920]]),10,"[tensor([[0.7733]]), tensor([[0.7392]]), tensor([[0.7826]]), tensor([[0.7840]]), tensor([[0.7526]]), tensor([[0.7600]]), tensor([[0.7513]]), tensor([[0.7583]]), tensor([[0.7893]]), tensor([[0.7920]]), tensor([[0.7776]]), tensor([[0.7901]]), tensor([[0.7890]]), tensor([[0.7860]]), tensor([[0.7821]]), tensor([[0.7791]]), tensor([[0.7753]])]",56,84
1286,gpt-3.5-turbo,Six of Crows,65,21," the sea or green like an emerald. Instead,
her eyes were brown –
lovely, dream","[' the', ' sea', ' or', ' green', ' like', ' an', ' em', 'erald', '.', ' Instead']","['of', ' wondering', ' when', ' your', ' next', ' vacation', ' is', ',', ' maybe', ' you', ' should']","[',\n', 'her', ' eyes', ' were', ' brown', ' –', '\n', 'lo', 'vely', ',', ' dream']",1.0,"of wondering when your next vacation is, maybe you should set up a life you don't need to escape from.",",
her eyes were brown –
lovely, dream",tensor([[0.7824]]),3,"[tensor([[0.7444]]), tensor([[0.7719]]), tensor([[0.7824]]), tensor([[0.7689]]), tensor([[0.7725]]), tensor([[0.7610]]), tensor([[0.7445]]), tensor([[0.7393]]), tensor([[0.7350]]), tensor([[0.7326]]), tensor([[0.7227]]), tensor([[0.7260]]), tensor([[0.7216]]), tensor([[0.7182]]), tensor([[0.7328]]), tensor([[0.7351]]), tensor([[0.7161]]), tensor([[0.7212]]), tensor([[0.7194]]), tensor([[0.7178]]), tensor([[0.7094]])]",64,84
698,gpt-3.5-turbo,Game of Thrones,68,31,"with his lord father and his brothers to see the king's justice done. It was the ninth year of 
summer, and the seventh of Bran's life","['with', ' his', ' lord', ' father', ' and']","['his', ' brothers', ',', ' and', ' his', ' sisters', ',', ' and', ' his', ' cousins', ',', ' and', ' his', ' a', 'unts', ',', ' and', ' his', ' un', 'cles', ',', ' and', ' his', ' neph', 'ews', ',']","[' his', ' brothers', ' to', ' see', ' the', ' king', ""'s"", ' justice', ' done', '.', ' It', ' was', ' the', ' ninth', ' year', ' of', ' \n', 'summer', ',', ' and', ' the', ' seventh', ' of', ' Bran', ""'s"", ' life']",0.9615384615384616,"his brothers, and his sisters, and his cousins, and his aunts, and his uncles, and his nephews, and his nieces, and his parents, and his grandparents, and his great-grandparents, and his great-great-grandparents, and his great-great-great-grandparents, and his great-great-great-great-grandparents, and his great-great-great-great-great-grandparents, and his great-great-great-great-great-great-grandparents, and his great-great-great-great-great-great-great-grandparents, and his great-great-great-great-great-great-great-great-grandparents, and his great-great-great-great-great-great-great-great-great-grandparents, and his great-great-great-great-great-great-great-great-great-great-grandparents, and his great-great-great-great-great-great-great-great-great-great-great-grandparents, and his great-great-great-great-great-great-great-great-great-great-great-great-grandparents, and his great-great-great-great-great-great-great-great-great-great-great-great-great-grandparents, and his great-great-great-great-great-great-great-great-great-great-great-great-great-great-grandparents, and his great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-grandparents, and his great-great-great-great-great-great-great-great-great-great"," his brothers to see the king's justice done. It was the ninth year of 
summer, and the seventh of Bran's life",tensor([[0.8533]]),3,"[tensor([[0.7499]]), tensor([[0.7729]]), tensor([[0.8533]]), tensor([[0.8452]]), tensor([[0.8356]]), tensor([[0.8326]]), tensor([[0.8380]]), tensor([[0.8363]]), tensor([[0.8394]]), tensor([[0.8412]]), tensor([[0.8400]]), tensor([[0.8366]]), tensor([[0.8352]]), tensor([[0.8360]]), tensor([[0.8336]]), tensor([[0.8324]]), tensor([[0.8322]]), tensor([[0.8354]]), tensor([[0.8351]]), tensor([[0.8334]]), tensor([[0.8301]]), tensor([[0.8313]]), tensor([[0.8306]]), tensor([[0.8254]]), tensor([[0.8270]]), tensor([[0.8263]]), tensor([[0.8254]]), tensor([[0.8258]]), tensor([[0.8258]]), tensor([[0.8276]]), tensor([[0.8272]]), tensor([[0.8276]]), tensor([[0.8265]]), tensor([[0.8266]]), tensor([[0.8262]]), tensor([[0.8254]]), tensor([[0.8261]]), tensor([[0.8250]]), tensor([[0.8231]]), tensor([[0.8246]]), tensor([[0.8234]]), tensor([[0.8212]]), tensor([[0.8231]]), tensor([[0.8218]]), tensor([[0.8193]]), tensor([[0.8202]]), tensor([[0.8187]]), tensor([[0.8161]]), tensor([[0.8158]]), tensor([[0.8135]]), tensor([[0.8137]]), tensor([[0.8137]]), tensor([[0.8129]]), tensor([[0.8091]]), tensor([[0.8100]]), tensor([[0.8092]]), tensor([[0.8036]]), tensor([[0.8038]]), tensor([[0.8044]]), tensor([[0.8010]]), tensor([[0.8013]]), tensor([[0.8020]]), tensor([[0.8003]]), tensor([[0.8002]]), tensor([[0.8012]]), tensor([[0.8013]]), tensor([[0.8011]]), tensor([[0.8030]]), tensor([[0.7989]]), tensor([[0.7988]]), tensor([[0.8008]]), tensor([[0.7957]]), tensor([[0.7961]]), tensor([[0.7971]]), tensor([[0.7954]])]",67,97
1202,gpt-3.5-turbo,Six of Crows,71,27," emerald. Instead,
her eyes were brown –
lovely, dreamy … melted chocolate brown? Rabbit fur brown?
“Just","[' em', 'erald', '.', ' Instead', ',\n', 'her', ' eyes', ' were']","['a', ' deep', ',', ' soul', 'ful', ' brown', ' that', ' seemed', ' to', ' hold', ' the', ' wisdom', ' of', ' the', ' ages', '.']","[' brown', ' –', '\n', 'lo', 'vely', ',', ' dream', 'y', ' …', ' melted', ' chocolate', ' brown', '?', ' Rabbit', ' fur', ' brown']",1.0,"a deep, soulful brown that seemed to hold the wisdom of the ages."," brown –
lovely, dreamy … melted chocolate brown? Rabbit fur brown?
“Just",tensor([[0.8473]]),7,"[tensor([[0.7501]]), tensor([[0.7688]]), tensor([[0.7614]]), tensor([[0.7513]]), tensor([[0.8422]]), tensor([[0.8440]]), tensor([[0.8473]]), tensor([[0.8439]]), tensor([[0.8438]]), tensor([[0.8421]]), tensor([[0.8279]]), tensor([[0.8335]]), tensor([[0.8323]]), tensor([[0.8202]])]",70,93
