,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
628,gpt-3.5-turbo,Amplified Bible,17,38," [by forming from nothing] the heavens and the earth. 
2The earth was formless and void or a waste and emptiness, and darkness was upon the face of the deep [","[' [', 'by', ' forming', ' from', ' nothing', ']', ' the', ' heavens']","['and', ' the', ' earth', ',', ' the', ' Creator', ' of', ' the', ' universe', ' has', ' demonstrated', ' His', ' power', ' and', ' wisdom', '.']","[' and', ' the', ' earth', '.', ' \n', '2', 'The', ' earth', ' was', ' form', 'less', ' and', ' void', ' or', ' a', ' waste']",0.875,"and the earth, the Creator of the universe has demonstrated His power and wisdom."," and the earth. 
2The earth was formless and void or a waste and emptiness, and darkness was upon the face of the deep [",tensor([[0.8985]]),4,"[tensor([[0.7732]]), tensor([[0.8272]]), tensor([[0.8304]]), tensor([[0.8985]]), tensor([[0.8946]]), tensor([[0.8693]]), tensor([[0.8747]]), tensor([[0.8769]]), tensor([[0.8743]]), tensor([[0.8777]]), tensor([[0.8685]]), tensor([[0.8607]]), tensor([[0.8549]]), tensor([[0.8508]]), tensor([[0.8543]])]",16,39
173,gpt-3.5-turbo,Christian Standard Bible ,17,32," 
2 Now the earth was formless and empty, darkness covered the surface of the watery depths, and the Spirit of God was hovering over the surface of","[' \n', '2', ' Now', ' the', ' earth', ' was', ' form', 'less', ' and', ' empty']","[',', ' darkness', ' was', ' over', ' the', ' surface', ' of', ' the', ' deep', ',', ' and', ' the', ' Spirit', ' of', ' God', ' was', ' hovering', ' over', ' the', ' waters', '.']","[',', ' darkness', ' covered', ' the', ' surface', ' of', ' the', ' wat', 'ery', ' depths', ',', ' and', ' the', ' Spirit', ' of', ' God', ' was', ' hovering', ' over', ' the', ' surface']",0.3333333333333333,", darkness was over the surface of the deep, and the Spirit of God was hovering over the waters.",", darkness covered the surface of the watery depths, and the Spirit of God was hovering over the surface of",tensor([[0.9777]]),20,"[tensor([[0.7367]]), tensor([[0.7848]]), tensor([[0.8674]]), tensor([[0.8842]]), tensor([[0.8675]]), tensor([[0.8946]]), tensor([[0.9236]]), tensor([[0.9248]]), tensor([[0.9248]]), tensor([[0.9225]]), tensor([[0.9273]]), tensor([[0.9266]]), tensor([[0.9414]]), tensor([[0.9412]]), tensor([[0.9535]]), tensor([[0.9529]]), tensor([[0.9655]]), tensor([[0.9649]]), tensor([[0.9681]]), tensor([[0.9777]])]",16,46
17,gpt-3.5-turbo,Christian Standard Bible ,21,38," earth was formless and empty, darkness covered the surface of the watery depths, and the Spirit of God was hovering over the surface of the waters. 
3 Then God said, “","[' earth', ' was', ' form', 'less', ' and', ' empty']","['and', ' darkness', ' covered', ' the', ' deep', ' waters', '.']","[',', ' darkness', ' covered', ' the', ' surface', ' of', ' the']",0.5714285714285714,and darkness covered the deep waters.,", darkness covered the surface of the watery depths, and the Spirit of God was hovering over the surface of the waters. 
3 Then God said, “",tensor([[0.9014]]),7,"[tensor([[0.7396]]), tensor([[0.7798]]), tensor([[0.8342]]), tensor([[0.8626]]), tensor([[0.8808]]), tensor([[0.8913]]), tensor([[0.9014]])]",20,32
680,gpt-3.5-turbo,Amplified Bible,22,36,"] the heavens and the earth. 
2The earth was formless and void or a waste and emptiness, and darkness was upon the face of the deep [primeval ocean","[']', ' the', ' heavens', ' and', ' the', ' earth', '.', ' \n', '2', 'The', ' earth']","['is', ' a', ' fine', ' place', ' and', ' worth', ' fighting', ' for', '.']","[' was', ' form', 'less', ' and', ' void', ' or', ' a', ' waste', ' and']",1.0,is a fine place and worth fighting for.," was formless and void or a waste and emptiness, and darkness was upon the face of the deep [primeval ocean",tensor([[0.8000]]),3,"[tensor([[0.7688]]), tensor([[0.7984]]), tensor([[0.8000]]), tensor([[0.7631]]), tensor([[0.7660]]), tensor([[0.7762]]), tensor([[0.7785]]), tensor([[0.7764]]), tensor([[0.7643]])]",21,40
406,gpt-3.5-turbo,New Living Translation Bible,23,29," darkness covered the deep waters. And the Spirit of God was hovering over the surface of the waters.
3 Then God said, “Let there be","[' darkness', ' covered', ' the', ' deep', ' waters', '.', ' And', ' the', ' Spirit', ' of', ' God', ' was', ' hovering', ' over']","['the', ' face', ' of', ' the', ' waters', '.']","[' the', ' surface', ' of', ' the', ' waters', '.\n']",0.5,the face of the waters.," the surface of the waters.
3 Then God said, “Let there be",tensor([[0.8219]]),6,"[tensor([[0.7265]]), tensor([[0.7954]]), tensor([[0.7824]]), tensor([[0.7806]]), tensor([[0.7709]]), tensor([[0.8219]])]",22,41
101,gpt-3.5-turbo,Christian Standard Bible ,23,21," formless and empty, darkness covered the surface of the watery depths, and the Spirit of God was","[' form', 'less', ' and', ' empty', ',', ' darkness']","['was', ' over', ' the', ' surface', ' of', ' the', ' deep', '.']","[' covered', ' the', ' surface', ' of', ' the', ' wat', 'ery', ' depths']",0.625,was over the surface of the deep.," covered the surface of the watery depths, and the Spirit of God was",tensor([[0.8985]]),8,"[tensor([[0.7339]]), tensor([[0.7964]]), tensor([[0.7966]]), tensor([[0.8155]]), tensor([[0.8611]]), tensor([[0.8665]]), tensor([[0.8720]]), tensor([[0.8985]])]",22,35
550,gpt-3.5-turbo,New Living Translation Bible,24,26," covered the deep waters. And the Spirit of God was hovering over the surface of the waters.
3 Then God said, “Let","[' covered', ' the', ' deep', ' waters', '.', ' And']","['the', ' mountains', ' stood', ' in', ' awe', ' of', ' its', ' power', '.']","[' the', ' Spirit', ' of', ' God', ' was', ' hovering', ' over', ' the', ' surface']",1.0,the mountains stood in awe of its power.," the Spirit of God was hovering over the surface of the waters.
3 Then God said, “Let",tensor([[0.7922]]),8,"[tensor([[0.7309]]), tensor([[0.7871]]), tensor([[0.7894]]), tensor([[0.7811]]), tensor([[0.7837]]), tensor([[0.7836]]), tensor([[0.7914]]), tensor([[0.7922]]), tensor([[0.7704]])]",23,37
80,gpt-3.5-turbo,Christian Standard Bible ,25,24," and empty, darkness covered the surface of the watery depths, and the Spirit of God was hovering over the surface of","[' and', ' empty', ',', ' darkness', ' covered', ' the', ' surface', ' of', ' the']","['deep', '.']","[' wat', 'ery']",1.0,deep.," watery depths, and the Spirit of God was hovering over the surface of",tensor([[0.8297]]),2,"[tensor([[0.7429]]), tensor([[0.8297]])]",24,34
458,gpt-3.5-turbo,New Living Translation Bible,30,23," the Spirit of God was hovering over the surface of the waters.
3 Then God said, “Let there be light","[' the', ' Spirit', ' of', ' God', ' was', ' hovering', ' over', ' the']","['face', ' of', ' the', ' waters', '.']","[' surface', ' of', ' the', ' waters', '.\n']",0.4,face of the waters.," surface of the waters.
3 Then God said, “Let there be light",tensor([[0.8154]]),5,"[tensor([[0.7327]]), tensor([[0.7481]]), tensor([[0.7626]]), tensor([[0.7581]]), tensor([[0.8154]])]",29,41
921,gpt-3.5-turbo,King James Bible,31,27," the deep. And the Spirit of God moved upon the face of the waters.
3And God said, Let there be light: and","[' the', ' deep', '.', ' And', ' the', ' Spirit', ' of', ' God', ' moved']","['upon', ' the', ' face', ' of', ' the', ' waters', '.']","[' upon', ' the', ' face', ' of', ' the', ' waters', '.\n']",0.2857142857142857,upon the face of the waters.," upon the face of the waters.
3And God said, Let there be light: and",tensor([[0.8988]]),7,"[tensor([[0.7486]]), tensor([[0.8007]]), tensor([[0.8129]]), tensor([[0.8245]]), tensor([[0.8557]]), tensor([[0.8551]]), tensor([[0.8988]])]",30,45
84,gpt-3.5-turbo,Christian Standard Bible ,32,22," of the watery depths, and the Spirit of God was hovering over the surface of the waters. 
3","[' of', ' the', ' wat', 'ery', ' depths', ',', ' and']","['to', ' strive', ',', ' to', ' seek', ',', ' to', ' find', ',', ' and', ' not', ' to', ' yield', '.']","[' the', ' Spirit', ' of', ' God', ' was', ' hovering', ' over', ' the', ' surface', ' of', ' the', ' waters', '.', ' \n']",1.0,"to strive, to seek, to find, and not to yield."," the Spirit of God was hovering over the surface of the waters. 
3",tensor([[0.8031]]),7,"[tensor([[0.7379]]), tensor([[0.7604]]), tensor([[0.7960]]), tensor([[0.7789]]), tensor([[0.7979]]), tensor([[0.7860]]), tensor([[0.8031]]), tensor([[0.7998]]), tensor([[0.7855]]), tensor([[0.7835]]), tensor([[0.7840]])]",31,51
13,gpt-3.5-turbo,Christian Standard Bible ,32,35," of the watery depths, and the Spirit of God was hovering over the surface of the waters. 
3 Then God said, “Let there be light,” and there was","[' of', ' the', ' wat', 'ery', ' depths', ',', ' and', ' the', ' Spirit', ' of', ' God']","['moved', ' upon', ' the', ' face', ' of', ' the', ' waters', '.']","[' was', ' hovering', ' over', ' the', ' surface', ' of', ' the', ' waters']",0.625,moved upon the face of the waters.," was hovering over the surface of the waters. 
3 Then God said, “Let there be light,” and there was",tensor([[0.8430]]),8,"[tensor([[0.7351]]), tensor([[0.7624]]), tensor([[0.7691]]), tensor([[0.7948]]), tensor([[0.7681]]), tensor([[0.7858]]), tensor([[0.7866]]), tensor([[0.8430]])]",31,49
20,gpt-3.5-turbo,Christian Standard Bible ,32,38," of the watery depths, and the Spirit of God was hovering over the surface of the waters. 
3 Then God said, “Let there be light,” and there was light. 
","[' of', ' the', ' wat', 'ery', ' depths', ',', ' and', ' the', ' Spirit', ' of', ' God', ' was', ' hovering', ' over']","['the', ' face', ' of', ' the', ' waters', '.']","[' the', ' surface', ' of', ' the', ' waters', '.']",0.3333333333333333,the face of the waters.," the surface of the waters. 
3 Then God said, “Let there be light,” and there was light. 
",tensor([[0.8288]]),6,"[tensor([[0.7468]]), tensor([[0.7987]]), tensor([[0.7874]]), tensor([[0.7820]]), tensor([[0.7745]]), tensor([[0.8288]])]",31,50
558,gpt-3.5-turbo,New Living Translation Bible,33,23," God was hovering over the surface of the waters.
3 Then God said, “Let there be light,” and there","[' God', ' was', ' hovering', ' over', ' the', ' surface', ' of']","['the', ' waters', '.']","[' the', ' waters', '.\n']",0.6666666666666666,the waters.," the waters.
3 Then God said, “Let there be light,” and there",tensor([[0.8596]]),3,"[tensor([[0.7301]]), tensor([[0.7928]]), tensor([[0.8596]])]",32,41
756,gpt-3.5-turbo,Amplified Bible,33,34," was formless and void or a waste and emptiness, and darkness was upon the face of the deep [primeval ocean that covered the unformed earth]. The Spirit","[' was', ' form', 'less', ' and', ' void', ' or', ' a', ' waste', ' and', ' empt', 'iness', ',', ' and', ' darkness', ' was']","['upon', ' the', ' face', ' of', ' the', ' deep', ' [', 'prime', 'val', ' ocean', ' that', ' covered', ' the', ' un', 'formed', ' earth', '].', ' The', ' Spirit']","[' upon', ' the', ' face', ' of', ' the', ' deep', ' [', 'prime', 'val', ' ocean', ' that', ' covered', ' the', ' un', 'formed', ' earth', '].', ' The', ' Spirit']",0.0526315789473684,"upon the face of the deep [primeval ocean that covered the unformed earth]. The Spirit of God was moving (hovering, brooding) over the face of the waters.", upon the face of the deep [primeval ocean that covered the unformed earth]. The Spirit,tensor([[1.0000]]),16,"[tensor([[0.7706]]), tensor([[0.7963]]), tensor([[0.8228]]), tensor([[0.8246]]), tensor([[0.8515]]), tensor([[0.8536]]), tensor([[0.8890]]), tensor([[0.8981]]), tensor([[0.9248]]), tensor([[0.9413]]), tensor([[0.9538]]), tensor([[0.9551]]), tensor([[0.9704]]), tensor([[0.9751]]), tensor([[0.9773]]), tensor([[1.0000]]), tensor([[0.9971]]), tensor([[0.9881]]), tensor([[0.9853]]), tensor([[0.9681]]), tensor([[0.9596]]), tensor([[0.9598]]), tensor([[0.9611]]), tensor([[0.9645]]), tensor([[0.9556]]), tensor([[0.9658]]), tensor([[0.9669]]), tensor([[0.9624]])]",32,65
626,gpt-3.5-turbo,Amplified Bible,34,36," formless and void or a waste and emptiness, and darkness was upon the face of the deep [primeval ocean that covered the unformed earth]. The Spirit of God was","[' form', 'less', ' and', ' void', ' or', ' a', ' waste', ' and', ' empt', 'iness', ',', ' and', ' darkness', ' was', ' upon']","['the', ' face', ' of', ' the', ' deep', '.']","[' the', ' face', ' of', ' the', ' deep', ' [']",0.3333333333333333,the face of the deep., the face of the deep [primeval ocean that covered the unformed earth]. The Spirit of God was,tensor([[0.8916]]),6,"[tensor([[0.7656]]), tensor([[0.8123]]), tensor([[0.8316]]), tensor([[0.8473]]), tensor([[0.8409]]), tensor([[0.8916]])]",33,53
658,gpt-3.5-turbo,Amplified Bible,38,25," or a waste and emptiness, and darkness was upon the face of the deep [primeval ocean that covered the unformed","[' or', ' a', ' waste', ' and', ' empt', 'iness', ',', ' and', ' darkness']","['is', ' the', ' absence', ' of', ' light', '.']","[' was', ' upon', ' the', ' face', ' of', ' the']",0.8333333333333334,is the absence of light., was upon the face of the deep [primeval ocean that covered the unformed,tensor([[0.8031]]),6,"[tensor([[0.7699]]), tensor([[0.7918]]), tensor([[0.8017]]), tensor([[0.7746]]), tensor([[0.7962]]), tensor([[0.8031]])]",37,51
289,gpt-3.5-turbo,English Standard Bible,38,26," was over the face of the deep. And the Spirit of God was hovering over the face of the waters.
3 And God said","[' was', ' over', ' the', ' face', ' of', ' the', ' deep']","[';', ' and', ' the', ' Spirit', ' of', ' God', ' was', ' hovering', ' over', ' the', ' waters', '.']","['.', ' And', ' the', ' Spirit', ' of', ' God', ' was', ' hovering', ' over', ' the', ' face', ' of']",0.3333333333333333,; and the Spirit of God was hovering over the waters.,". And the Spirit of God was hovering over the face of the waters.
3 And God said",tensor([[0.9610]]),12,"[tensor([[0.7279]]), tensor([[0.7830]]), tensor([[0.7982]]), tensor([[0.7998]]), tensor([[0.8468]]), tensor([[0.8544]]), tensor([[0.8706]]), tensor([[0.8958]]), tensor([[0.9204]]), tensor([[0.9284]]), tensor([[0.9324]]), tensor([[0.9610]])]",37,55
258,gpt-3.5-turbo,English Standard Bible,38,30," was over the face of the deep. And the Spirit of God was hovering over the face of the waters.
3 And God said, c“Let","[' was', ' over', ' the', ' face', ' of', ' the', ' deep', '.', ' And', ' the', ' Spirit']","['of', ' God', ' was', ' hovering', ' over', ' the', ' waters', '.']","[' of', ' God', ' was', ' hovering', ' over', ' the', ' face', ' of']",0.375,of God was hovering over the waters.," of God was hovering over the face of the waters.
3 And God said, c“Let",tensor([[0.9336]]),8,"[tensor([[0.7320]]), tensor([[0.7740]]), tensor([[0.8304]]), tensor([[0.8463]]), tensor([[0.8975]]), tensor([[0.9064]]), tensor([[0.9154]]), tensor([[0.9336]])]",37,55
451,gpt-3.5-turbo,New Living Translation Bible,39,24," of the waters.
3 Then God said, “Let there be light,” and there was light.
4 And God saw","[' of', ' the', ' waters', '.\n', '3', ' Then', ' God']","['said', ',', ' ""', 'Let', ' there', ' be', ' light', '"";', ' and', ' there', ' was', ' light', '.']","[' said', ',', ' “', 'Let', ' there', ' be', ' light', ',”', ' and', ' there', ' was', ' light', '.\n']",0.3076923076923077,"said, ""Let there be light""; and there was light."," said, “Let there be light,” and there was light.
4 And God saw",tensor([[0.9350]]),9,"[tensor([[0.7233]]), tensor([[0.8419]]), tensor([[0.8656]]), tensor([[0.8716]]), tensor([[0.8855]]), tensor([[0.9214]]), tensor([[0.9293]]), tensor([[0.9319]]), tensor([[0.9350]]), tensor([[0.9330]])]",38,57
980,gpt-3.5-turbo,King James Bible,45,22," waters.
3And God said, Let there be light: and there was light.
4And God saw the","[' waters', '.\n', '3', 'And', ' God', ' said']","[',', ' ""', 'Let', ' there', ' be', ' light', ',""', ' and', ' there', ' was', ' light', '.']","[',', ' Let', ' there', ' be', ' light', ':', ' and', ' there', ' was', ' light', '.\n', '4']",0.4166666666666667,", ""Let there be light,"" and there was light.",", Let there be light: and there was light.
4And God saw the",tensor([[0.9282]]),10,"[tensor([[0.7523]]), tensor([[0.8240]]), tensor([[0.8368]]), tensor([[0.8456]]), tensor([[0.8657]]), tensor([[0.9101]]), tensor([[0.9123]]), tensor([[0.9127]]), tensor([[0.9258]]), tensor([[0.9282]])]",44,61
915,gpt-3.5-turbo,King James Bible,45,36," waters.
3And God said, Let there be light: and there was light.
4And God saw the light, that it was good: and God divided the light from the","[' waters', '.\n', '3', 'And', ' God']","['said', ',', ' ""', 'Let', ' there', ' be', ' light', ',""', ' and', ' there', ' was', ' light', '.']","[' said', ',', ' Let', ' there', ' be', ' light', ':', ' and', ' there', ' was', ' light', '.\n', '4']",0.4615384615384615,"said, ""Let there be light,"" and there was light."," said, Let there be light: and there was light.
4And God saw the light, that it was good: and God divided the light from the",tensor([[0.9100]]),10,"[tensor([[0.7497]]), tensor([[0.8417]]), tensor([[0.8455]]), tensor([[0.8410]]), tensor([[0.8500]]), tensor([[0.9004]]), tensor([[0.9029]]), tensor([[0.9040]]), tensor([[0.9076]]), tensor([[0.9100]])]",44,61
272,gpt-3.5-turbo,English Standard Bible,46,23," And the Spirit of God was hovering over the face of the waters.
3 And God said, c“Let there","[' And', ' the', ' Spirit', ' of', ' God', ' was', ' hovering', ' over']","['the', ' face', ' of', ' the', ' waters', '.']","[' the', ' face', ' of', ' the', ' waters', '.\n']",0.3333333333333333,the face of the waters.," the face of the waters.
3 And God said, c“Let there",tensor([[0.8958]]),6,"[tensor([[0.7407]]), tensor([[0.7991]]), tensor([[0.8380]]), tensor([[0.8538]]), tensor([[0.8466]]), tensor([[0.8958]])]",45,58
