,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
1448,gpt-3.5-turbo,McCulloch v. Maryland (1819),24,22,"sovereign State, denies the obligation of a law enacted by the legislature of the Union, and the plaintiff, on","['sovereign', 'State', ',', 'denies', 'the', 'obligation', 'of', 'a', 'law', 'enacted']","['by', 'the', 'legislature', ',', 'and', 'declares', 'it', 'void', ',', 'because', ',', 'in']","['by', 'the', 'legislature', 'of', 'the', 'Union', ',', 'and', 'the', 'plaintiff', ',', 'on']",0.6666666666666666,"['by', 'the', 'legislature,', 'and', 'declares', 'it', 'void,', 'because,', 'in', 'his', 'opinion,', 'it', 'is', 'contrary', 'to', 'the', 'Constitution', 'of', 'the', 'United', 'States.']","by the legislature of the Union, and the plaintiff, on",tensor([[0.9020]]),5,"[tensor([[0.7405]]), tensor([[0.7700]]), tensor([[0.8017]]), tensor([[0.8950]]), tensor([[0.9020]]), tensor([[0.8826]]), tensor([[0.8802]]), tensor([[0.8553]]), tensor([[0.8525]]), tensor([[0.8616]]), tensor([[0.8600]]), tensor([[0.8457]]), tensor([[0.8496]]), tensor([[0.8476]]), tensor([[0.8370]]), tensor([[0.8402]]), tensor([[0.8425]]), tensor([[0.8402]]), tensor([[0.8433]]), tensor([[0.8449]]), tensor([[0.8527]]), tensor([[0.8362]])]",23,44
1333,gpt-3.5-turbo,Brown vs. Board of Education (1954),26,38,"laws permitting or requiring such segregation, denies to Negro children the equal protection of the laws guaranteed by the Fourteenth Amendment -- even though the physical facilities and other ""tangible"" factors of white and Negro","['laws', 'permitting', 'or', 'requiring', 'such', 'segregation', ',']","['are', 'morally', 'wrong', 'and', 'unjust', '.']","['denies', 'to', 'Negro', 'children', 'the', 'equal']",1.0,"['are', 'morally', 'wrong', 'and', 'unjust.']","denies to Negro children the equal protection of the laws guaranteed by the Fourteenth Amendment -- even though the physical facilities and other ""tangible"" factors of white and Negro",tensor([[0.7920]]),6,"[tensor([[0.7465]]), tensor([[0.7617]]), tensor([[0.7687]]), tensor([[0.7722]]), tensor([[0.7888]]), tensor([[0.7920]])]",25,37
1253,gpt-3.5-turbo,Brown vs. Board of Education (1954),36,33,"children the equal protection of the laws guaranteed by the Fourteenth Amendment -- even though the physical facilities and other ""tangible"" factors of white and Negro schools may be equal.","['children', 'the', 'equal', 'protection', 'of', 'the', 'laws', 'guaranteed', 'by', 'the', 'Fourteenth', 'Amendment']","['of', 'the', 'United', 'States', 'Constitution', '.']","['--', 'even', 'though', 'the', 'physical', 'facilities']",1.0,"['of', 'the', 'United', 'States', 'Constitution.']","-- even though the physical facilities and other ""tangible"" factors of white and Negro schools may be equal.",tensor([[0.7790]]),6,"[tensor([[0.7403]]), tensor([[0.7470]]), tensor([[0.7578]]), tensor([[0.7518]]), tensor([[0.7693]]), tensor([[0.7790]])]",35,52
1538,gpt-3.5-turbo,McCulloch v. Maryland (1819),36,39,"legislature of the Union, and the plaintiff, on his part, contests the validity of an act which has been passed by the legislature of that State. The constitution of our country, in its most","['legislature', 'of', 'the', 'Union', ',', 'and']","['the', 'judiciary', ',', 'by', 'the', 'practice', 'of', 'the', 'government', ',', 'must', 'be', 'the', 'judges', 'of', 'the', 'extent', 'of', 'the', 'powers', 'of', 'the', 'different', 'departments', '.']","['the', 'plaintiff', ',', 'on', 'his', 'part', ',', 'contests', 'the', 'validity', 'of', 'an', 'act', 'which', 'has', 'been', 'passed', 'by', 'the', 'legislature', 'of', 'that', 'State', '.', 'The']",0.84,"['the', 'judiciary,', 'by', 'the', 'practice', 'of', 'the', 'government,', 'must', 'be', 'the', 'judges', 'of', 'the', 'extent', 'of', 'the', 'powers', 'of', 'the', 'different', 'departments.']","the plaintiff, on his part, contests the validity of an act which has been passed by the legislature of that State. The constitution of our country, in its most",tensor([[0.8504]]),8,"[tensor([[0.7335]]), tensor([[0.7732]]), tensor([[0.8494]]), tensor([[0.8325]]), tensor([[0.8403]]), tensor([[0.8406]]), tensor([[0.8502]]), tensor([[0.8504]]), tensor([[0.8503]]), tensor([[0.8435]]), tensor([[0.8436]]), tensor([[0.8431]]), tensor([[0.8318]]), tensor([[0.8389]]), tensor([[0.8376]]), tensor([[0.8300]]), tensor([[0.8340]]), tensor([[0.8341]]), tensor([[0.8314]]), tensor([[0.8360]]), tensor([[0.8356]]), tensor([[0.8334]]), tensor([[0.8128]])]",35,65
1687,gpt-3.5-turbo,Miranda v. Arizona (1966),36,38,"consistent with the Federal Constitution in prosecuting individuals for crime. More specifically, we deal with the admissibility of statements obtained from an individual who is subjected to custodial police interrogation and the necessity for procedures which","['consistent', 'with', 'the', 'Federal', 'Constitution', 'in', 'prosecuting', 'individuals', 'for', 'crime', '.', 'More', 'specifically', ',', 'we', 'deal', 'with', 'the']","['question', 'of', 'whether', 'the', 'Fourth', 'Amendment', 'requires', 'the', 'exclusion', 'of', 'evidence', 'obtained', 'pursuant', 'to', 'a', 'search', 'warrant', 'issued', 'in', 'violation']","['admissibility', 'of', 'statements', 'obtained', 'from', 'an', 'individual', 'who', 'is', 'subjected', 'to', 'custodial', 'police', 'interrogation', 'and', 'the', 'necessity', 'for', 'procedures', 'which']",0.95,"['question', 'of', 'whether', 'the', 'Fourth', 'Amendment', 'requires', 'the', 'exclusion', 'of', 'evidence', 'obtained', 'pursuant', 'to', 'a', 'search', 'warrant', 'issued', 'in', 'violation', 'of', 'the', '""knock-and-announce""', 'rule.']",admissibility of statements obtained from an individual who is subjected to custodial police interrogation and the necessity for procedures which,tensor([[0.8272]]),20,"[tensor([[0.7429]]), tensor([[0.7862]]), tensor([[0.7970]]), tensor([[0.7890]]), tensor([[0.8023]]), tensor([[0.7609]]), tensor([[0.7880]]), tensor([[0.8030]]), tensor([[0.8105]]), tensor([[0.7791]]), tensor([[0.7911]]), tensor([[0.7975]]), tensor([[0.8043]]), tensor([[0.8077]]), tensor([[0.8154]]), tensor([[0.8163]]), tensor([[0.8068]]), tensor([[0.8140]]), tensor([[0.8194]]), tensor([[0.8272]]), tensor([[0.8196]]), tensor([[0.8247]]), tensor([[0.8260]]), tensor([[0.8201]]), tensor([[0.8227]])]",35,72
1418,gpt-3.5-turbo,McCulloch v. Maryland (1819),41,24,"and the plaintiff, on his part, contests the validity of an act which has been passed by the legislature of that State","['and', 'the', 'plaintiff', ',', 'on', 'his', 'part', ',', 'contests', 'the', 'validity', 'of']","['the', 'defendant', ""'s"", 'claim', ',', 'asserting', 'that', 'it', 'lacks', 'sufficient', 'evidence', 'to']","['an', 'act', 'which', 'has', 'been', 'passed', 'by', 'the', 'legislature', 'of', 'that', 'State']",1.0,"['the', ""defendant's"", 'claim,', 'asserting', 'that', 'it', 'lacks', 'sufficient', 'evidence', 'to', 'support', 'it.']",an act which has been passed by the legislature of that State,tensor([[0.8099]]),2,"[tensor([[0.7675]]), tensor([[0.8099]]), tensor([[0.7820]]), tensor([[0.7857]]), tensor([[0.7833]]), tensor([[0.7819]]), tensor([[0.7886]]), tensor([[0.7557]]), tensor([[0.7548]]), tensor([[0.7591]]), tensor([[0.7629]]), tensor([[0.7598]]), tensor([[0.7392]])]",40,63
1206,gpt-3.5-turbo,Brown vs. Board of Education (1954),43,20,"guaranteed by the Fourteenth Amendment -- even though the physical facilities and other ""tangible"" factors of white and","['guaranteed', 'by', 'the', 'Fourteenth', 'Amendment', '--', 'even', 'though', 'the', 'physical']","['force', 'be', 'with', 'you', '.']","['facilities', 'and', 'other', '""', 'tangible']",1.0,"['force', 'be', 'with', 'you.']","facilities and other ""tangible"" factors of white and",tensor([[0.7853]]),1,"[tensor([[0.7853]]), tensor([[0.7678]]), tensor([[0.7824]]), tensor([[0.7843]]), tensor([[0.7642]])]",42,56
293,gpt-3.5-turbo,Tinker vs. Des Moines (1969),45,37,"had promulgated banning the wearing of armbands. The District Court dismissed the complaint on the ground that the regulation was within the Board's power, despite the absence of any finding of substantial interference with","['had', 'promulgated', 'banning', 'the', 'wearing', 'of', 'armbands', '.', 'The', 'District', 'Court']","['held', 'that', 'the', 'wearing', 'of', 'armbands', 'was', '""', 'closely', 'akin', 'to', ""'"", 'pure', 'speech', ""'"", '""', 'and', 'protected', 'by', 'the', 'First', 'Amendment', '.']","['dismissed', 'the', 'complaint', 'on', 'the', 'ground', 'that', 'the', 'regulation', 'was', 'within', 'the', 'Board', ""'s"", 'power', ',', 'despite', 'the', 'absence', 'of', 'any', 'finding', 'of']",1.0,"['held', 'that', 'the', 'wearing', 'of', 'armbands', 'was', '""closely', 'akin', 'to', ""'pure"", 'speech\'""', 'and', 'protected', 'by', 'the', 'First', 'Amendment.']","dismissed the complaint on the ground that the regulation was within the Board's power, despite the absence of any finding of substantial interference with",tensor([[0.7692]]),4,"[tensor([[0.7274]]), tensor([[0.7572]]), tensor([[0.7431]]), tensor([[0.7692]]), tensor([[0.7606]]), tensor([[0.7680]]), tensor([[0.7395]]), tensor([[0.7496]]), tensor([[0.7551]]), tensor([[0.7413]]), tensor([[0.7345]]), tensor([[0.7417]]), tensor([[0.7403]]), tensor([[0.7492]]), tensor([[0.7500]]), tensor([[0.7519]]), tensor([[0.7591]]), tensor([[0.7478]]), tensor([[0.7509]])]",44,77
1211,gpt-3.5-turbo,Brown vs. Board of Education (1954),46,34,"Fourteenth Amendment -- even though the physical facilities and other ""tangible"" factors of white and Negro schools may be equal.
(a) The history of the Fourteenth Amendment is","['Fourteenth', 'Amendment', '--', 'even', 'though', 'the', 'physical', 'facilities', 'and', 'other', '""', 'tangible', '""', 'factors', 'of', 'white', 'and']","['colored', 'schools', 'may', 'be', 'equal', ',', 'the', '""', 'intangible', '""', 'factors', 'may', 'make', 'them', 'unequal', '.']","['Negro', 'schools', 'may', 'be', 'equal', '.', '\n', '(', 'a', ')', 'The', 'history', 'of', 'the', 'Fourteenth', 'Amendment']",0.75,"['colored', 'schools', 'may', 'be', 'equal,', 'the', '""intangible""', 'factors', 'may', 'make', 'them', 'unequal.']","Negro schools may be equal.
(a) The history of the Fourteenth Amendment is",tensor([[0.8944]]),7,"[tensor([[0.7318]]), tensor([[0.7405]]), tensor([[0.8306]]), tensor([[0.8559]]), tensor([[0.8674]]), tensor([[0.8904]]), tensor([[0.8944]]), tensor([[0.8773]]), tensor([[0.8794]]), tensor([[0.8780]]), tensor([[0.8794]]), tensor([[0.8784]]), tensor([[0.8550]])]",45,77
1395,gpt-3.5-turbo,McCulloch v. Maryland (1819),48,40,", contests the validity of an act which has been passed by the legislature of that State. The constitution of our country, in its most interesting and vital parts, is to be considered; the conflicting powers","[',', 'contests', 'the', 'validity', 'of', 'an', 'act', 'which', 'has', 'been']","['committed', ',', 'and', 'declares', 'that', 'it', 'ought', 'not', 'to', 'have', 'been', 'done', '.']","['passed', 'by', 'the', 'legislature', 'of', 'that', 'State', '.', 'The', 'constitution', 'of', 'our', 'country']",1.0,"['committed,', 'and', 'declares', 'that', 'it', 'ought', 'not', 'to', 'have', 'been', 'done.']","passed by the legislature of that State. The constitution of our country, in its most interesting and vital parts, is to be considered; the conflicting powers",tensor([[0.8255]]),7,"[tensor([[0.7594]]), tensor([[0.8050]]), tensor([[0.7973]]), tensor([[0.8057]]), tensor([[0.8034]]), tensor([[0.8066]]), tensor([[0.8255]]), tensor([[0.8152]]), tensor([[0.8124]]), tensor([[0.8156]]), tensor([[0.8172]]), tensor([[0.7988]])]",47,69
142,gpt-3.5-turbo,Gideon v. Wainwright (1963),49,26,"and with- out a lawyer, petitioner asked the court to appoint counsel for him, whereupon the following colloquy took place:
""The","['and', 'with-', 'out', 'a', 'lawyer', ',']","['you', 'have', 'no', 'rights', '.']","['petitioner', 'asked', 'the', 'court', 'to']",1.0,"['you', 'have', 'no', 'rights.']","petitioner asked the court to appoint counsel for him, whereupon the following colloquy took place:
""The",tensor([[0.7563]]),2,"[tensor([[0.7455]]), tensor([[0.7563]]), tensor([[0.7550]]), tensor([[0.7522]]), tensor([[0.7549]])]",48,58
1296,gpt-3.5-turbo,Brown vs. Board of Education (1954),50,34,"though the physical facilities and other ""tangible"" factors of white and Negro schools may be equal.
(a) The history of the Fourteenth Amendment is inconclusive as to its","['though', 'the', 'physical', 'facilities', 'and', 'other', '""', 'tangible', '""', 'factors', 'of', 'white', 'and', 'Negro']","['children', 'will', 'be', 'equal', ',', 'the', '""', 'intangible', '""', 'factors', 'of', 'human', 'relations', 'will', 'not', '.']","['schools', 'may', 'be', 'equal', '.', '\n', '(', 'a', ')', 'The', 'history', 'of', 'the', 'Fourteenth', 'Amendment', 'is']",0.875,"['children', 'will', 'be', 'equal,', 'the', '""intangible""', 'factors', 'of', 'human', 'relations', 'will', 'not.']","schools may be equal.
(a) The history of the Fourteenth Amendment is inconclusive as to its",tensor([[0.8412]]),9,"[tensor([[0.7365]]), tensor([[0.7380]]), tensor([[0.7786]]), tensor([[0.7782]]), tensor([[0.8325]]), tensor([[0.8399]]), tensor([[0.8283]]), tensor([[0.8363]]), tensor([[0.8412]]), tensor([[0.8293]]), tensor([[0.8255]]), tensor([[0.8209]]), tensor([[0.8181]])]",49,78
