,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
164,gpt-3.5-turbo,"TANKED: AN EASTSIDE BREWERY NOVEL
Mia Hopkins",32,31,"cut, work in an office
building downtown. I didn’t catch what they do. I’m smiling and
pretending to listen. Luckily, the","['cut', ',', ' work', ' in', ' an', ' office', '\n', 'building', ' downtown', '.', ' I', ' didn', '’t', ' catch', ' what']","['he', ' said', ',', ' but', ' it', ' was', ' probably', ' something', ' about', ' how', ' I', ' should', ' get', ' a', ' real', ' job']","[' they', ' do', '.', ' I', '’m', ' smiling', ' and', '\n', 'pret', 'ending', ' to', ' listen', '.', ' Luckily', ',', ' the']",1.0,"he said, but it was probably something about how I should get a real job, like him."," they do. I’m smiling and
pretending to listen. Luckily, the",tensor([[0.8251]]),15,"[tensor([[0.7919]]), tensor([[0.7998]]), tensor([[0.7728]]), tensor([[0.7748]]), tensor([[0.7729]]), tensor([[0.7633]]), tensor([[0.7668]]), tensor([[0.7715]]), tensor([[0.7799]]), tensor([[0.7822]]), tensor([[0.7935]]), tensor([[0.8012]]), tensor([[0.8080]]), tensor([[0.8187]]), tensor([[0.8251]]), tensor([[0.8007]]), tensor([[0.8070]]), tensor([[0.7998]])]",31,61
246,gpt-3.5-turbo,Ocean Echo,32,21," the first place. Tennal often set out tomake trouble, it was true, but this evening,","[' the', ' first', ' place', '.', ' Tenn', 'al', ' often', ' set', ' out']","['to', ' explore', ' the', ' world', ',', ' but', ' he', ' always', ' found', ' that', ' the', ' most']","[' to', 'make', ' trouble', ',', ' it', ' was', ' true', ',', ' but', ' this', ' evening', ',']",1.0,"to explore the world, but he always found that the most fascinating discoveries were made within the pages of a book."," tomake trouble, it was true, but this evening,",tensor([[0.7784]]),6,"[tensor([[0.7673]]), tensor([[0.7772]]), tensor([[0.7418]]), tensor([[0.7559]]), tensor([[0.7500]]), tensor([[0.7784]]), tensor([[0.7778]]), tensor([[0.7776]]), tensor([[0.7626]]), tensor([[0.7677]]), tensor([[0.7658]]), tensor([[0.7609]]), tensor([[0.7590]]), tensor([[0.7595]]), tensor([[0.7555]]), tensor([[0.7562]]), tensor([[0.7559]]), tensor([[0.7521]]), tensor([[0.7612]]), tensor([[0.7601]]), tensor([[0.7576]]), tensor([[0.7519]])]",31,51
997,gpt-3.5-turbo,"Thank You for Listening 
by Julia Whelan",35,35," in his eyes. His pupils were throbbing. The gentleman of the last three weeks was gone. He was now anything but gentle. He was all man.
Their eyes were","[' in', ' his', ' eyes', '.', ' His']","['heart', ' was', ' a', ' sort', ' of', ' char', 'nel', '-house', ',', ' where', ' corpses', ' of', ' beautiful', ' ideals', ' lay', ' side', ' by', ' side', ' with', ' corpses', ' of', ' beautiful', ' women', '.']","[' pupils', ' were', ' thro', 'bbing', '.', ' The', ' gentleman', ' of', ' the', ' last', ' three', ' weeks', ' was', ' gone', '.', ' He', ' was', ' now', ' anything', ' but', ' gentle', '.', ' He', ' was']",1.0,"heart was a sort of charnel-house, where corpses of beautiful ideals lay side by side with corpses of beautiful women."," pupils were throbbing. The gentleman of the last three weeks was gone. He was now anything but gentle. He was all man.
Their eyes were",tensor([[0.8197]]),3,"[tensor([[0.7732]]), tensor([[0.7653]]), tensor([[0.8197]]), tensor([[0.8185]]), tensor([[0.8187]]), tensor([[0.8192]]), tensor([[0.8108]]), tensor([[0.7999]]), tensor([[0.8096]]), tensor([[0.8083]]), tensor([[0.8134]]), tensor([[0.8132]]), tensor([[0.8160]]), tensor([[0.8155]]), tensor([[0.8138]]), tensor([[0.8143]]), tensor([[0.8143]]), tensor([[0.8125]]), tensor([[0.8145]]), tensor([[0.8156]]), tensor([[0.8026]])]",34,62
163,gpt-3.5-turbo,"TANKED: AN EASTSIDE BREWERY NOVEL
Mia Hopkins",35,27," in an office
building downtown. I didn’t catch what they do. I’m smiling and
pretending to listen. Luckily,","[' in', ' an', ' office', '\n', 'building', ' downtown', '.', ' I', ' didn', '’t', ' catch']","['his', ' name', ',', ' but', ' he', ' seemed', ' like', ' a', ' nice', ' guy', '.""', ' -', ' Stephen', ' King']","[' what', ' they', ' do', '.', ' I', '’m', ' smiling', ' and', '\n', 'pret', 'ending', ' to', ' listen', '.']",1.0,"his name, but he seemed like a nice guy."" - Stephen King"," what they do. I’m smiling and
pretending to listen. Luckily,",tensor([[0.7937]]),2,"[tensor([[0.7862]]), tensor([[0.7937]]), tensor([[0.7768]]), tensor([[0.7486]]), tensor([[0.7537]]), tensor([[0.7448]]), tensor([[0.7494]]), tensor([[0.7530]]), tensor([[0.7481]]), tensor([[0.7404]]), tensor([[0.7377]]), tensor([[0.7482]]), tensor([[0.7626]])]",34,58
360,gpt-3.5-turbo,Ocean Echo,36,31," Tennal often set out tomake trouble, it was true, but this evening, he was genuinely here for a drinkand a good time.That was a","[' Tenn', 'al', ' often', ' set', ' out', ' to', 'make', ' trouble', ',', ' it', ' was', ' true', ',']","['but', ' he', ' always', ' did', ' it', ' in', ' the', ' most', ' delightful', ' way', '.']","[' but', ' this', ' evening', ',', ' he', ' was', ' genuinely', ' here', ' for', ' a', ' drink']",1.0,but he always did it in the most delightful way.," but this evening, he was genuinely here for a drinkand a good time.That was a",tensor([[0.8410]]),10,"[tensor([[0.7385]]), tensor([[0.7786]]), tensor([[0.8056]]), tensor([[0.8041]]), tensor([[0.7995]]), tensor([[0.7961]]), tensor([[0.8052]]), tensor([[0.8139]]), tensor([[0.8000]]), tensor([[0.8410]]), tensor([[0.8346]])]",35,58
333,gpt-3.5-turbo,Ocean Echo,36,32," Tennal often set out tomake trouble, it was true, but this evening, he was genuinely here for a drinkand a good time.That was a lie","[' Tenn', 'al', ' often', ' set', ' out', ' to', 'make', ' trouble', ',', ' it', ' was', ' true', ',', ' but', ' this', ' evening']","['he', ' was', ' determined', ' to', ' make', ' trouble', ' of', ' a', ' different', ' sort', '.']","[',', ' he', ' was', ' genuinely', ' here', ' for', ' a', ' drink', 'and', ' a', ' good']",1.0,he was determined to make trouble of a different sort.,", he was genuinely here for a drinkand a good time.That was a lie",tensor([[0.8297]]),3,"[tensor([[0.7446]]), tensor([[0.8059]]), tensor([[0.8297]]), tensor([[0.7979]]), tensor([[0.8058]]), tensor([[0.8022]]), tensor([[0.7948]]), tensor([[0.7924]]), tensor([[0.7987]]), tensor([[0.8031]]), tensor([[0.7963]])]",35,61
781,gpt-3.5-turbo,SOMETHING FABULOUS,40,31,"brook, Viscount Summersby, Viscount Cheverell.
But Miss Arabella Tarleton most certainly would not own it.
Of course, he possessed","['brook', ',', ' Vis', 'count', ' Summers', 'by', ',', ' Vis', 'count', ' Che']","['ster', ' W', 'av', 'ell', ',', ' and', ' General', ' Is', 'may', '.']","['ver', 'ell', '.\n', 'But', ' Miss', ' Arab', 'ella', ' Tar', 'leton', ' most']",1.0,"ster Wavell, and General Ismay.","verell.
But Miss Arabella Tarleton most certainly would not own it.
Of course, he possessed",tensor([[0.7864]]),4,"[tensor([[0.7588]]), tensor([[0.7349]]), tensor([[0.7821]]), tensor([[0.7864]]), tensor([[0.7787]]), tensor([[0.7760]])]",39,58
1583,gpt-3.5-turbo,"THE VERY SECRET SOCIETY OF IRREGULAR WITCHES
Sangu Mandanna",40,35," twice; the last meeting, for instance, had been in
Belinda Nkala’s front room and had involved freshly baked
scones, and the one before","[' twice', ';', ' the', ' last', ' meeting', ',', ' for', ' instance', ',', ' had', ' been', ' in', '\n']","['the', ' coffee', ' shop', ' down', ' the', ' street', ',', ' and', ' now', ' they', ' were', ' meeting', ' again', ' in', ' the', ' park', '.']","['Bel', 'inda', ' N', 'k', 'ala', '’s', ' front', ' room', ' and', ' had', ' involved', ' freshly', ' baked', '\n', 's', 'con', 'es']",1.0,"the coffee shop down the street, and now they were meeting again in the park.","Belinda Nkala’s front room and had involved freshly baked
scones, and the one before",tensor([[0.7912]]),11,"[tensor([[0.7533]]), tensor([[0.7785]]), tensor([[0.7766]]), tensor([[0.7713]]), tensor([[0.7631]]), tensor([[0.7792]]), tensor([[0.7472]]), tensor([[0.7571]]), tensor([[0.7762]]), tensor([[0.7765]]), tensor([[0.7912]]), tensor([[0.7764]]), tensor([[0.7796]]), tensor([[0.7841]]), tensor([[0.7900]]), tensor([[0.7589]])]",39,68
173,gpt-3.5-turbo,"TANKED: AN EASTSIDE BREWERY NOVEL
Mia Hopkins",41,39,". I didn’t catch what they do. I’m smiling and
pretending to listen. Luckily, the loud music here in the brewery
keeps me from having to pretend too hard.
","['.', ' I', ' didn', '’t', ' catch', ' what', ' they', ' do', '.', ' I', '’m', ' smiling', ' and', '\n', 'pret', 'ending', ' to']","['listen', '.']","[' listen', '.']",0.5,listen.," listen. Luckily, the loud music here in the brewery
keeps me from having to pretend too hard.
",tensor([[0.8358]]),2,"[tensor([[0.7724]]), tensor([[0.8358]])]",40,58
564,gpt-3.5-turbo,"YOU MADE A FOOL OF DEATH WITH YOUR BEAUTY: A NOVEL
Akwaeke Emezi",42,34," into the sink
and Milan’s large hands sliding behind her thighs as he lifted her
onto the bathroom counter. Speckled tiles stretched around
them, washed bloody","[' into', ' the', ' sink', '\n', 'and', ' Milan', '’s', ' large', ' hands', ' sliding']","['over', ' the', ' keys', ' of', ' the', ' typ', 'ewriter', '\n', 'and', ' the', ' strange', ' smell', ' of', ' the', ' ink', '\n', 'and', ' the', ' way', ' he', ' looked', ' at', ' me', '\n']","[' behind', ' her', ' thighs', ' as', ' he', ' lifted', ' her', '\n', 'onto', ' the', ' bathroom', ' counter', '.', ' Spe', 'ck', 'led', ' tiles', ' stretched', ' around', '\n', 'them', ',', ' washed', ' bloody']",0.9166666666666666,"over the keys of the typewriter
and the strange smell of the ink
and the way he looked at me
and the way he smiled
and the way he laughed
and the way he kissed me
and the way he touched me
and the way he held me
and the way he loved me."," behind her thighs as he lifted her
onto the bathroom counter. Speckled tiles stretched around
them, washed bloody",tensor([[0.8320]]),41,"[tensor([[0.7627]]), tensor([[0.7909]]), tensor([[0.7959]]), tensor([[0.7560]]), tensor([[0.7624]]), tensor([[0.7603]]), tensor([[0.7698]]), tensor([[0.7658]]), tensor([[0.7728]]), tensor([[0.8002]]), tensor([[0.7971]]), tensor([[0.7968]]), tensor([[0.7974]]), tensor([[0.7976]]), tensor([[0.8010]]), tensor([[0.8029]]), tensor([[0.8207]]), tensor([[0.8210]]), tensor([[0.8157]]), tensor([[0.8140]]), tensor([[0.8194]]), tensor([[0.8195]]), tensor([[0.8120]]), tensor([[0.8111]]), tensor([[0.8164]]), tensor([[0.8168]]), tensor([[0.8143]]), tensor([[0.8132]]), tensor([[0.8185]]), tensor([[0.8170]]), tensor([[0.8268]]), tensor([[0.8228]]), tensor([[0.8204]]), tensor([[0.8241]]), tensor([[0.8225]]), tensor([[0.8306]]), tensor([[0.8297]]), tensor([[0.8280]]), tensor([[0.8305]]), tensor([[0.8291]]), tensor([[0.8320]]), tensor([[0.8289]]), tensor([[0.8277]]), tensor([[0.8302]]), tensor([[0.8288]]), tensor([[0.8289]]), tensor([[0.8216]])]",41,74
1837,gpt-3.5-turbo,"The Dead Romantics
Ashley Poston",42,24,"sequential they barely feel like secrets at all, but monumental to the person keeping them. Every person has a secret. Every","['sequential', ' they', ' barely', ' feel', ' like', ' secrets', ' at', ' all', ',', ' but', ' monumental', ' to']","['the', ' individuals', ' who', ' hold', ' them', '.""', ' -', ' Bren', 'é', ' Brown']","[' the', ' person', ' keeping', ' them', '.', ' Every', ' person', ' has', ' a', ' secret']",1.0,"the individuals who hold them."" - Brené Brown", the person keeping them. Every person has a secret. Every,tensor([[0.9076]]),7,"[tensor([[0.8058]]), tensor([[0.8440]]), tensor([[0.8525]]), tensor([[0.8668]]), tensor([[0.8709]]), tensor([[0.9070]]), tensor([[0.9076]]), tensor([[0.8911]]), tensor([[0.8853]])]",41,62
446,gpt-3.5-turbo,"YOU MADE A FOOL OF DEATH WITH YOUR BEAUTY: A NOVEL
Akwaeke Emezi",43,38," the sink
and Milan’s large hands sliding behind her thighs as he lifted her
onto the bathroom counter. Speckled tiles stretched around
them, washed bloody in the light of the","[' the', ' sink', '\n', 'and', ' Milan', '’s', ' large', ' hands', ' sliding', ' behind', ' her', ' thighs', ' as', ' he', ' lifted', ' her', '\n', 'onto', ' the']","['counter', ',', ' their', ' lips', ' meeting', ' in', ' a', ' passionate', ' embrace', '.']","[' bathroom', ' counter', '.', ' Spe', 'ck', 'led', ' tiles', ' stretched', ' around', '\n']",1.0,"counter, their lips meeting in a passionate embrace."," bathroom counter. Speckled tiles stretched around
them, washed bloody in the light of the",tensor([[0.8349]]),3,"[tensor([[0.7714]]), tensor([[0.8322]]), tensor([[0.8349]]), tensor([[0.8293]]), tensor([[0.8075]]), tensor([[0.8166]]), tensor([[0.8109]]), tensor([[0.8152]]), tensor([[0.7868]])]",42,70
705,gpt-3.5-turbo,SOMETHING FABULOUS,46,26,", Viscount Cheverell.
But Miss Arabella Tarleton most certainly would not own it.
Of course, he possessed the","[',', ' Vis', 'count', ' Che', 'ver', 'ell', '.\n', 'But']","['the', ' greatest', ' glory', ' in', ' living', ' lies', ' not', ' in', ' never', ' falling', ',', ' but', ' in', ' rising', ' every', ' time', ' we', ' fall']","[' Miss', ' Arab', 'ella', ' Tar', 'leton', ' most', ' certainly', ' would', ' not', ' own', ' it', '.\n', 'Of', ' course', ',', ' he', ' possessed', ' the']",1.0,"the greatest glory in living lies not in never falling, but in rising every time we fall. - Nelson Mandela"," Miss Arabella Tarleton most certainly would not own it.
Of course, he possessed the",tensor([[0.7818]]),9,"[tensor([[0.7357]]), tensor([[0.7624]]), tensor([[0.7376]]), tensor([[0.7315]]), tensor([[0.7376]]), tensor([[0.7401]]), tensor([[0.7598]]), tensor([[0.7814]]), tensor([[0.7818]]), tensor([[0.7746]]), tensor([[0.7747]]), tensor([[0.7777]]), tensor([[0.7771]]), tensor([[0.7684]]), tensor([[0.7717]]), tensor([[0.7616]]), tensor([[0.7593]]), tensor([[0.7437]]), tensor([[0.7518]]), tensor([[0.7650]]), tensor([[0.7685]])]",45,70
1752,gpt-3.5-turbo,"Electric Idol 
by Katee Robert",46,30,", my mother won’t zero in on me. One would think the events of the last few months would be enough to give her ambitions pause, but","[',', ' my', ' mother', ' won', '’t', ' zero', ' in', ' on']","['the', ' fact', ' that', ' I', '’m', ' not', ' married', '.']","[' me', '.', ' One', ' would', ' think', ' the', ' events', ' of']",1.0,the fact that I’m not married.," me. One would think the events of the last few months would be enough to give her ambitions pause, but",tensor([[0.8117]]),7,"[tensor([[0.7797]]), tensor([[0.7868]]), tensor([[0.7740]]), tensor([[0.7860]]), tensor([[0.8009]]), tensor([[0.8022]]), tensor([[0.8117]])]",45,60
1558,gpt-3.5-turbo,"THE VERY SECRET SOCIETY OF IRREGULAR WITCHES
Sangu Mandanna",49,32," had been in
Belinda Nkala’s front room and had involved freshly baked
scones, and the one before that had been in the glorious","[' had', ' been', ' in', '\n', 'Bel']","['oved', ',', ' one', ' becomes', ' brave', '.']","['inda', ' N', 'k', 'ala', '’s', ' front']",1.0,"oved, one becomes brave.","inda Nkala’s front room and had involved freshly baked
scones, and the one before that had been in the glorious",tensor([[0.7831]]),4,"[tensor([[0.7553]]), tensor([[0.7560]]), tensor([[0.7513]]), tensor([[0.7831]]), tensor([[0.7814]])]",48,58
1618,gpt-3.5-turbo,"Electric Idol 
by Katee Robert",49,27," won’t zero in on me. One would think the events of the last few months would be enough to give her ambitions pause, but","[' won', '’t', ' zero', ' in', ' on', ' me']","[',', ' but', ' I', ' can', ' control', ' my', ' response', ' to', ' it', '.']","['.', ' One', ' would', ' think', ' the', ' events', ' of', ' the', ' last', ' few']",1.0,", but I can control my response to it.",". One would think the events of the last few months would be enough to give her ambitions pause, but",tensor([[0.8099]]),3,"[tensor([[0.7382]]), tensor([[0.7751]]), tensor([[0.8099]]), tensor([[0.7922]]), tensor([[0.7734]]), tensor([[0.7786]]), tensor([[0.7828]]), tensor([[0.7738]]), tensor([[0.7778]]), tensor([[0.7733]])]",48,63
